 postcode, legal_name, suburb, address, ogc_fid, longitude, latitude
3171.0,Springvale Service For Children Inc,SPRINGVALE,Springvale Service For Children ,3621,145.156823,-37.952515
3084.0,Brept p/l  ATF The Bemco Trust,ROSANNA,Brept p/l  ATF The Bemco Trust,3625,145.069,-37.737
3182.0,City of Port Phillip,ST KILDA,City of Port Phillip,3629,144.982,-37.864
3150.0,Glen Waverley South Primary School Council,GLEN WAVERLEY,WHITES LANE ,3632,145.1702732,-37.8970039
3204.0,Kids Plus Ormond Pty Ltd,ORMOND,Kids Plus Ormond  ,3639,145.0410692,-37.902081
3187.0,Hurlingham Preschool Association Inc,BRIGHTON EAST,1 PALMER AVENUE ,3644,145.0147821,-37.9115762
3128.0,Roberts McCubbin Primary School,BOX HILL SOUTH,BIRDWOOD ST ,3648,145.1254308,-37.8325126
3149.0,Pinewood Primary School Council,MOUNT WAVERLEY,PINEWOOD DRIVE ,3651,145.1403376,-37.8885722
3138.0,Manchester Preschool Inc.,MOOROOLBARK,132 MANCHESTER ROAD ,3657,145.3125527,-37.7769306
3101.0,The Society of Jesus in Victoria,KEW,XAVIER COLLEGE 135 BARKERS RD,3661,145.034054,-37.811477
3199.0,Erinwood Preschool Inc,FRANKSTON,111-113 RAPHAEL CRESCENT ,3666,145.1551923,-38.1646285
3198.0,Belvedere Park Preschool Association Inc,SEAFORD,Belvedere Park Preschool  ,3674,145.147797,-38.107412
3156.0,OSHCare 4 KIDS Pty Ltd The Trustee for OSHCare 4 KIDS Unit Trust,UPPER FERNTREE GULLY,OSHCare 4 KIDS   The Trustee for OSHCare 4 KIDS Unit Trust,3684,145.31,-37.895
3060.0,DARUL ULUM COLLEGE OF VICTORIA,FAWKNER,DARUL ULUM COLLEGE OF VICTORIA,3686,144.97095,-37.7052074
3198.0,Seaford North Primary School,SEAFORD,HALLIFAX STREET ,3690,145.1328411,-38.0935789
3206.0,Middle Park Primary School Council,MIDDLE PARK,RICHARDSON STREET ,3691,144.9630944,-37.8502047
3083.0,MCLEANS ROAD KINDERGARTEN INC,BUNDOORA,151 MCLEANS RD ,3693,145.0448829,-37.6946776
3761.0,St Andrews Primary School Council,ST ANDREWS,CALEDONIA STREET ,3696,145.2752997,-37.5996782
3121.0,Yarra Primary School,RICHMOND,DAVISON STREET ,3732,145.00774,-37.814558
3912.0,Blacks Camp Preschool Centre Inc,SOMERVILLE,Blacks Camp Preschool Centre ,3702,145.1694816,-38.2308319
3225.0,Queenscliff Kindergarten Inc,QUEENSCLIFF,STEVENS STREET ,3704,144.6560904,-38.2676885
3058.0,Miss Deeqo Sallad,COBURG,3 14 GAFFNEY STREET,3713,144.9637278,-37.733841
3940.0,Eastbourne Primary School,ROSEBUD WEST,ALLAMBI AVE ,3735,144.8854433,-38.3729983
3083.0,Numdaji Kwei Children's Centre Co-op Ltd,BUNDOORA,MCKIMMIES ROAD ,3738,145.0557762,-37.677639
3754.0,HAZEL GLEN COLLEGE,DOREEN,HAZEL GLEN COLLEGE 175 COOKES RD,3741,145.1200168,-37.5975705
3136.0,Croydon Hills Primary School,CROYDON HILLS,CAMPASPE DRIVE ,3745,145.2723841,-37.7766731
3910.0,Kids Paradise Long Street Pty Ltd,LANGWARRIN,Kids Paradise Long Street  ,3746,145.184207,-38.152937
3135.0,Knaith Road Child Care Centre Inc,RINGWOOD EAST,KNAITH ROAD ,3748,145.2507879,-37.8146245
3030.0,Sanctuary Lakes Resort Child Care Centre Pty Ltd ATF Sanctuary Lakes Resort Child Care Centre Unit Trust,SANCTUARY LAKES,88 GREG NORMAN DRIVE ,3757,144.7617044,-37.8963732
3149.0,Huntingtower School Association,MOUNT WAVERLEY,Huntingtower School ,3758,145.1361211,-37.8764869
3051.0,CRESCENT FAMILY DAY CARE PTY. LTD.,NORTH MELBOURNE,U 64  12 SUTTON ST ,3759,144.9413218,-37.7921511
3786.0,Ferny Creek Primary School,FERNY CREEK,SCHOOL ROAD ,3763,145.3335176,-37.8837055
3162.0,KOOL KIDZ ELC PTY LTD ATF KOOL KIDZ ELC UNIT TRUST,CAULFIELD,U 1  875 GLEN HUNTLY RD ,3771,145.0222596,-37.8868299
3911.0,Baxter Preschool Inc,BAXTER,Baxter Preschool ,3773,145.152706,-38.1974779
3223.0,Portarlington Primary School,PORTARLINGTON,NEWCOMBE ST ,3789,144.658969,-38.1157675
3172.0,STARFISH CHILDCARE NUNAWADING PTY LTD ATF STARFISH NUNAWADING TRUST,DINGLEY VILLAGE,STARFISH CHILDCARE NUNAWADING   ATF STARFISH NUNAWADING TRUST,3798,145.128,-37.981
3030.0,BARAKA FIRST FAMILY DAY CARE PTY LTD,WERRIBEE,U 4  3 SYNNOT ST ,3799,144.666823,-37.9007845
3127.0,Belotte Pty Ltd ATF Williams Family Trust,SURREY HILLS,Belotte   ATF Williams Family Trust,3803,145.106,-37.83
3057.0,Mnasa Pty Ltd,BRUNSWICK EAST,83 HOLMES STREET ,3804,144.974321,-37.7598625
3083.0,Wallaby Childcare Bundoora Pty Ltd,BUNDOORA,14 SCHOLAR DRIVE UNIVERSITY HILL ,3807,145.0715676,-37.681956
3137.0,Palm Grove Preschool Centre Inc,KILSYTH,Palm Grove Preschool Centre ,3810,145.3178,-37.805829
3168.0,CARECHOICE(AUST) Pty Ltd ATF CareChoice Business Trust,CLAYTON,2A WESTALL ROAD ,3811,145.1422909,-37.9277833
3070.0,Westgarth Kindergarten Inc,NORTHCOTE,CLARKE STREET ,3813,145.0017757,-37.7770767
3155.0,Knox Central Primary School Council,BORONIA,DARWIN ROAD ,3818,145.2552395,-37.861172
3165.0,Valkstone Primary School Council,BENTLEIGH EAST,Valkstone Primary School Council,3820,145.0571136,-37.9144644
3109.0,Tunstall Square Kindergarten Inc,DONCASTER EAST,MAGGS STREET ,3823,145.1655535,-37.794023
3043.0,Tullamarine Primary School,TULLAMARINE,BROADMEADOWS ROAD ,3831,144.8794049,-37.7038521
3137.0,Kilsyth Primary School Council,KILSYTH,DURHAM ROAD ,3836,145.3218262,-37.8013201
3915.0,St Mary's Catholic Church,HASTINGS,St Mary's Catholic Church,3840,145.1918587,-38.3037028
3980.0,Tooradin Primary School Council,TOORADIN,Tooradin Primary School,3848,145.3788701,-38.2078878
3095.0,Meruka Child Care Co-op,ELTHAM,Meruka Child Care Co-op,3854,145.1351231,-37.7123369
3910.0,Bayport Drive Preschool Committee Inc,LANGWARRIN,Bayport Drive Preschool Committee ,3865,145.1927835,-38.1608986
3931.0,Mornington Primary School,MORNINGTON,VALE STREET ,3867,145.0426007,-38.2222692
3019.0,Hannah Ali,BRAYBROOK,32 DANTUM GR ,3886,144.853277,-37.775382
3127.0,Surrey Hills Preschool Centre Inc,SURREY HILLS,18 VERDUN STREET ,3891,145.0939163,-37.8335194
3071.0,Thornbury Primary School Council,THORNBURY,HUTTON ST ,3898,144.9938598,-37.7552654
3043.0,Gladstone Views Primary School Council,GLADSTONE PARK,CARRICK DRIVE ,3902,144.8961984,-37.6917521
3088.0,Greensborough Campus Child Care Inc,GREENSBOROUGH,C/-  NMIT CIVIC DRIVE ,3903,145.110576,-37.688031
3095.0,Eltham North Primary School,ELTHAM NORTH,WATTLETREE ROAD ,3944,145.1486023,-37.6958336
3065.0,GOLD STAR FAMILY DAY CARE PTY LTD,FITZROY,U 159  90 BRUNSWICK ST ,3907,144.9776918,-37.8047
3918.0,Bittern Preschool Association Inc,BITTERN,Bittern Preschool  ,3913,145.176559,-38.335583
3199.0,Delacombe Park Preschool Inc,FRANKSTON,29 OVERPORT ROAD ,3919,145.1248444,-38.1615528
3058.0,Newlands Primary School,COBURG,ELIZABETH STREET ,3920,144.9820074,-37.7378498
3055.0,Brunswick Montessori Children's House Inc,BRUNSWICK WEST,18A WALES STREET ,3933,144.9424596,-37.7567676
3154.0,The Basin Community House Inc,THE BASIN,The Basin Community House ,3937,145.3092133,-37.8508125
3135.0,Marlborough Primary School School Council,HEATHMONT EAST,HARDY CRESCENT ,3940,145.2327488,-37.8362675
3175.0,EXCEL FAMILY DAY CARE PTY LTD,DANDENONG,UNIT 1A 1-11 BRYANTS ROAD,3943,145.2147392,-37.9941647
3127.0,Mont Albert Primary School,MONT ALBERT,BARLOA ROAD ,3955,145.1021621,-37.8148554
3199.0,Woodleigh School,FRANKSTON,3 MINIMBAH COURT ,3959,145.1134212,-38.1728665
3095.0,Glen Katherine Primary School Council,ELTHAM NORTH,CALENDONIA DRIVE ,3960,145.1395768,-37.6905734
3067.0,Abbotsford Primary School Council,ABBOTSFORD,LITHGOW STREET ,3961,144.9987112,-37.8081043
3199.0,Paratea Preschool Inc,FRANKSTON,PARATEA AVENUE ,3969,145.1287629,-38.1910652
3089.0,Sutherland Homes Pty Ltd,DIAMOND CREEK,SUITE 2A 14 YAN YEAN ROAD ,3974,145.1260444,-37.6764018
3023.0,Caroline Springs College,CAROLINE SPRINGS,Caroline Springs College,3977,144.7412654,-37.7315815
3138.0,Lancaster Preschool Inc,MOOROOLBARK,Lancaster Preschool ,3978,145.331666,-37.782589
3031.0,YASMIN EARLY CHILDHOOD SERVICES PTY. LTD.,FLEMINGTON,U 126  120 RACECOURSE RD ,3985,144.936947,-37.7884053
3138.0,Bimbadeen Preschool Inc,MOOROOLBARK,Bimbadeen Preschool ,3987,145.3252411,-37.7735511
3031.0,Kensington Primary School,KENSINGTON,MCCRACKEN STREET ,3991,144.9276991,-37.7917556
3149.0,Sussex Heights Primary School Council,MOUNT WAVERLEY,SOLOMON STREET ,3992,145.1111097,-37.8881325
3128.0,Kingswood College Ltd,BOX HILL,Kingswood College ,3997,145.1199097,-37.8323184
3072.0,Nara Community Child Care Centre Inc,PRESTON,77 ST GEORGES RD BUILDING L,3998,144.9986422,-37.740579
3048.0,Coolaroo South Primary School Council,COOLAROO,BUSHFIELD CRESCENT ,4000,144.9326295,-37.6618695
3101.0,Ruyton,KEW,RUYTON GIRLS SCHOOL 12 SELBOURNE RD,4002,145.0397377,-37.8111656
3028.0,Laverton Community Integrated Services Inc,LAVERTON,15 CROWN STREET ,4008,144.7680581,-37.8665879
3095.0,Eltham South Preschool Assoc Inc,ELTHAM,CNR FORDHAMS RD & METARY RD ,4011,145.1478257,-37.7287438
3156.0,Ferntree Gully 3 Year old Preschool Inc,FERNTREE GULLY,PRESCHOOL 278 WINDERMERE DR,4013,145.263778,-37.896177
3081.0,Malyun Atosh,HEIDELBERG WEST,Malyun Atosh,4015,145.047,-37.744
3079.0,Ivanhoe Grammar School,IVANHOE,THE RIDGEWAY ,4018,145.0439458,-37.773451
3138.0,Pembroke Primary School,MOOROOLBARK,PEMBROKE ROAD ,4023,145.328374,-37.7920803
3084.0,Austin Health,HEIDELBERG,STUDLEY ROAD ,4040,145.0592017,-37.7580322
3101.0,Carey Baptist Grammar School Ltd,KEW,349 BARKERS ROAD ,4042,145.047886,-37.814486
3767.0,Mount Dandenong Primary School,MOUNT DANDENONG,FARNDONS ROAD ,4048,145.3630546,-37.8293062
3083.0,Bundoora Primary School,BUNDOORA,BALMORAL AVE ,4049,145.0639747,-37.7070882
3936.0,Dromana Preschool Inc,DROMANA,65 PIER STREET ,4055,144.9702332,-38.3359735
3796.0,Birmingham Primary School Council,MOUNT EVELYN,FRANCIS CRESCENT ,4057,145.3673602,-37.7778025
3138.0,Manchester Primary School,MOOROOLBARK,MONOMEITH STREET ,4059,145.3078769,-37.7730618
3186.0,Firbank Grammar School,BRIGHTON,51 OUTER CRESCENT ,4060,144.9950313,-37.9064535
3101.0,GENAZZANO F.C.J. COLLEGE LIMITED,KEW,301 COTHAM RD ,4068,145.0560149,-37.8087291
3133.0,Weeden Heights Primary School,VERMONT SOUTH,WEEDEN DRIVE ,4069,145.1802776,-37.8598564
3018.0,Seaholme Primary School,ALTONA,Seaholme Primary School,4075,144.8403946,-37.8646752
3806.0,Thi Tuong Vy Nguyen,BERWICK,13 ESCOTT GR ,4078,145.34016,-38.047086
3936.0,Kangerong Pty Ltd,DROMANA,Kangerong  ,4084,144.9723769,-38.3334759
3049.0,Attwood Child Care Centre and Kindergarten Assoc Inc,ATTWOOD,475-485 MICKLEHAM ROAD ,4092,144.8831326,-37.6637064
3168.0,ST PETERS SCHOOL CLAYTON,CLAYTON,THE PRIPAL ST. PETERS SCHOOL 16 MARY STREET,4099,145.1231744,-37.9230824
3079.0,Ivanhoe East Primary School Council,IVANHOE EAST,WARNCLIFFE ROAD ,4109,145.059551,-37.7756499
3030.0,AUSSOM STARS FAMILY DAY CARE PTY LTD,POINT COOK,U 20  22-30 WALLACE AVENUE ,4111,144.7458348,-37.8722775
3030.0,SMART START FAMILY DAY CARE PTY. LTD.,POINT COOK,U 112  22-30 WALLACE AVE ,4113,144.7458348,-37.8722775
3006.0,Jumbo South Wharf Pty Ltd The Trustee for Jumbo South Wharf Unit Trust,SOUTH WHARF,20 CONVENTION CENTRE PL,4114,144.9499302,-37.8251654
3147.0,Craig Family Centre Inc.,ASHBURTON,7 SAMARINDA AVE ,4120,145.0839285,-37.8668189
3071.0,The Merri Community Child Care Centre Inc,THORNBURY,313 ST GEORGES ROAD ,4122,144.9932417,-37.7602025
3056.0,Globe Talent Family Day Care Pty Ltd,BRUNSWICK,U 15  5 EVANS ST ,4126,144.9654437,-37.7697569
3052.0,The Royal Children's Hospital,PARKVILLE,ROYAL CHILDRENS HOSPITAL 50 FLEMINGTON RD,4135,144.9493056,-37.7934909
3019.0,Haange Family Day Care Pty Ltd,BRAYBROOK,19 LACY ST ,4137,144.860242,-37.7797179
3134.0,Our Lady's Catholic Church Ringwood,RINGWOOD,2 WILANA ST ,4138,145.23279,-37.8166126
3067.0,IGNITE MINDS PTY. LTD.,ABBOTSFORD,1-3 ST HELIERS ST CONVENT BUILDING C1.28,4140,145.0028995,-37.8024646
3155.0,Boronia Heights Primary School,BORONIA,LANDSCAPE DRIVE ,4142,145.292449,-37.8447842
3810.0,Beaconhills Christian College Ltd,PAKENHAM,30 - 34 TOOMUC VALLEY ROAD ,4149,145.466492,-38.06161
3978.0,Creative Learners Pty Ltd,CLYDE NORTH,12 CALIBRE CIRCUIT ,4152,145.3699715,-38.0790573
3752.0,Young Mens Christian Association Whittlesea Inc,SOUTH MORANG,25  797 PLENTY RD ,4160,145.0853713,-37.6518496
3113.0,Anderson's Creek Primary School Council,WARRANDYTE,DRYSDALE ROAD ,4162,145.2052491,-37.7484114
3043.0,Inspira Kids Early Learning Centre Shepparton PTY. LTD.,GLADSTONE PARK,8-34 GLADSTONE PARK DR ,4164,144.8849542,-37.6882138
3134.0,Mullum Primary School - School Council,RINGWOOD,PANFIELD AVE ,4165,145.2409438,-37.7987006
3075.0,Vasey Park Preschool Inc,LALOR,15 VASEY AVE ,4168,145.0221099,-37.6702768
3121.0,Dame Nellie Melba Kindergarten Inc,RICHMOND,18 GOODWOOD STREET ,4171,144.9947581,-37.8197558
3019.0,Fesseha Tesfamichael Gezehagn,BRAYBROOK,67 ASHLEY ST ,4172,144.8615062,-37.7936571
3019.0,Shifa Family Day Care Pty Ltd,BRAYBROOK,OFFICE D4 67 ASHLEY STREET ,4173,144.8615062,-37.7936571
3141.0,Melbourne Girls Grammar - an Anglican School,SOUTH YARRA,86 ANDERSON STREET ,4183,144.9850293,-37.8309032
3105.0,Yarraleen Preschool Inc,BULLEEN,92 ROCKLEA ROAD ,4187,145.0886873,-37.7708779
3088.0,Apollo Parkways P.S,GREENSBOROUGH,CIVIC DRIVE ,4205,145.1092707,-37.6883055
3175.0,St Gerard's Parish,DANDENONG,St Gerard's Parish,4206,145.2050114,-37.9713629
3023.0,FUN START PTY. LTD.,BURNSIDE,11 CARINYA BVD ,4210,144.752604,-37.751195
3125.0,Presbyterian Ladies College,BURWOOD,141 BURWOOD HIGHWAY ,4212,145.1071253,-37.8489456
3171.0,Minaret College Inc,SPRINGVALE,36-38 LEWIS STREET ,4214,145.1481643,-37.9383932
3192.0,N and MJ Chamberlain Pty Ltd,CHELTENHAM,99A TULIP STREET ,4216,145.0334475,-37.9626741
3192.0,Nimjem Pty Ltd as Trustee for The Chamberlain Family Trust,CHELTENHAM,99A TULIP STREET ,4217,145.0334475,-37.9626741
3122.0,West Hawthorn Preschool Inc,HAWTHORN,39 BROOK STREET ,4227,145.0214964,-37.8153872
3207.0,TLC (Vic) Pty Ltd,PORT MELBOURNE,U 29  3 SEISMAN PL ,4239,144.9455615,-37.8416623
3930.0,Walkers Road Preschool Inc,MOUNT ELIZA,Walkers Road Preschool ,4241,145.103693,-38.188799
3028.0,Cooraminta Children's Centre Inc,ALTONA MEADOWS,2 SKEHAN BOULEVARD ,4248,144.7682731,-37.873029
3046.0,Belle Vue Park Kindergarten Inc,GLENROY,MORELL STREET C/- BELLE VUE PARK PRIMARY SCHOOL ,4250,144.9426261,-37.7007933
3011.0,HOODO & NASRO FAMILY DAY CARE PTY LTD,FOOTSCRAY,1/15 MOORE STREETT ,4253,144.9042502,-37.7963834
3174.0,Harrisfield Kindergarten Inc,NOBLE PARK,62 BOWMORE ROAD ,4258,145.1772152,-37.9535841
3139.0,Wandin Pre School Inc.,WANDIN NORTH,Wandin Pre School .,4259,145.427375,-37.781255
3128.0,St Peter's Anglican Kindergarten Box Hill Inc,BOX HILL,33 BANK STREET ,4270,145.1272397,-37.8197212
3129.0,Box Hill North Primary School Council,BOX HILL NORTH,ELIZABETH STREET ,4274,145.1236929,-37.7997662
3161.0,St Aloysius After School Care Program,CAULFIELD NORTH,CROMWELL STREET ,4282,145.0258288,-37.8742402
3177.0,Doveton College,DOVETON,62 TRISTANIA ST ,4285,145.2427829,-37.990569
3072.0,Simgar Pty Ltd ATF the Evans Family Trust,PRESTON,24 SHEILA ST ,4287,145.0251833,-37.7383034
3088.0,Greenhills Preschool Inc,GREENSBOROUGH,YANDELL RESERVE COMMUNITY DRIVE ,4288,145.1136581,-37.6990315
3088.0,Diamond Hills Preschool Inc,GREENSBOROUGH,Diamond Hills Preschool ,4291,145.1138724,-37.6870056
3153.0,BELGRAVIA HEALTH & LEISURE GROUP PTY LTD ATF BELGRAVIA LEISURE UNIT TRUST,BAYSWATER,20 LONGSTAFF RD ,4298,145.2847962,-37.8346322
3941.0,Rye Preschool Inc,RYE,25 NELSON STREET ,4310,144.8207462,-38.3713241
3802.0,St Paul Apostle South School,ENDEAVOUR HILLS,9 WILLIAM HOVELL DVE ,4311,145.2578703,-37.9810803
3089.0,Diamond Creek East Pre-school Association Inc,DIAMOND CREEK,CONISTON STREET ,4312,145.1619319,-37.6772765
3178.0,Park Ridge Primary School Council,ROWVILLE,WENTWORTH AVENUE ,4318,145.2626885,-37.9194628
3793.0,St Paul's Catholic Primary School,MONBULK,59 MOORES RD ,4319,145.4113555,-37.8680074
3168.0,Monash Children's Centre (Clayton) Co-op Ltd,CLAYTON,62-64 BEDDOE AVENUE ,4323,145.127885,-37.91262
3931.0,South Mornington Preschool Association Inc,MORNINGTON,1 DOWNWARD STREET ,4327,145.0348906,-38.2310133
3791.0,Kallista Primary School,KALLISTA,72 MONBULK RD ,4332,145.3695654,-37.8856786
3101.0,Methodist Ladies College,KEW,207 BARKERS ROAD ,4336,145.0386577,-37.8139714
3146.0,Korowa Anglican Girls School Ltd,GLEN IRIS,RANFURLIE CRESCENT ,4345,145.0539775,-37.8608439
3021.0,Rumia Ramadan Abbas,ST ALBANS,6/11 EAST ESPLANADE STREET ,4349,144.7993276,-37.7435285
3178.0,Heany Park Primary School School Council,ROWVILLE,BUCKINGHAM DRIVE ,4355,145.2392603,-37.9330518
3057.0,Brunswick East Primary School Council,BRUNSWICK EAST,195A STEWART STREET ,4362,144.978739,-37.765119
3180.0,Carrington Primary School Council,KNOXFIELD,LAURA ROAD ,4373,145.2439356,-37.8915195
3192.0,Evesham Road Preschool Association Inc,CHELTENHAM,75 EVESHAM ROAD ,4382,145.0681367,-37.970188
3021.0,Sacred Heart School OSHC,ST ALBANS,WINIFRED STREET ,4383,144.7985473,-37.7380877
3048.0,Sunshine Family Day Care Pty Ltd,COOLAROO,2/22-36 RESERVOIR DRIVE ,4385,144.9319393,-37.6432521
3149.0,Mount Waverley North Primary School,MOUNT WAVERLEY,MARCUS AVENUE ,4387,145.1427849,-37.8682993
3113.0,Warrandyte Primary School,WARRANDYTE,FORBES STREET ,4393,145.2135767,-37.7424762
3113.0,Warrandyte Primary School Council,WARRANDYTE,FORBES STREET ,4394,145.2135767,-37.7424762
3754.0,Laurimar Primary School,DOREEN,ARMIDALE ROAD ,4395,145.1273377,-37.5860885
3977.0,Cranbourne-Carlisle Primary School,CRANBOURNE,CRANBOURNE CARLISLE PRIMARY SC 15 SILKY OAK DR,4399,145.2891239,-38.0870379
3187.0,St Leonard's College,BRIGHTON EAST,163 SOUTH ROAD ,4408,145.0074412,-37.9285238
3087.0,Delta Road Preschool Association Inc,WATSONIA,15 DELTA ROAD ,4419,145.0911871,-37.7170478
3124.0,GEMELA PTY. LTD.,CAMBERWELL,U 616  793 BURKE ROAD ,4425,145.0571315,-37.8291276
3186.0,Brighton Grammar School,BRIGHTON,90 OUTER CRESCENT ,4429,144.9937589,-37.9081502
3037.0,Mulberry Early Learning Centre Australia Pty Ltd,SYDENHAM,17A OVERTON LEA BVD ,4435,144.7670415,-37.6951214
3037.0,Little Skool-House International (Australia) Pty Ltd,SYDENHAM,17A OVERTON LEA BLVD ,4436,144.7670415,-37.6951214
3073.0,Reservoir West Primary School Council,RESERVOIR,5A CARRINGTON ROAD ,4439,144.991095,-37.722127
3023.0,Deer Park West Kindergarten Inc,DEER PARK,1 ADELINE CT ,4441,144.7641745,-37.7730398
3166.0,Hughesdale Kindergarten Inc,HUGHESDALE,FREDA STREET ,4448,145.0776397,-37.8970785
3109.0,Ola Ouda,DONCASTER EAST,1/1 NARTANDA COURT ,4450,145.1814795,-37.7651079
3175.0,KIWI FAMILY DAY CARE PTY LTD,DANDENONG,81C FOSTER STREET ,4457,145.2119493,-37.9898622
3060.0,Moomba Park Kindergarten Inc,FAWKNER,65 ALEC CRESCENT ,4470,144.9681393,-37.6950957
3788.0,OLINDA PRIMARY SCHOOL COUNCIL,OLINDA,OLINDA PRIMARY SCHOOL 45 CHARLEMONT LANE,4472,145.366607,-37.854212
3167.0,Germain Street Kindergarten Inc,OAKLEIGH SOUTH,GERMAIN STREET ,4474,145.1033031,-37.9127288
3055.0,Brunswick North West Primary School Council,BRUNSWICK WEST,CULLODEN STREET ,4479,144.9441157,-37.756845
3078.0,Alphington Grammar School,ALPHINGTON,OLD HEIDELBERG ROAD ,4480,145.035557,-37.7801038
3029.0,Happily Children Environmental FDC Pty Ltd,HOPPERS CROSSING,OFFICE 3 283-293 OLD GEELONG ROAD ,4481,144.7187405,-37.8738717
3101.0,Studley Park Kindergarten Parents Association Inc,KEW,31 STAWELL STREET ,4491,145.0234795,-37.8048341
3977.0,Cranbourne Day Care and Kindergarten Centre Pty Ltd,CRANBOURNE,30 CRANBOURNE DVE ,4528,145.2761198,-38.1083533
3162.0,Caulfield Primary School,CAULFIELD SOUTH,724 GLENHUNTLY ROAD ,4494,145.020235,-37.8874228
3147.0,Ashwood Preschool Association Inc,ASHWOOD,17A ARTHUR STREET ,4497,145.106448,-37.8602183
3147.0,Highgate Early Learning Centre Inc,ASHBURTON,3 HIGHGATE GROVE ,4498,145.078334,-37.863923
3048.0,DUSK 2 DAWN FAMILY DAY CARE SERVICES PTY LTD,COOLAROO,12-20 RESERVOIR DRIVE ,4502,144.93116,-37.6438474
3153.0,Bayswater South Primary School School Council,BAYSWATER,ENFIELD DRIVE ,4503,145.2615365,-37.8535129
3029.0,Fridah Muchiri,HOPPERS CROSSING,UNIT 23 13B ELM PARK DRIVE,4504,144.7188,-37.87267
3052.0,Royal Womens Hospital,PARKVILLE,300 CORNER GRATTAN ST & FLEMINGTON ROAD ,4506,144.9560835,-37.7988111
3095.0,Eltham Primary School Council,ELTHAM,ELTHAM PRIMARY SCHOOL 70 DALTON ST,4517,145.1480831,-37.7249622
3046.0,Glenroy Memorial Preschool Inc,GLENROY,10 MURRELL STREET ,4522,144.9203914,-37.7043068
3125.0,St Scholastica's Primary School,BENNETTSWOOD,4-8 STARLING STREET ,4525,145.1256449,-37.8518002
3115.0,Burch Memorial Preschool Inc,WONGA PARK,OLD YARRA ROAD ,4534,145.2689752,-37.7399858
3754.0,GURUKRUPA PTY LIMITED,MERNDA,15 GEORGIA DR ,4536,145.0678212,-37.5985508
3020.0,Mutombo Muderwa,SUNSHINE WEST,136 THE AVENUE ,4541,144.8058214,-37.7977308
3000.0,Henry Education Pty. Ltd.,MELBOURNE,1929 L19 180 LONSDALE STREET ,4548,144.9664985,-37.8106765
3072.0,Preston Primary School,PRESTON,240 TYLER ST ,4554,145.0112488,-37.7308116
3095.0,Eltham Child Care Co-op Ltd,ELTHAM,1 PANTHER PLACE ,4558,145.1461403,-37.7162465
3130.0,Laburnum Primary School Council,BLACKBURN,JANET STREET ,4563,145.1381685,-37.8271362
3041.0,St Aidan's Preschool Centre Inc,STRATHMORE,5 JAMES ST ,4570,144.9179837,-37.7389276
3765.0,Sarah Court Preschool Inc,MONTROSE,Sarah Court Preschool ,4585,145.338369,-37.809031
3145.0,Ewing Kindergarten Inc,MALVERN EAST,32A MANNING ROAD ROAD ,4588,145.049412,-37.873173
3149.0,Syndal Out of School Hours Care Program Inc.,SYNDAL,5 DOON AVENUE ,4590,145.1497705,-37.8710387
3151.0,Bambini Child Care Services Pty Ltd,BURWOOD EAST,24 LAKESIDE DR ,4593,145.167215,-37.856547
3068.0,North Fitzroy Primary School Council,FITZROY NORTH,FERGIE STREET ,4595,144.9846007,-37.7836166
3083.0,Kingsbury Primary School,KINGSBURY,MARYBOROUGH AVE ,4596,145.0382745,-37.7150107
3977.0,Woodbine Road Preschool Committee Inc.,CRANBOURNE,Woodbine Road Preschool Committee .,4612,145.279631,-38.081383
3085.0,Macleod College OSHC,MACLEOD,MAY STREET ,4613,145.0736148,-37.7259094
3175.0,Dandenong North Preschool Inc,DANDENONG NORTH,70A MCFEES RD ,4633,145.2121453,-37.9638679
3205.0,Lilian Cannam Kindergarten Inc,SOUTH MELBOURNE,97 EASTERN ROAD ,4635,144.9662554,-37.8348557
3186.0,Brighton Baptist Kindergarten Inc,BRIGHTON,40 OUTER CRESCENT ,4647,144.9975884,-37.905035
3029.0,Mossfiel Primary School,HOPPERS CROSSING,LANGRIDGE STREET ,4651,144.6967702,-37.8727947
3156.0,UPPER FERNTREE GULLY PRIMARY SCHOOL COUNCIL,UPPER FERNTREE GULLY,TALASKIA ROAD ,4652,145.3137391,-37.8971578
3150.0,LEARN SMART EARLY LEARNING CENTRES PTY LTD,GLEN WAVERLEY,U 3  83-85 ORCHARD ST ,4655,145.1527561,-37.8712049
3139.0,Wandin North Primary School,WANDIN NORTH,220 WARBURTON HWY ,4657,145.4093729,-37.7692696
3185.0,Orrong Road Preschool Inc,ELSTERNWICK,Orrong Road Preschool ,4668,145.0056869,-37.8842592
3184.0,St Columba's School,ELWOOD,24 GLEN HUNTLY RD ,4671,144.9809914,-37.8824704
3155.0,Little Alberts Childcare PTY LTD as Trustee for The Little Alberts Childcare Unit Trust,BORONIA,166 ALBERT AVENUE ,4684,145.3001128,-37.8473765
3021.0,PINK LOTUS FAMILY DAY CARE PTY LTD,ST ALBANS,U 1  1 LISTER ST ,4694,144.804008,-37.7552517
3152.0,BILINGUAL MONTESSORI PTY LTD,WANTIRNA SOUTH,2B GROVE WAY ,4699,145.2335246,-37.8830811
3205.0,EG12 Operations PTY LTD ATF EG12 Operations Unit Trust,SOUTH MELBOURNE,LEVEL 1 92 THISTLETHWAITE STREET ,4705,144.9511795,-37.8318013
3021.0,Paola Ha Ngoc Ly,KINGS PARK,U 8  30 NARIEL RD ,4721,144.777231,-37.738769
