,datetime_local,location_name,BPM2.5
1934,2022-03-23-07,Melbourne CBD,8.838
1935,2022-03-23-08,Melbourne CBD,9.37
1936,2022-03-23-09,Melbourne CBD,8.639
1937,2022-03-23-10,Melbourne CBD,5.557
1938,2022-03-23-11,Melbourne CBD,14.309
1939,2022-03-23-12,Melbourne CBD,8.617
1940,2022-03-23-13,Melbourne CBD,9.136
1941,2022-03-23-14,Melbourne CBD,8.731
1942,2022-03-23-15,Melbourne CBD,12.586
1943,2022-03-23-16,Melbourne CBD,5.898
1944,2022-03-23-17,Melbourne CBD,13.245
1945,2022-03-23-18,Melbourne CBD,10.575
1946,2022-03-23-19,Melbourne CBD,6.529
1947,2022-03-23-20,Melbourne CBD,7.317
1948,2022-03-23-21,Melbourne CBD,3.885
1949,2022-03-23-22,Melbourne CBD,10.207
1950,2022-03-23-23,Melbourne CBD,5.676
1951,2022-03-24-00,Melbourne CBD,8.613
1952,2022-03-24-01,Melbourne CBD,4.106
1953,2022-03-24-02,Melbourne CBD,4.836
1954,2022-03-24-03,Melbourne CBD,0.567
1955,2022-03-24-04,Melbourne CBD,3.942
1956,2022-03-24-05,Melbourne CBD,6.472
1957,2022-03-24-06,Melbourne CBD,5.932
1958,2022-03-24-07,Melbourne CBD,7.667
1959,2022-03-24-08,Melbourne CBD,15.589
1960,2022-03-24-09,Melbourne CBD,20.858
1961,2022-03-24-10,Melbourne CBD,14.53
1962,2022-03-24-11,Melbourne CBD,14.416
1963,2022-03-24-12,Melbourne CBD,8.93
1964,2022-03-24-13,Melbourne CBD,7.638
1965,2022-03-24-14,Melbourne CBD,4.833
1966,2022-03-24-15,Melbourne CBD,10.048
1967,2022-03-24-16,Melbourne CBD,6.743
1968,2022-03-24-17,Melbourne CBD,2.005
1969,2022-03-24-18,Melbourne CBD,6.143
1970,2022-03-24-19,Melbourne CBD,2.813
1971,2022-03-24-20,Melbourne CBD,2.767
1972,2022-03-24-21,Melbourne CBD,0.528
1973,2022-03-24-22,Melbourne CBD,3.192
1974,2022-03-24-23,Melbourne CBD,7.98
1975,2022-03-25-00,Melbourne CBD,2.871
1976,2022-03-25-01,Melbourne CBD,5.978
1977,2022-03-25-02,Melbourne CBD,10.781
1978,2022-03-25-03,Melbourne CBD,5.103
1979,2022-03-25-04,Melbourne CBD,6.1
1980,2022-03-25-05,Melbourne CBD,0.381
1981,2022-03-25-06,Melbourne CBD,5.881
1982,2022-03-25-07,Melbourne CBD,6.732
1983,2022-03-25-08,Melbourne CBD,5.758
1984,2022-03-25-09,Melbourne CBD,7.024
1985,2022-03-25-10,Melbourne CBD,2.147
1986,2022-03-25-11,Melbourne CBD,3.19
1987,2022-03-25-12,Melbourne CBD,2.344
1988,2022-03-25-13,Melbourne CBD,2.203
1989,2022-03-25-14,Melbourne CBD,9.018
1990,2022-03-25-15,Melbourne CBD,4.118
1991,2022-03-25-16,Melbourne CBD,3.313
1992,2022-03-25-17,Melbourne CBD,3.193
1993,2022-03-25-18,Melbourne CBD,5.363
1994,2022-03-25-19,Melbourne CBD,4.029
1995,2022-03-25-20,Melbourne CBD,4.008
1996,2022-03-25-21,Melbourne CBD,4.14
1997,2022-03-25-22,Melbourne CBD,6.282
1998,2022-03-25-23,Melbourne CBD,7.224
1999,2022-03-26-00,Melbourne CBD,3.488
2000,2022-03-26-01,Melbourne CBD,0.124
2001,2022-03-26-02,Melbourne CBD,4.713
2002,2022-03-26-03,Melbourne CBD,3.996
2003,2022-03-26-04,Melbourne CBD,-0.387
2004,2022-03-26-05,Melbourne CBD,4.009
2005,2022-03-26-06,Melbourne CBD,1.168
2006,2022-03-26-07,Melbourne CBD,4.307
2007,2022-03-26-08,Melbourne CBD,1.303
2008,2022-03-26-09,Melbourne CBD,7.251
2009,2022-03-26-10,Melbourne CBD,7.094
2010,2022-03-26-11,Melbourne CBD,13.979
2011,2022-03-26-12,Melbourne CBD,9.491
2012,2022-03-26-13,Melbourne CBD,10.751
2013,2022-03-26-14,Melbourne CBD,13.537
2014,2022-03-26-15,Melbourne CBD,13.334
2015,2022-03-26-16,Melbourne CBD,14.357
2016,2022-03-26-17,Melbourne CBD,13.586
2017,2022-03-26-18,Melbourne CBD,14.34
2018,2022-03-26-19,Melbourne CBD,19.418
2019,2022-03-26-20,Melbourne CBD,24.189
2020,2022-03-26-21,Melbourne CBD,11.171
2021,2022-03-26-22,Melbourne CBD,12.707
2022,2022-03-26-23,Melbourne CBD,11.987
2023,2022-03-27-00,Melbourne CBD,8.045
2024,2022-03-27-01,Melbourne CBD,10.383
2025,2022-03-27-02,Melbourne CBD,8.225
2026,2022-03-27-03,Melbourne CBD,4.453
2027,2022-03-27-04,Melbourne CBD,5.403
2028,2022-03-27-05,Melbourne CBD,4.501
2029,2022-03-27-06,Melbourne CBD,13.474
2030,2022-03-27-07,Melbourne CBD,13.891
2031,2022-03-27-08,Melbourne CBD,11.812
2032,2022-03-27-09,Melbourne CBD,6.389
2033,2022-03-27-10,Melbourne CBD,6.981
2034,2022-03-27-11,Melbourne CBD,2.059
2035,2022-03-27-12,Melbourne CBD,6.113
2036,2022-03-27-13,Melbourne CBD,8.59
2037,2022-03-27-14,Melbourne CBD,8.499
2038,2022-03-27-15,Melbourne CBD,3.299
2039,2022-03-27-16,Melbourne CBD,9.414
2040,2022-03-27-17,Melbourne CBD,4.174
2041,2022-03-27-18,Melbourne CBD,0.7
2042,2022-03-27-19,Melbourne CBD,7.264
2043,2022-03-27-20,Melbourne CBD,8.243
2044,2022-03-27-21,Melbourne CBD,10.242
2045,2022-03-27-22,Melbourne CBD,13.695
2046,2022-03-27-23,Melbourne CBD,12.639
2047,2022-03-28-00,Melbourne CBD,5.047
2048,2022-03-28-01,Melbourne CBD,15.842
2049,2022-03-28-02,Melbourne CBD,17.156
2050,2022-03-28-03,Melbourne CBD,17.861
2051,2022-03-28-04,Melbourne CBD,27.283
2052,2022-03-28-05,Melbourne CBD,21.418
2053,2022-03-28-06,Melbourne CBD,28.73
2054,2022-03-28-07,Melbourne CBD,35.319
2055,2022-03-28-08,Melbourne CBD,25.386
2056,2022-03-28-09,Melbourne CBD,26.825
2057,2022-03-28-10,Melbourne CBD,22.81
2058,2022-03-28-11,Melbourne CBD,14.21
2059,2022-03-28-12,Melbourne CBD,6.778
2060,2022-03-28-13,Melbourne CBD,10.699
2061,2022-03-28-14,Melbourne CBD,9.79
2062,2022-03-28-15,Melbourne CBD,14.178
2063,2022-03-28-16,Melbourne CBD,10.403
2064,2022-03-28-17,Melbourne CBD,12.265
2065,2022-03-28-18,Melbourne CBD,12.757
2066,2022-03-28-19,Melbourne CBD,7.952
2067,2022-03-28-20,Melbourne CBD,5.465
2068,2022-03-28-21,Melbourne CBD,11.682
2069,2022-03-28-22,Melbourne CBD,8.531
2070,2022-03-28-23,Melbourne CBD,6.479
2071,2022-03-29-00,Melbourne CBD,3.162
2072,2022-03-29-01,Melbourne CBD,9.942
2073,2022-03-29-02,Melbourne CBD,9.422
2074,2022-03-29-03,Melbourne CBD,3.888
2075,2022-03-29-04,Melbourne CBD,4.797
2076,2022-03-29-05,Melbourne CBD,5.64
2077,2022-03-29-06,Melbourne CBD,8.125
2078,2022-03-29-07,Melbourne CBD,5.387
2079,2022-03-29-08,Melbourne CBD,0.035
2080,2022-03-29-11,Melbourne CBD,9.764
2081,2022-03-29-12,Melbourne CBD,10.737
2082,2022-03-29-13,Melbourne CBD,8.242
2083,2022-03-29-14,Melbourne CBD,10.406
2084,2022-03-29-15,Melbourne CBD,13.291
2085,2022-03-29-16,Melbourne CBD,11.853
2086,2022-03-29-17,Melbourne CBD,12.598
2087,2022-03-29-18,Melbourne CBD,6.061
2088,2022-03-29-19,Melbourne CBD,8.269
2089,2022-03-29-20,Melbourne CBD,11.163
2090,2022-03-29-21,Melbourne CBD,6.714
2091,2022-03-29-22,Melbourne CBD,5.438
2092,2022-03-29-23,Melbourne CBD,2.22
2093,2022-03-30-00,Melbourne CBD,3.801
2094,2022-03-30-01,Melbourne CBD,2.83
2095,2022-03-30-02,Melbourne CBD,5.625
2096,2022-03-30-03,Melbourne CBD,9.537
2097,2022-03-30-04,Melbourne CBD,6.008
2098,2022-03-30-05,Melbourne CBD,3.931
2099,2022-03-30-06,Melbourne CBD,3.749
2100,2022-03-30-07,Melbourne CBD,3.313
2101,2022-03-30-08,Melbourne CBD,7.097
2102,2022-03-30-09,Melbourne CBD,6.759
2103,2022-03-30-10,Melbourne CBD,6.909
2104,2022-03-30-11,Melbourne CBD,6.605
2105,2022-03-30-12,Melbourne CBD,2.749
2106,2022-03-30-13,Melbourne CBD,6.272
2107,2022-03-30-14,Melbourne CBD,7.265
2108,2022-03-30-15,Melbourne CBD,7.004
2109,2022-03-30-16,Melbourne CBD,7.42
2110,2022-03-30-17,Melbourne CBD,0.886
2111,2022-03-30-18,Melbourne CBD,5.722
2112,2022-03-30-19,Melbourne CBD,5.978
2113,2022-03-30-20,Melbourne CBD,3.842
2114,2022-03-30-21,Melbourne CBD,7.162
2115,2022-03-30-22,Melbourne CBD,7.775
2116,2022-03-30-23,Melbourne CBD,6.261
2117,2022-03-31-00,Melbourne CBD,12.086
2118,2022-03-31-01,Melbourne CBD,7.137
2119,2022-03-31-02,Melbourne CBD,2.466
2120,2022-03-31-03,Melbourne CBD,3.936
2121,2022-03-31-04,Melbourne CBD,3.4
2122,2022-03-31-05,Melbourne CBD,0.535
2123,2022-03-31-06,Melbourne CBD,6.829
2124,2022-03-31-07,Melbourne CBD,5.553
2125,2022-03-31-08,Melbourne CBD,10.184
2126,2022-03-31-09,Melbourne CBD,18.767
2127,2022-03-31-10,Melbourne CBD,11.779
2128,2022-03-31-11,Melbourne CBD,14.634
2129,2022-03-31-12,Melbourne CBD,12.886
2130,2022-03-31-13,Melbourne CBD,15.385
2131,2022-03-31-14,Melbourne CBD,11.992
2132,2022-03-31-15,Melbourne CBD,6.363
2133,2022-03-31-16,Melbourne CBD,3.984
2134,2022-03-31-17,Melbourne CBD,3.602
2135,2022-03-31-18,Melbourne CBD,3.618
2136,2022-03-31-19,Melbourne CBD,3.63
2137,2022-03-31-20,Melbourne CBD,0.859
2138,2022-03-31-21,Melbourne CBD,5.125
2139,2022-03-31-22,Melbourne CBD,6.886
2140,2022-03-31-23,Melbourne CBD,3.35
2141,2022-04-01-00,Melbourne CBD,-0.276
2142,2022-04-01-01,Melbourne CBD,5.983
2143,2022-04-01-02,Melbourne CBD,9.818
2144,2022-04-01-03,Melbourne CBD,6.044
2145,2022-04-01-04,Melbourne CBD,1.942
2146,2022-04-01-05,Melbourne CBD,1.645
2147,2022-04-01-06,Melbourne CBD,6.681
2148,2022-04-01-07,Melbourne CBD,2.478
2149,2022-04-01-08,Melbourne CBD,4.332
2150,2022-04-01-09,Melbourne CBD,1.461
2151,2022-04-01-10,Melbourne CBD,3.672
2152,2022-04-01-11,Melbourne CBD,7.087
2153,2022-04-01-12,Melbourne CBD,5.217
2154,2022-04-01-13,Melbourne CBD,5.672
2155,2022-04-01-14,Melbourne CBD,6.082
2156,2022-04-01-15,Melbourne CBD,3.507
2157,2022-04-01-16,Melbourne CBD,4.275
2158,2022-04-01-17,Melbourne CBD,4.996
2159,2022-04-01-18,Melbourne CBD,4.907
2160,2022-04-01-19,Melbourne CBD,5.361
2161,2022-04-01-20,Melbourne CBD,1.624
2162,2022-04-01-21,Melbourne CBD,7.325
2163,2022-04-01-22,Melbourne CBD,4.588
2164,2022-04-01-23,Melbourne CBD,8.411
2165,2022-04-02-00,Melbourne CBD,6.036
2166,2022-04-02-01,Melbourne CBD,9.007
2167,2022-04-02-02,Melbourne CBD,7.498
2168,2022-04-02-03,Melbourne CBD,7.81
2169,2022-04-02-04,Melbourne CBD,2.397
2170,2022-04-02-05,Melbourne CBD,2.138
2171,2022-04-02-06,Melbourne CBD,3.355
2172,2022-04-02-07,Melbourne CBD,4.917
2173,2022-04-02-08,Melbourne CBD,-0.215
2174,2022-04-02-09,Melbourne CBD,5.2
2175,2022-04-02-10,Melbourne CBD,3.759
2176,2022-04-02-11,Melbourne CBD,5.346
2177,2022-04-02-12,Melbourne CBD,5.39
2178,2022-04-02-13,Melbourne CBD,8.433
2179,2022-04-02-14,Melbourne CBD,7.303
2180,2022-04-02-15,Melbourne CBD,2.25
2181,2022-04-02-16,Melbourne CBD,8.285
2182,2022-04-02-17,Melbourne CBD,7.72
2183,2022-04-02-18,Melbourne CBD,3.829
2184,2022-04-02-19,Melbourne CBD,2.248
2185,2022-04-02-20,Melbourne CBD,2.568
2186,2022-04-02-21,Melbourne CBD,6.7
2187,2022-04-02-22,Melbourne CBD,5.409
2188,2022-04-02-23,Melbourne CBD,8.105
2189,2022-04-03-00,Melbourne CBD,1.24
2190,2022-04-03-01,Melbourne CBD,4.442
2191,2022-04-03-02,Melbourne CBD,4.223
2192,2022-04-03-04,Melbourne CBD,-0.12
2193,2022-04-03-05,Melbourne CBD,2.722
2194,2022-04-03-06,Melbourne CBD,3.487
2195,2022-04-03-07,Melbourne CBD,4.372
2196,2022-04-03-08,Melbourne CBD,5.008
2197,2022-04-03-09,Melbourne CBD,3.627
2198,2022-04-03-10,Melbourne CBD,2.327
2199,2022-04-03-11,Melbourne CBD,4.394
2200,2022-04-03-12,Melbourne CBD,7.623
2201,2022-04-03-13,Melbourne CBD,4.85
2202,2022-04-03-14,Melbourne CBD,0.583
2203,2022-04-03-15,Melbourne CBD,-0.142
2204,2022-04-03-16,Melbourne CBD,6.156
2205,2022-04-03-17,Melbourne CBD,6.227
2206,2022-04-03-18,Melbourne CBD,5.69
2207,2022-04-03-19,Melbourne CBD,1.293
2208,2022-04-03-20,Melbourne CBD,6.328
2209,2022-04-03-21,Melbourne CBD,4.101
2210,2022-04-03-22,Melbourne CBD,6.829
2211,2022-04-04-00,Melbourne CBD,2.657
2212,2022-04-04-01,Melbourne CBD,3.157
2213,2022-04-04-02,Melbourne CBD,2.39
2214,2022-04-04-03,Melbourne CBD,0.992
2215,2022-04-04-04,Melbourne CBD,5.847
2216,2022-04-04-05,Melbourne CBD,2.573
2217,2022-04-04-06,Melbourne CBD,2.133
2218,2022-04-04-07,Melbourne CBD,2.896
2219,2022-04-04-08,Melbourne CBD,3.316
2220,2022-04-04-09,Melbourne CBD,10.126
2221,2022-04-04-10,Melbourne CBD,8.124
2222,2022-04-04-11,Melbourne CBD,3.173
2223,2022-04-04-12,Melbourne CBD,10.868
2224,2022-04-04-13,Melbourne CBD,4.71
2225,2022-04-04-14,Melbourne CBD,4.407
2226,2022-04-04-15,Melbourne CBD,5.243
2227,2022-04-04-16,Melbourne CBD,5.889
2228,2022-04-04-17,Melbourne CBD,10.297
2229,2022-04-04-18,Melbourne CBD,4.256
2230,2022-04-04-19,Melbourne CBD,0.092
2231,2022-04-04-20,Melbourne CBD,5.716
2232,2022-04-04-21,Melbourne CBD,5.222
2233,2022-04-04-22,Melbourne CBD,5.927
2234,2022-04-04-23,Melbourne CBD,10.486
2235,2022-04-05-00,Melbourne CBD,11.287
2236,2022-04-05-01,Melbourne CBD,4.789
2237,2022-04-05-02,Melbourne CBD,7.681
2238,2022-04-05-03,Melbourne CBD,7.194
2239,2022-04-05-04,Melbourne CBD,6.033
2240,2022-04-05-05,Melbourne CBD,12.356
2241,2022-04-05-06,Melbourne CBD,8.439
2242,2022-04-05-07,Melbourne CBD,10.746
2243,2022-04-05-08,Melbourne CBD,10.731
2244,2022-04-05-09,Melbourne CBD,6.215
2245,2022-04-05-10,Melbourne CBD,8.885
2246,2022-04-05-11,Melbourne CBD,3.952
2247,2022-04-05-12,Melbourne CBD,2.798
2248,2022-04-05-13,Melbourne CBD,4.808
2249,2022-04-05-14,Melbourne CBD,7.207
2250,2022-04-05-15,Melbourne CBD,7.956
2251,2022-04-05-16,Melbourne CBD,7.497
2252,2022-04-05-17,Melbourne CBD,4.138
2253,2022-04-05-18,Melbourne CBD,5.875
2254,2022-04-05-19,Melbourne CBD,7.307
2255,2022-04-05-20,Melbourne CBD,3.844
2256,2022-04-05-21,Melbourne CBD,1.316
2257,2022-04-05-22,Melbourne CBD,0.971
2258,2022-04-05-23,Melbourne CBD,6.17
2259,2022-04-06-00,Melbourne CBD,8.324
2260,2022-04-06-01,Melbourne CBD,4.027
2261,2022-04-06-02,Melbourne CBD,6.65
2262,2022-04-06-03,Melbourne CBD,1.446
2263,2022-04-06-04,Melbourne CBD,4.531
2264,2022-04-06-05,Melbourne CBD,4.632
2265,2022-04-06-06,Melbourne CBD,7.157
2266,2022-04-06-07,Melbourne CBD,8.971
2267,2022-04-06-08,Melbourne CBD,10.066
2268,2022-04-06-09,Melbourne CBD,8.552
2269,2022-04-06-11,Melbourne CBD,10.047
2270,2022-04-06-12,Melbourne CBD,11.836
2271,2022-04-06-13,Melbourne CBD,6.914
2272,2022-04-06-14,Melbourne CBD,7.402
2273,2022-04-06-15,Melbourne CBD,8.917
2274,2022-04-06-16,Melbourne CBD,9.734
2275,2022-04-06-17,Melbourne CBD,13.987
2276,2022-04-06-18,Melbourne CBD,8.85
2277,2022-04-06-19,Melbourne CBD,9.399
2278,2022-04-06-20,Melbourne CBD,1.98
2279,2022-04-06-21,Melbourne CBD,6.53
2280,2022-04-06-22,Melbourne CBD,0.532
2281,2022-04-06-23,Melbourne CBD,0.947
2282,2022-04-07-00,Melbourne CBD,6.799
2283,2022-04-07-01,Melbourne CBD,5.84
2284,2022-04-07-02,Melbourne CBD,1.803
2285,2022-04-07-03,Melbourne CBD,3.072
2286,2022-04-07-04,Melbourne CBD,9.564
2287,2022-04-07-05,Melbourne CBD,3.567
2288,2022-04-07-06,Melbourne CBD,9.229
2289,2022-04-07-07,Melbourne CBD,7.99
2290,2022-04-07-08,Melbourne CBD,8.356
2291,2022-04-07-09,Melbourne CBD,13.284
2292,2022-04-07-10,Melbourne CBD,11.825
2293,2022-04-07-11,Melbourne CBD,11.828
2294,2022-04-07-12,Melbourne CBD,6.542
2295,2022-04-07-13,Melbourne CBD,9.923
2296,2022-04-07-14,Melbourne CBD,3.387
2297,2022-04-07-15,Melbourne CBD,9.055
2298,2022-04-07-16,Melbourne CBD,6.258
2299,2022-04-07-17,Melbourne CBD,2.614
2300,2022-04-07-18,Melbourne CBD,4.068
2301,2022-04-07-19,Melbourne CBD,8.448
2302,2022-04-07-20,Melbourne CBD,13.29
2303,2022-04-07-21,Melbourne CBD,9.582
2304,2022-04-07-22,Melbourne CBD,5.511
2305,2022-04-07-23,Melbourne CBD,9.511
2306,2022-04-08-00,Melbourne CBD,3.262
2307,2022-04-08-01,Melbourne CBD,-4.016
2308,2022-04-08-02,Melbourne CBD,5.635
2309,2022-04-08-03,Melbourne CBD,6.742
2310,2022-04-08-04,Melbourne CBD,5.248
2311,2022-04-08-05,Melbourne CBD,8.297
2312,2022-04-08-06,Melbourne CBD,4.248
2313,2022-04-08-07,Melbourne CBD,14.116
2314,2022-04-08-08,Melbourne CBD,13.877
2315,2022-04-08-09,Melbourne CBD,7.578
2316,2022-04-08-10,Melbourne CBD,13.945
2317,2022-04-08-11,Melbourne CBD,11.003
2318,2022-04-08-12,Melbourne CBD,16.211
2319,2022-04-08-13,Melbourne CBD,7.567
2320,2022-04-08-14,Melbourne CBD,13.001
2321,2022-04-08-15,Melbourne CBD,14.362
2322,2022-04-08-16,Melbourne CBD,14.234
2323,2022-04-08-17,Melbourne CBD,12.048
2324,2022-04-08-18,Melbourne CBD,8.187
2325,2022-04-08-19,Melbourne CBD,9.124
2326,2022-04-08-20,Melbourne CBD,9.681
2327,2022-04-08-21,Melbourne CBD,9.086
2328,2022-04-08-22,Melbourne CBD,2.797
2329,2022-04-08-23,Melbourne CBD,0.764
2330,2022-04-09-00,Melbourne CBD,6.537
2331,2022-04-09-01,Melbourne CBD,4.88
2332,2022-04-09-02,Melbourne CBD,-0.496
2333,2022-04-09-03,Melbourne CBD,4.209
2334,2022-04-09-04,Melbourne CBD,4.716
2335,2022-04-09-05,Melbourne CBD,4.556
2336,2022-04-09-06,Melbourne CBD,7.984
2337,2022-04-09-07,Melbourne CBD,-0.961
2338,2022-04-09-08,Melbourne CBD,2.701
2339,2022-04-09-09,Melbourne CBD,4.175
2340,2022-04-09-10,Melbourne CBD,6.737
2341,2022-04-09-11,Melbourne CBD,5.956
2342,2022-04-09-12,Melbourne CBD,7.507
2343,2022-04-09-13,Melbourne CBD,3.541
2344,2022-04-09-14,Melbourne CBD,0.042
2345,2022-04-09-15,Melbourne CBD,0.226
2346,2022-04-09-16,Melbourne CBD,5.184
2347,2022-04-09-17,Melbourne CBD,4.463
2348,2022-04-09-18,Melbourne CBD,3.03
2349,2022-04-09-19,Melbourne CBD,9.968
2350,2022-04-09-20,Melbourne CBD,12.577
2351,2022-04-09-21,Melbourne CBD,10.702
2352,2022-04-09-22,Melbourne CBD,16.098
2353,2022-04-09-23,Melbourne CBD,9.602
2354,2022-04-10-00,Melbourne CBD,11.573
2355,2022-04-10-01,Melbourne CBD,11.621
2356,2022-04-10-02,Melbourne CBD,9.362
2357,2022-04-10-03,Melbourne CBD,5.602
2358,2022-04-10-04,Melbourne CBD,6.965
2359,2022-04-10-05,Melbourne CBD,2.321
2360,2022-04-10-06,Melbourne CBD,6.61
2361,2022-04-10-07,Melbourne CBD,5.686
2362,2022-04-10-08,Melbourne CBD,-1.972
2363,2022-04-10-09,Melbourne CBD,5.375
2364,2022-04-10-10,Melbourne CBD,3.025
2365,2022-04-10-11,Melbourne CBD,3.243
2366,2022-04-10-12,Melbourne CBD,2.555
2367,2022-04-10-13,Melbourne CBD,2.911
2368,2022-04-10-14,Melbourne CBD,4.186
2369,2022-04-10-15,Melbourne CBD,5.493
2370,2022-04-10-16,Melbourne CBD,5.127
2371,2022-04-10-17,Melbourne CBD,5.656
2372,2022-04-10-18,Melbourne CBD,6.875
2373,2022-04-10-19,Melbourne CBD,4.912
2374,2022-04-10-20,Melbourne CBD,3.975
2375,2022-04-10-21,Melbourne CBD,0.434
2376,2022-04-10-22,Melbourne CBD,2.242
2377,2022-04-10-23,Melbourne CBD,6.753
2378,2022-04-11-00,Melbourne CBD,6.033
2379,2022-04-11-01,Melbourne CBD,2.967
2380,2022-04-11-02,Melbourne CBD,9.002
2381,2022-04-11-03,Melbourne CBD,12.126
2382,2022-04-11-04,Melbourne CBD,2.288
2383,2022-04-11-05,Melbourne CBD,4.619
2384,2022-04-11-06,Melbourne CBD,6.703
2385,2022-04-11-07,Melbourne CBD,7.895
2386,2022-04-11-08,Melbourne CBD,7.484
2387,2022-04-11-09,Melbourne CBD,8.317
2388,2022-04-11-10,Melbourne CBD,7.088
2389,2022-04-11-11,Melbourne CBD,7.508
2390,2022-04-11-12,Melbourne CBD,14.679
2391,2022-04-11-13,Melbourne CBD,9.555
2392,2022-04-11-14,Melbourne CBD,9.126
2393,2022-04-11-15,Melbourne CBD,8.617
2394,2022-04-11-16,Melbourne CBD,5.102
2395,2022-04-11-17,Melbourne CBD,8.033
2396,2022-04-11-18,Melbourne CBD,9.024
2397,2022-04-11-19,Melbourne CBD,4.784
2398,2022-04-11-20,Melbourne CBD,4.527
2399,2022-04-11-21,Melbourne CBD,8.063
2400,2022-04-11-22,Melbourne CBD,8.376
2401,2022-04-11-23,Melbourne CBD,7.729
2402,2022-04-12-00,Melbourne CBD,3.511
2403,2022-04-12-01,Melbourne CBD,6.933
2404,2022-04-12-02,Melbourne CBD,8.04
2405,2022-04-12-03,Melbourne CBD,6.096
2406,2022-04-12-04,Melbourne CBD,2.248
2407,2022-04-12-05,Melbourne CBD,0.555
2408,2022-04-12-06,Melbourne CBD,-3.216
2409,2022-04-12-07,Melbourne CBD,3.693
2410,2022-04-12-08,Melbourne CBD,9.319
2411,2022-04-12-09,Melbourne CBD,6.998
2412,2022-04-12-10,Melbourne CBD,7.5
2413,2022-04-12-11,Melbourne CBD,9.317
2414,2022-04-12-12,Melbourne CBD,6.473
2415,2022-04-12-13,Melbourne CBD,8.451
2416,2022-04-12-14,Melbourne CBD,12.418
2417,2022-04-12-15,Melbourne CBD,2.876
2418,2022-04-12-16,Melbourne CBD,8.541
2419,2022-04-12-17,Melbourne CBD,3.011
2420,2022-04-12-18,Melbourne CBD,10.027
2421,2022-04-12-19,Melbourne CBD,4.14
2422,2022-04-12-20,Melbourne CBD,5.742
2423,2022-04-12-21,Melbourne CBD,7.874
2424,2022-04-12-22,Melbourne CBD,5.562
2425,2022-04-12-23,Melbourne CBD,6.909
2426,2022-04-13-00,Melbourne CBD,3.806
2427,2022-04-13-01,Melbourne CBD,5.893
2428,2022-04-13-02,Melbourne CBD,4.979
2429,2022-04-13-03,Melbourne CBD,2.671
2430,2022-04-13-04,Melbourne CBD,9.848
2431,2022-04-13-05,Melbourne CBD,1.8
2432,2022-04-13-06,Melbourne CBD,6.251
2433,2022-04-13-07,Melbourne CBD,8.04
2434,2022-04-13-08,Melbourne CBD,2.883
2435,2022-04-13-09,Melbourne CBD,7.335
2436,2022-04-13-10,Melbourne CBD,6.355
2437,2022-04-13-11,Melbourne CBD,3.623
2438,2022-04-13-12,Melbourne CBD,7.243
2439,2022-04-13-13,Melbourne CBD,14.47
2440,2022-04-13-14,Melbourne CBD,12.1
2441,2022-04-13-15,Melbourne CBD,9.96
2442,2022-04-13-16,Melbourne CBD,0.405
2443,2022-04-13-17,Melbourne CBD,5.156
2444,2022-04-13-18,Melbourne CBD,10.682
2445,2022-04-13-19,Melbourne CBD,6.19
2446,2022-04-13-20,Melbourne CBD,5.899
2447,2022-04-13-21,Melbourne CBD,8.512
2448,2022-04-13-22,Melbourne CBD,8.649
2449,2022-04-13-23,Melbourne CBD,6.984
2450,2022-04-14-00,Melbourne CBD,9.448
2451,2022-04-14-01,Melbourne CBD,8.987
2452,2022-04-14-02,Melbourne CBD,10.055
2453,2022-04-14-03,Melbourne CBD,4.685
2454,2022-04-14-04,Melbourne CBD,7.445
2455,2022-04-14-05,Melbourne CBD,9.851
2456,2022-04-14-06,Melbourne CBD,5.092
2457,2022-04-14-07,Melbourne CBD,3.807
2458,2022-04-14-09,Melbourne CBD,11.063
2459,2022-04-14-10,Melbourne CBD,10.821
2460,2022-04-14-11,Melbourne CBD,2.535
2461,2022-04-14-12,Melbourne CBD,9.117
2462,2022-04-14-13,Melbourne CBD,3.04
2463,2022-04-14-14,Melbourne CBD,6.643
2464,2022-04-14-15,Melbourne CBD,6.104
2465,2022-04-14-16,Melbourne CBD,7.642
2466,2022-04-14-17,Melbourne CBD,4.862
2467,2022-04-14-18,Melbourne CBD,8.784
2468,2022-04-14-19,Melbourne CBD,8.248
2469,2022-04-14-20,Melbourne CBD,9.793
2470,2022-04-14-21,Melbourne CBD,10.592
2471,2022-04-14-22,Melbourne CBD,7.7
2472,2022-04-14-23,Melbourne CBD,9.162
2473,2022-04-15-00,Melbourne CBD,11.278
2474,2022-04-15-01,Melbourne CBD,12.286
2475,2022-04-15-02,Melbourne CBD,14.31
2476,2022-04-15-03,Melbourne CBD,17.647
2477,2022-04-15-04,Melbourne CBD,17.288
2478,2022-04-15-05,Melbourne CBD,17.659
2479,2022-04-15-06,Melbourne CBD,15.264
2480,2022-04-15-07,Melbourne CBD,11.199
2481,2022-04-15-08,Melbourne CBD,11.34
2482,2022-04-15-09,Melbourne CBD,8.704
2483,2022-04-15-10,Melbourne CBD,5.668
2484,2022-04-15-11,Melbourne CBD,8.891
2485,2022-04-15-12,Melbourne CBD,5.103
2486,2022-04-15-13,Melbourne CBD,2.432
2487,2022-04-15-14,Melbourne CBD,11.015
2488,2022-04-15-15,Melbourne CBD,12.013
2489,2022-04-15-16,Melbourne CBD,5.402
2490,2022-04-15-17,Melbourne CBD,6.203
2491,2022-04-15-18,Melbourne CBD,8.976
