,datetime_local,location_name,BPM2.5
5704,2022-08-31-12,Melbourne CBD,8.313
5705,2022-08-31-13,Melbourne CBD,4.306
5706,2022-08-31-14,Melbourne CBD,6.067
5707,2022-08-31-15,Melbourne CBD,-0.519
5708,2022-08-31-16,Melbourne CBD,2.437
5709,2022-08-31-17,Melbourne CBD,2.704
5710,2022-08-31-18,Melbourne CBD,5.472
5711,2022-08-31-19,Melbourne CBD,5.037
5712,2022-08-31-20,Melbourne CBD,2.822
5713,2022-08-31-21,Melbourne CBD,16.118
5714,2022-09-01-14,Melbourne CBD,6.769
5715,2022-09-01-21,Melbourne CBD,3.371
5716,2022-09-03-01,Melbourne CBD,9.474
5717,2022-09-03-04,Melbourne CBD,4.659
5718,2022-09-03-11,Melbourne CBD,9.016
5719,2022-09-04-06,Melbourne CBD,3.21
5720,2022-09-04-07,Melbourne CBD,2.062
5721,2022-09-05-15,Melbourne CBD,4.515
5722,2022-09-08-02,Melbourne CBD,6.965
5723,2022-09-08-06,Melbourne CBD,6.337
5724,2022-09-09-12,Melbourne CBD,5.258
5725,2022-09-09-19,Melbourne CBD,2.99
5726,2022-09-10-11,Melbourne CBD,3.47
5727,2022-09-10-14,Melbourne CBD,7.626
5728,2022-09-10-21,Melbourne CBD,2.017
5729,2022-09-11-04,Melbourne CBD,7.801
5730,2022-09-11-18,Melbourne CBD,2.018
5731,2022-09-12-07,Melbourne CBD,6.897
5732,2022-09-14-01,Melbourne CBD,14.72
5733,2022-09-15-09,Melbourne CBD,4.294
5734,2022-09-15-14,Melbourne CBD,-0.773
5735,2022-09-15-19,Melbourne CBD,8.684
5736,2022-09-16-13,Melbourne CBD,5.465
5737,2022-09-17-15,Melbourne CBD,7.28
5738,2022-09-18-10,Melbourne CBD,2.459
5739,2022-09-19-00,Melbourne CBD,5.51
5740,2022-09-19-01,Melbourne CBD,8.421
5741,2022-09-19-08,Melbourne CBD,5.341
5742,2022-09-20-12,Melbourne CBD,5.294
5743,2022-09-22-08,Melbourne CBD,13.631
5744,2022-09-23-01,Melbourne CBD,11.881
5745,2022-09-23-04,Melbourne CBD,10.45
5746,2022-09-23-08,Melbourne CBD,8.586
5747,2022-09-23-17,Melbourne CBD,3.711
5748,2022-09-24-06,Melbourne CBD,10.263
5749,2022-09-24-09,Melbourne CBD,4.847
5750,2022-09-25-05,Melbourne CBD,12.004
5751,2022-09-25-16,Melbourne CBD,6.85
5752,2022-09-27-10,Melbourne CBD,12.624
5753,2022-09-27-12,Melbourne CBD,7.556
5754,2022-09-28-01,Melbourne CBD,4.359
5755,2022-09-28-09,Melbourne CBD,8.141
5756,2022-09-28-11,Melbourne CBD,6.115
5757,2022-09-28-15,Melbourne CBD,3.051
5758,2022-09-28-16,Melbourne CBD,3.807
5759,2022-09-28-17,Melbourne CBD,0.442
5760,2022-09-30-01,Melbourne CBD,4.277
5761,2022-10-03-06,Melbourne CBD,7.848
5762,2022-10-06-00,Melbourne CBD,0.292
5763,2022-10-10-04,Melbourne CBD,5.879
5764,2022-10-13-05,Melbourne CBD,6.757
5765,2022-10-20-02,Melbourne CBD,2.363
5766,2022-10-21-06,Melbourne CBD,3.934
5767,2022-10-26-15,Melbourne CBD,9.835
5768,2022-10-26-22,Melbourne CBD,3.975
5769,2022-10-27-10,Melbourne CBD,-0.222
5770,2022-10-28-08,Melbourne CBD,0.142
5771,2022-10-28-20,Melbourne CBD,6.207
5772,2022-10-28-21,Melbourne CBD,3.031
5773,2022-10-28-22,Melbourne CBD,1.765
5774,2022-10-28-23,Melbourne CBD,-1.361
5775,2022-10-29-00,Melbourne CBD,8.523
5776,2022-10-29-01,Melbourne CBD,1.973
5777,2022-10-29-02,Melbourne CBD,5.527
5778,2022-10-29-03,Melbourne CBD,8.095
5779,2022-10-29-04,Melbourne CBD,4.119
5780,2022-10-29-05,Melbourne CBD,3.945
5781,2022-10-29-06,Melbourne CBD,2.332
5782,2022-10-29-07,Melbourne CBD,6.6
5783,2022-10-29-08,Melbourne CBD,-1.806
5784,2022-10-29-09,Melbourne CBD,8.047
5785,2022-10-29-10,Melbourne CBD,11.393
5786,2022-10-29-11,Melbourne CBD,8.028
5787,2022-10-29-12,Melbourne CBD,3.203
5788,2022-10-29-13,Melbourne CBD,6.075
5789,2022-10-29-14,Melbourne CBD,0.383
5790,2022-10-29-15,Melbourne CBD,2.846
5791,2022-10-29-16,Melbourne CBD,6.714
5792,2022-10-29-17,Melbourne CBD,1.191
5793,2022-10-29-18,Melbourne CBD,5.493
5794,2022-10-29-19,Melbourne CBD,6.541
5795,2022-10-29-20,Melbourne CBD,1.869
5796,2022-10-29-21,Melbourne CBD,5.02
5797,2022-10-29-22,Melbourne CBD,1.445
5798,2022-10-29-23,Melbourne CBD,5.689
5799,2022-10-30-00,Melbourne CBD,3.052
5800,2022-10-30-01,Melbourne CBD,2.41
5801,2022-10-30-02,Melbourne CBD,-2.872
5802,2022-10-30-03,Melbourne CBD,6.374
5803,2022-10-30-04,Melbourne CBD,7.561
5804,2022-10-30-05,Melbourne CBD,2.492
5805,2022-10-30-06,Melbourne CBD,6.082
5806,2022-10-30-07,Melbourne CBD,2.069
5807,2022-10-30-08,Melbourne CBD,10.143
5808,2022-10-30-09,Melbourne CBD,9.266
5809,2022-10-30-10,Melbourne CBD,5.478
5810,2022-10-30-11,Melbourne CBD,9.566
5811,2022-10-30-12,Melbourne CBD,9.637
5812,2022-10-30-13,Melbourne CBD,4.477
5813,2022-10-30-14,Melbourne CBD,4.873
5814,2022-10-30-15,Melbourne CBD,2.955
5815,2022-10-30-16,Melbourne CBD,1.028
5816,2022-10-30-17,Melbourne CBD,0.864
5817,2022-10-30-20,Melbourne CBD,4.612
5818,2022-10-30-21,Melbourne CBD,6.909
5819,2022-10-30-22,Melbourne CBD,6.632
5820,2022-10-30-23,Melbourne CBD,15.582
5821,2022-10-31-00,Melbourne CBD,11.228
5822,2022-10-31-01,Melbourne CBD,3.998
5823,2022-10-31-02,Melbourne CBD,7.236
5824,2022-10-31-03,Melbourne CBD,3.853
5825,2022-10-31-04,Melbourne CBD,0.897
5826,2022-10-31-05,Melbourne CBD,5.743
5827,2022-10-31-06,Melbourne CBD,11.053
5828,2022-10-31-07,Melbourne CBD,2.505
5829,2022-10-31-08,Melbourne CBD,6.732
5830,2022-10-31-09,Melbourne CBD,1.718
5831,2022-10-31-10,Melbourne CBD,2.738
5832,2022-10-31-11,Melbourne CBD,7.236
5833,2022-10-31-12,Melbourne CBD,0.595
5834,2022-10-31-13,Melbourne CBD,3.294
5835,2022-10-31-14,Melbourne CBD,7.865
5836,2022-10-31-15,Melbourne CBD,0.206
5837,2022-10-31-16,Melbourne CBD,0.068
5838,2022-10-31-17,Melbourne CBD,0.305
5839,2022-10-31-18,Melbourne CBD,5.324
5840,2022-10-31-19,Melbourne CBD,2.526
5841,2022-10-31-20,Melbourne CBD,3.642
5842,2022-10-31-21,Melbourne CBD,-0.676
5843,2022-10-31-22,Melbourne CBD,3.837
5844,2022-10-31-23,Melbourne CBD,2.654
5845,2022-11-01-00,Melbourne CBD,7.522
5846,2022-11-01-01,Melbourne CBD,7.734
5847,2022-11-01-02,Melbourne CBD,2.926
5848,2022-11-01-03,Melbourne CBD,-1.588
5849,2022-11-01-04,Melbourne CBD,2.606
5850,2022-11-01-05,Melbourne CBD,0.421
5851,2022-11-01-06,Melbourne CBD,4.197
5852,2022-11-01-07,Melbourne CBD,4.191
5853,2022-11-01-08,Melbourne CBD,2.783
5854,2022-11-01-09,Melbourne CBD,9.263
5855,2022-11-01-10,Melbourne CBD,7.548
5856,2022-11-01-11,Melbourne CBD,0.524
5857,2022-11-01-12,Melbourne CBD,4.756
5858,2022-11-01-13,Melbourne CBD,6.563
5859,2022-11-01-14,Melbourne CBD,6.748
5860,2022-11-01-15,Melbourne CBD,2.485
5861,2022-11-01-16,Melbourne CBD,-0.868
5862,2022-11-01-17,Melbourne CBD,6.347
5863,2022-11-01-18,Melbourne CBD,3.853
5864,2022-11-01-19,Melbourne CBD,4.923
5865,2022-11-01-20,Melbourne CBD,3.139
5866,2022-11-01-21,Melbourne CBD,2.782
5867,2022-11-01-22,Melbourne CBD,5.904
5868,2022-11-01-23,Melbourne CBD,4.701
5869,2022-11-02-00,Melbourne CBD,-1.589
5870,2022-11-02-01,Melbourne CBD,-1.983
5871,2022-11-02-02,Melbourne CBD,3.016
5872,2022-11-02-03,Melbourne CBD,2.35
5873,2022-11-02-04,Melbourne CBD,8.239
5874,2022-11-02-05,Melbourne CBD,1.364
5875,2022-11-02-06,Melbourne CBD,0.875
5876,2022-11-02-07,Melbourne CBD,4.16
5877,2022-11-02-08,Melbourne CBD,7.427
5878,2022-11-02-09,Melbourne CBD,7.382
5879,2022-11-02-10,Melbourne CBD,4.048
5880,2022-11-02-11,Melbourne CBD,5.688
5881,2022-11-02-12,Melbourne CBD,5.981
5882,2022-11-02-13,Melbourne CBD,0.51
5883,2022-11-02-14,Melbourne CBD,5.925
5884,2022-11-02-15,Melbourne CBD,9.316
5885,2022-11-02-16,Melbourne CBD,2.643
5886,2022-11-02-17,Melbourne CBD,8.856
5887,2022-11-02-18,Melbourne CBD,6.212
5888,2022-11-02-19,Melbourne CBD,3.298
5889,2022-11-02-20,Melbourne CBD,-1.439
5890,2022-11-02-21,Melbourne CBD,1.783
5891,2022-11-02-22,Melbourne CBD,2.901
5892,2022-11-02-23,Melbourne CBD,0.734
5893,2022-11-03-00,Melbourne CBD,0.571
5894,2022-11-03-01,Melbourne CBD,6.105
5895,2022-11-03-02,Melbourne CBD,3.773
5896,2022-11-03-03,Melbourne CBD,10.689
5897,2022-11-03-04,Melbourne CBD,9.375
5898,2022-11-03-05,Melbourne CBD,8.397
5899,2022-11-03-06,Melbourne CBD,7.236
5900,2022-11-03-07,Melbourne CBD,11.114
5901,2022-11-03-08,Melbourne CBD,7.573
5902,2022-11-03-09,Melbourne CBD,6.36
5903,2022-11-03-10,Melbourne CBD,11.319
5904,2022-11-03-11,Melbourne CBD,11.243
5905,2022-11-03-12,Melbourne CBD,12.917
5906,2022-11-03-13,Melbourne CBD,9.223
5907,2022-11-03-14,Melbourne CBD,3.137
5908,2022-11-03-15,Melbourne CBD,-1.986
5909,2022-11-03-16,Melbourne CBD,2.598
5910,2022-11-03-17,Melbourne CBD,5.295
5911,2022-11-03-18,Melbourne CBD,8.874
5912,2022-11-03-19,Melbourne CBD,7.298
5913,2022-11-03-20,Melbourne CBD,4.09
5914,2022-11-03-21,Melbourne CBD,5.786
5915,2022-11-03-22,Melbourne CBD,5.321
5916,2022-11-03-23,Melbourne CBD,5.504
5917,2022-11-04-00,Melbourne CBD,4.256
5918,2022-11-04-01,Melbourne CBD,8.872
5919,2022-11-04-02,Melbourne CBD,6.907
5920,2022-11-04-03,Melbourne CBD,-0.606
5921,2022-11-04-04,Melbourne CBD,3.893
5922,2022-11-04-05,Melbourne CBD,5.237
5923,2022-11-04-06,Melbourne CBD,2.798
5924,2022-11-04-07,Melbourne CBD,4.599
5925,2022-11-04-08,Melbourne CBD,10.519
5926,2022-11-04-09,Melbourne CBD,13.85
5927,2022-11-04-10,Melbourne CBD,7.136
5928,2022-11-04-11,Melbourne CBD,8.871
5929,2022-11-04-12,Melbourne CBD,2.366
5930,2022-11-04-13,Melbourne CBD,7.234
5931,2022-11-04-14,Melbourne CBD,6.443
5932,2022-11-04-15,Melbourne CBD,5.472
5933,2022-11-04-16,Melbourne CBD,8.813
5934,2022-11-04-17,Melbourne CBD,5.326
5935,2022-11-04-18,Melbourne CBD,4.424
5936,2022-11-04-19,Melbourne CBD,2.589
5937,2022-11-04-20,Melbourne CBD,3.134
5938,2022-11-04-21,Melbourne CBD,0.712
5939,2022-11-04-22,Melbourne CBD,4.253
5940,2022-11-04-23,Melbourne CBD,8.438
5941,2022-11-05-00,Melbourne CBD,-2.419
5942,2022-11-05-01,Melbourne CBD,4.285
5943,2022-11-05-02,Melbourne CBD,4.673
5944,2022-11-05-03,Melbourne CBD,2.115
5945,2022-11-05-04,Melbourne CBD,0.47
5946,2022-11-05-05,Melbourne CBD,4.444
5947,2022-11-05-06,Melbourne CBD,2.471
5948,2022-11-05-07,Melbourne CBD,0.703
5949,2022-11-05-08,Melbourne CBD,2.258
5950,2022-11-05-09,Melbourne CBD,7.445
5951,2022-11-05-10,Melbourne CBD,7.927
5952,2022-11-05-11,Melbourne CBD,6.984
5953,2022-11-05-12,Melbourne CBD,11.46
5954,2022-11-05-13,Melbourne CBD,7.734
5955,2022-11-05-14,Melbourne CBD,3.082
5956,2022-11-05-15,Melbourne CBD,11.58
5957,2022-11-05-16,Melbourne CBD,7.975
5958,2022-11-05-17,Melbourne CBD,4.398
5959,2022-11-05-18,Melbourne CBD,12.074
5960,2022-11-05-19,Melbourne CBD,19.051
5961,2022-11-05-20,Melbourne CBD,15.28
5962,2022-11-05-21,Melbourne CBD,15.411
5963,2022-11-05-22,Melbourne CBD,14.847
5964,2022-11-05-23,Melbourne CBD,13.046
5965,2022-11-06-00,Melbourne CBD,9.817
5966,2022-11-06-01,Melbourne CBD,16.447
5967,2022-11-06-02,Melbourne CBD,9.462
5968,2022-11-06-03,Melbourne CBD,11.903
5969,2022-11-06-04,Melbourne CBD,11.452
5970,2022-11-06-05,Melbourne CBD,12.314
5971,2022-11-06-06,Melbourne CBD,7.469
5972,2022-11-06-07,Melbourne CBD,0.754
5973,2022-11-06-08,Melbourne CBD,5.678
5974,2022-11-06-09,Melbourne CBD,11.918
5975,2022-11-06-10,Melbourne CBD,23.32
5976,2022-11-06-11,Melbourne CBD,2.363
5977,2022-11-06-12,Melbourne CBD,6.632
5978,2022-11-06-13,Melbourne CBD,0.678
5979,2022-11-06-14,Melbourne CBD,4.931
5980,2022-11-06-15,Melbourne CBD,3.012
5981,2022-11-06-16,Melbourne CBD,5.237
5982,2022-11-06-17,Melbourne CBD,8.719
5983,2022-11-06-18,Melbourne CBD,6.598
5984,2022-11-06-19,Melbourne CBD,4.387
5985,2022-11-06-20,Melbourne CBD,5.771
5986,2022-11-06-21,Melbourne CBD,0.221
5987,2022-11-06-22,Melbourne CBD,1.949
5988,2022-11-06-23,Melbourne CBD,4.389
5989,2022-11-07-00,Melbourne CBD,4.61
5990,2022-11-07-01,Melbourne CBD,-0.323
5991,2022-11-07-02,Melbourne CBD,5.56
5992,2022-11-07-03,Melbourne CBD,3.212
5993,2022-11-07-04,Melbourne CBD,7.467
5994,2022-11-07-05,Melbourne CBD,5.968
5995,2022-11-07-06,Melbourne CBD,4.427
5996,2022-11-07-07,Melbourne CBD,8.028
5997,2022-11-07-08,Melbourne CBD,25.717
5998,2022-11-07-09,Melbourne CBD,21.493
5999,2022-11-07-10,Melbourne CBD,12.497
6000,2022-11-07-11,Melbourne CBD,7.852
6001,2022-11-07-12,Melbourne CBD,5.93
6002,2022-11-07-13,Melbourne CBD,14.966
6003,2022-11-07-14,Melbourne CBD,9.98
6004,2022-11-07-15,Melbourne CBD,14.437
6005,2022-11-07-16,Melbourne CBD,17.227
6006,2022-11-07-17,Melbourne CBD,22.162
6007,2022-11-07-18,Melbourne CBD,16.156
6008,2022-11-07-19,Melbourne CBD,9.741
6009,2022-11-07-20,Melbourne CBD,4.83
6010,2022-11-07-21,Melbourne CBD,5.919
6011,2022-11-07-22,Melbourne CBD,9.234
6012,2022-11-07-23,Melbourne CBD,7.417
6013,2022-11-08-00,Melbourne CBD,1.418
6014,2022-11-08-01,Melbourne CBD,0.123
6015,2022-11-08-02,Melbourne CBD,5.919
6016,2022-11-08-03,Melbourne CBD,7.741
6017,2022-11-08-04,Melbourne CBD,5.989
6018,2022-11-08-05,Melbourne CBD,3.66
6019,2022-11-08-06,Melbourne CBD,8.272
6020,2022-11-08-07,Melbourne CBD,4.843
6021,2022-11-08-08,Melbourne CBD,3.236
6022,2022-11-08-09,Melbourne CBD,14.31
6023,2022-11-08-10,Melbourne CBD,8.221
6024,2022-11-08-11,Melbourne CBD,10.09
6025,2022-11-08-12,Melbourne CBD,11.723
6026,2022-11-08-13,Melbourne CBD,7.872
6027,2022-11-08-14,Melbourne CBD,9.211
6028,2022-11-08-15,Melbourne CBD,16.8
6029,2022-11-08-16,Melbourne CBD,3.969
6030,2022-11-08-17,Melbourne CBD,5.641
6031,2022-11-08-18,Melbourne CBD,4.655
6032,2022-11-08-19,Melbourne CBD,8.702
6033,2022-11-08-20,Melbourne CBD,9.458
6034,2022-11-08-21,Melbourne CBD,5.417
6035,2022-11-08-22,Melbourne CBD,6.501
6036,2022-11-08-23,Melbourne CBD,-0.843
6037,2022-11-09-00,Melbourne CBD,1.602
6038,2022-11-09-01,Melbourne CBD,8.923
6039,2022-11-09-02,Melbourne CBD,5.331
6040,2022-11-09-03,Melbourne CBD,8.139
6041,2022-11-09-04,Melbourne CBD,0.851
6042,2022-11-09-05,Melbourne CBD,7.622
6043,2022-11-09-06,Melbourne CBD,7.126
6044,2022-11-09-07,Melbourne CBD,4.177
6045,2022-11-09-08,Melbourne CBD,5.126
6046,2022-11-09-09,Melbourne CBD,13.804
6047,2022-11-09-10,Melbourne CBD,11.971
6048,2022-11-09-11,Melbourne CBD,18.407
6049,2022-11-09-12,Melbourne CBD,13.181
6050,2022-11-09-13,Melbourne CBD,9.285
6051,2022-11-09-14,Melbourne CBD,1.005
6052,2022-11-09-15,Melbourne CBD,10.53
6053,2022-11-09-16,Melbourne CBD,10.756
6054,2022-11-09-17,Melbourne CBD,6.18
6055,2022-11-09-18,Melbourne CBD,17.769
6056,2022-11-09-19,Melbourne CBD,5.698
6057,2022-11-09-20,Melbourne CBD,5.305
6058,2022-11-09-21,Melbourne CBD,5.663
6059,2022-11-09-22,Melbourne CBD,3.563
6060,2022-11-09-23,Melbourne CBD,12.465
6061,2022-11-10-00,Melbourne CBD,12.286
6062,2022-11-10-01,Melbourne CBD,8.113
6063,2022-11-10-02,Melbourne CBD,3.681
6064,2022-11-10-03,Melbourne CBD,8.365
6065,2022-11-10-04,Melbourne CBD,4.704
6066,2022-11-10-05,Melbourne CBD,10.395
6067,2022-11-10-06,Melbourne CBD,8.919
6068,2022-11-10-07,Melbourne CBD,6.406
6069,2022-11-10-08,Melbourne CBD,8.452
6070,2022-11-10-09,Melbourne CBD,10.674
6071,2022-11-10-10,Melbourne CBD,11.973
6072,2022-11-10-11,Melbourne CBD,8.446
6073,2022-11-10-12,Melbourne CBD,11.627
6074,2022-11-10-13,Melbourne CBD,15.046
6075,2022-11-10-14,Melbourne CBD,8.718
6076,2022-11-10-15,Melbourne CBD,9.898
6077,2022-11-10-16,Melbourne CBD,9.069
6078,2022-11-10-17,Melbourne CBD,8.176
6079,2022-11-10-18,Melbourne CBD,6.634
6080,2022-11-10-19,Melbourne CBD,5.467
6081,2022-11-10-20,Melbourne CBD,5.458
6082,2022-11-10-21,Melbourne CBD,2.904
6083,2022-11-10-22,Melbourne CBD,5.124
6084,2022-11-10-23,Melbourne CBD,0.102
6085,2022-11-11-00,Melbourne CBD,5.483
6086,2022-11-11-01,Melbourne CBD,3.747
6087,2022-11-11-02,Melbourne CBD,0.879
6088,2022-11-11-03,Melbourne CBD,7.541
6089,2022-11-11-04,Melbourne CBD,4.041
6090,2022-11-11-05,Melbourne CBD,4.592
6091,2022-11-11-06,Melbourne CBD,3.56
6092,2022-11-11-07,Melbourne CBD,2.17
6093,2022-11-11-08,Melbourne CBD,2.531
6094,2022-11-11-09,Melbourne CBD,9.787
6095,2022-11-11-10,Melbourne CBD,7.666
6096,2022-11-11-11,Melbourne CBD,14.896
6097,2022-11-11-12,Melbourne CBD,11.059
6098,2022-11-11-13,Melbourne CBD,10.161
6099,2022-11-11-14,Melbourne CBD,11.497
6100,2022-11-11-15,Melbourne CBD,7.084
6101,2022-11-11-16,Melbourne CBD,5.405
6102,2022-11-11-17,Melbourne CBD,6.294
6103,2022-11-11-18,Melbourne CBD,5.442
6104,2022-11-11-19,Melbourne CBD,3.782
6105,2022-11-11-20,Melbourne CBD,1.735
6106,2022-11-11-21,Melbourne CBD,8.604
6107,2022-11-11-22,Melbourne CBD,5.752
6108,2022-11-11-23,Melbourne CBD,9.891
6109,2022-11-12-00,Melbourne CBD,1.988
6110,2022-11-12-01,Melbourne CBD,-0.29
6111,2022-11-12-02,Melbourne CBD,5.844
6112,2022-11-12-03,Melbourne CBD,3.53
6113,2022-11-12-04,Melbourne CBD,4.285
6114,2022-11-12-05,Melbourne CBD,4.379
6115,2022-11-12-06,Melbourne CBD,4.593
6116,2022-11-12-07,Melbourne CBD,7.533
6117,2022-11-12-08,Melbourne CBD,1.36
6118,2022-11-12-09,Melbourne CBD,6.601
6119,2022-11-12-10,Melbourne CBD,6.292
6120,2022-11-12-11,Melbourne CBD,4.802
6121,2022-11-12-12,Melbourne CBD,8.363
6122,2022-11-12-13,Melbourne CBD,14.115
6123,2022-11-12-14,Melbourne CBD,24.26
6124,2022-11-12-15,Melbourne CBD,12.05
6125,2022-11-12-16,Melbourne CBD,7.777
6126,2022-11-12-17,Melbourne CBD,7.616
6127,2022-11-12-18,Melbourne CBD,15.379
6128,2022-11-12-19,Melbourne CBD,18.052
6129,2022-11-12-20,Melbourne CBD,9.264
6130,2022-11-12-21,Melbourne CBD,7.317
6131,2022-11-12-22,Melbourne CBD,17.503
6132,2022-11-12-23,Melbourne CBD,15.621
6133,2022-11-13-00,Melbourne CBD,2.585
6134,2022-11-13-01,Melbourne CBD,7.52
6135,2022-11-13-02,Melbourne CBD,7.338
6136,2022-11-13-03,Melbourne CBD,10.396
6137,2022-11-13-04,Melbourne CBD,4.131
6138,2022-11-13-05,Melbourne CBD,7.2
6139,2022-11-13-06,Melbourne CBD,3.217
6140,2022-11-13-07,Melbourne CBD,3.087
6141,2022-11-13-08,Melbourne CBD,8.007
6142,2022-11-13-09,Melbourne CBD,11.84
6143,2022-11-13-10,Melbourne CBD,15.53
6144,2022-11-13-11,Melbourne CBD,2.918
6145,2022-11-13-12,Melbourne CBD,-2.186
6146,2022-11-13-13,Melbourne CBD,2.353
6147,2022-11-13-14,Melbourne CBD,1.898
6148,2022-11-13-15,Melbourne CBD,5.347
6149,2022-11-13-16,Melbourne CBD,2.198
6150,2022-11-13-17,Melbourne CBD,8.161
6151,2022-11-13-18,Melbourne CBD,7.842
6152,2022-11-13-19,Melbourne CBD,10.185
6153,2022-11-13-20,Melbourne CBD,3.452
6154,2022-11-13-23,Melbourne CBD,4.723
6155,2022-11-14-00,Melbourne CBD,4.896
6156,2022-11-14-01,Melbourne CBD,2.533
6157,2022-11-14-02,Melbourne CBD,2.117
6158,2022-11-14-03,Melbourne CBD,9.198
6159,2022-11-14-04,Melbourne CBD,5.009
6160,2022-11-14-05,Melbourne CBD,2.708
6161,2022-11-14-06,Melbourne CBD,6.359
6162,2022-11-14-07,Melbourne CBD,4.779
6163,2022-11-14-08,Melbourne CBD,3.739
6164,2022-11-14-09,Melbourne CBD,3.829
6165,2022-11-14-10,Melbourne CBD,1.9
6166,2022-11-14-11,Melbourne CBD,3.816
6167,2022-11-14-12,Melbourne CBD,7.2
6168,2022-11-14-13,Melbourne CBD,1.188
6169,2022-11-14-14,Melbourne CBD,3.204
6170,2022-11-14-15,Melbourne CBD,9.656
6171,2022-11-14-16,Melbourne CBD,10.039
6172,2022-11-14-17,Melbourne CBD,4.251
6173,2022-11-14-18,Melbourne CBD,10.648
6174,2022-11-14-19,Melbourne CBD,7.566
6175,2022-11-14-20,Melbourne CBD,8.615
6176,2022-11-14-21,Melbourne CBD,9.762
6177,2022-11-14-22,Melbourne CBD,2.542
6178,2022-11-14-23,Melbourne CBD,5.796
6179,2022-11-15-00,Melbourne CBD,10.057
6180,2022-11-15-01,Melbourne CBD,2.34
6181,2022-11-15-02,Melbourne CBD,3.342
6182,2022-11-15-03,Melbourne CBD,6.185
6183,2022-11-15-04,Melbourne CBD,10.901
6184,2022-11-15-05,Melbourne CBD,2.653
6185,2022-11-15-06,Melbourne CBD,5.023
6186,2022-11-15-07,Melbourne CBD,7.746
6187,2022-11-15-08,Melbourne CBD,8.884
6188,2022-11-15-09,Melbourne CBD,8.598
6189,2022-11-15-10,Melbourne CBD,7.435
6190,2022-11-15-11,Melbourne CBD,2.24
6191,2022-11-15-12,Melbourne CBD,3.497
6192,2022-11-15-13,Melbourne CBD,4.208
6193,2022-11-15-14,Melbourne CBD,4.075
6194,2022-11-15-15,Melbourne CBD,1.041
6195,2022-11-15-16,Melbourne CBD,3.023
6196,2022-11-15-17,Melbourne CBD,6.221
6197,2022-11-15-18,Melbourne CBD,5.22
6198,2022-11-15-19,Melbourne CBD,9.033
6199,2022-11-15-20,Melbourne CBD,1.319
6200,2022-11-15-21,Melbourne CBD,7.944
6201,2022-11-15-22,Melbourne CBD,3.221
6202,2022-11-15-23,Melbourne CBD,2.727
6203,2022-11-16-00,Melbourne CBD,0.431
6204,2022-11-16-01,Melbourne CBD,8.02
6205,2022-11-16-02,Melbourne CBD,5.907
6206,2022-11-16-03,Melbourne CBD,2.021
6207,2022-11-16-04,Melbourne CBD,21.059
6208,2022-11-16-05,Melbourne CBD,13.679
6209,2022-11-16-06,Melbourne CBD,4.821
6210,2022-11-16-07,Melbourne CBD,4.18
6211,2022-11-16-08,Melbourne CBD,6.199
6212,2022-11-16-09,Melbourne CBD,8.381
6213,2022-11-16-10,Melbourne CBD,8.79
6214,2022-11-16-11,Melbourne CBD,10.727
6215,2022-11-16-12,Melbourne CBD,6.119
6216,2022-11-16-13,Melbourne CBD,7.282
6217,2022-11-16-14,Melbourne CBD,3.113
6218,2022-11-16-15,Melbourne CBD,6.503
6219,2022-11-16-16,Melbourne CBD,11.072
6220,2022-11-16-17,Melbourne CBD,2.474
6221,2022-11-16-18,Melbourne CBD,6.501
6222,2022-11-16-19,Melbourne CBD,4.228
6223,2022-11-16-20,Melbourne CBD,4.849
6224,2022-11-16-21,Melbourne CBD,3.078
6225,2022-11-16-22,Melbourne CBD,9.876
6226,2022-11-16-23,Melbourne CBD,0.369
6227,2022-11-17-00,Melbourne CBD,3.178
6228,2022-11-17-01,Melbourne CBD,5.127
6229,2022-11-17-02,Melbourne CBD,1.154
6230,2022-11-17-03,Melbourne CBD,4.429
6231,2022-11-17-04,Melbourne CBD,8.461
6232,2022-11-17-05,Melbourne CBD,6.461
6233,2022-11-17-06,Melbourne CBD,4.524
6234,2022-11-17-07,Melbourne CBD,6.593
6235,2022-11-17-08,Melbourne CBD,5.255
6236,2022-11-17-09,Melbourne CBD,5.164
6237,2022-11-17-10,Melbourne CBD,5.782
6238,2022-11-17-11,Melbourne CBD,0.083
6239,2022-11-17-12,Melbourne CBD,5.288
6240,2022-11-17-13,Melbourne CBD,9.123
6241,2022-11-17-14,Melbourne CBD,5.283
6242,2022-11-17-15,Melbourne CBD,7.941
6243,2022-11-17-16,Melbourne CBD,7.181
6244,2022-11-17-17,Melbourne CBD,2.539
6245,2022-11-17-18,Melbourne CBD,5.776
6246,2022-11-17-19,Melbourne CBD,1.586
6247,2022-11-17-20,Melbourne CBD,0.94
6248,2022-11-17-21,Melbourne CBD,2.4
6249,2022-11-17-22,Melbourne CBD,0.379
6250,2022-11-17-23,Melbourne CBD,4.588
6251,2022-11-18-00,Melbourne CBD,2.026
6252,2022-11-18-01,Melbourne CBD,2.469
6253,2022-11-18-02,Melbourne CBD,1.082
6254,2022-11-18-03,Melbourne CBD,0.538
6255,2022-11-18-04,Melbourne CBD,3.653
6256,2022-11-18-05,Melbourne CBD,1.591
6257,2022-11-18-06,Melbourne CBD,3.64
6258,2022-11-18-07,Melbourne CBD,6.597
6259,2022-11-18-08,Melbourne CBD,5.17
6260,2022-11-18-09,Melbourne CBD,11.652
6261,2022-11-18-10,Melbourne CBD,4.924
