 postcode, legal_name, suburb, address, ogc_fid
3138.0,Lancaster Preschool Inc,MOOROOLBARK,Lancaster Preschool ,3978
3031.0,YASMIN EARLY CHILDHOOD SERVICES PTY. LTD.,FLEMINGTON,U 126  120 RACECOURSE RD ,3985
3138.0,Bimbadeen Preschool Inc,MOOROOLBARK,Bimbadeen Preschool ,3987
3031.0,Kensington Primary School,KENSINGTON,MCCRACKEN STREET ,3991
3149.0,Sussex Heights Primary School Council,MOUNT WAVERLEY,SOLOMON STREET ,3992
3128.0,Kingswood College Ltd,BOX HILL,Kingswood College ,3997
3072.0,Nara Community Child Care Centre Inc,PRESTON,77 ST GEORGES RD BUILDING L,3998
3048.0,Coolaroo South Primary School Council,COOLAROO,BUSHFIELD CRESCENT ,4000
3101.0,Ruyton,KEW,RUYTON GIRLS SCHOOL 12 SELBOURNE RD,4002
3028.0,Laverton Community Integrated Services Inc,LAVERTON,15 CROWN STREET ,4008
3095.0,Eltham South Preschool Assoc Inc,ELTHAM,CNR FORDHAMS RD & METARY RD ,4011
3156.0,Ferntree Gully 3 Year old Preschool Inc,FERNTREE GULLY,PRESCHOOL 278 WINDERMERE DR,4013
3081.0,Malyun Atosh,HEIDELBERG WEST,Malyun Atosh,4015
3079.0,Ivanhoe Grammar School,IVANHOE,THE RIDGEWAY ,4018
3138.0,Pembroke Primary School,MOOROOLBARK,PEMBROKE ROAD ,4023
3084.0,Austin Health,HEIDELBERG,STUDLEY ROAD ,4040
3101.0,Carey Baptist Grammar School Ltd,KEW,349 BARKERS ROAD ,4042
3767.0,Mount Dandenong Primary School,MOUNT DANDENONG,FARNDONS ROAD ,4048
3083.0,Bundoora Primary School,BUNDOORA,BALMORAL AVE ,4049
3936.0,Dromana Preschool Inc,DROMANA,65 PIER STREET ,4055
3796.0,Birmingham Primary School Council,MOUNT EVELYN,FRANCIS CRESCENT ,4057
3138.0,Manchester Primary School,MOOROOLBARK,MONOMEITH STREET ,4059
3186.0,Firbank Grammar School,BRIGHTON,51 OUTER CRESCENT ,4060
3101.0,GENAZZANO F.C.J. COLLEGE LIMITED,KEW,301 COTHAM RD ,4068
3133.0,Weeden Heights Primary School,VERMONT SOUTH,WEEDEN DRIVE ,4069
3018.0,Seaholme Primary School,ALTONA,Seaholme Primary School,4075
3806.0,Thi Tuong Vy Nguyen,BERWICK,13 ESCOTT GR ,4078
3936.0,Kangerong Pty Ltd,DROMANA,Kangerong  ,4084
3049.0,Attwood Child Care Centre and Kindergarten Assoc Inc,ATTWOOD,475-485 MICKLEHAM ROAD ,4092
3168.0,ST PETERS SCHOOL CLAYTON,CLAYTON,THE PRIPAL ST. PETERS SCHOOL 16 MARY STREET,4099
3079.0,Ivanhoe East Primary School Council,IVANHOE EAST,WARNCLIFFE ROAD ,4109
3030.0,AUSSOM STARS FAMILY DAY CARE PTY LTD,POINT COOK,U 20  22-30 WALLACE AVENUE ,4111
3030.0,SMART START FAMILY DAY CARE PTY. LTD.,POINT COOK,U 112  22-30 WALLACE AVE ,4113
3006.0,Jumbo South Wharf Pty Ltd The Trustee for Jumbo South Wharf Unit Trust,SOUTH WHARF,20 CONVENTION CENTRE PL,4114
3147.0,Craig Family Centre Inc.,ASHBURTON,7 SAMARINDA AVE ,4120
3071.0,The Merri Community Child Care Centre Inc,THORNBURY,313 ST GEORGES ROAD ,4122
3056.0,Globe Talent Family Day Care Pty Ltd,BRUNSWICK,U 15  5 EVANS ST ,4126
3052.0,The Royal Children's Hospital,PARKVILLE,ROYAL CHILDRENS HOSPITAL 50 FLEMINGTON RD,4135
3019.0,Haange Family Day Care Pty Ltd,BRAYBROOK,19 LACY ST ,4137
3134.0,Our Lady's Catholic Church Ringwood,RINGWOOD,2 WILANA ST ,4138
3067.0,IGNITE MINDS PTY. LTD.,ABBOTSFORD,1-3 ST HELIERS ST CONVENT BUILDING C1.28,4140
3155.0,Boronia Heights Primary School,BORONIA,LANDSCAPE DRIVE ,4142
3810.0,Beaconhills Christian College Ltd,PAKENHAM,30 - 34 TOOMUC VALLEY ROAD ,4149
3978.0,Creative Learners Pty Ltd,CLYDE NORTH,12 CALIBRE CIRCUIT ,4152
3752.0,Young Mens Christian Association Whittlesea Inc,SOUTH MORANG,25  797 PLENTY RD ,4160
3113.0,Anderson's Creek Primary School Council,WARRANDYTE,DRYSDALE ROAD ,4162
3043.0,Inspira Kids Early Learning Centre Shepparton PTY. LTD.,GLADSTONE PARK,8-34 GLADSTONE PARK DR ,4164
3134.0,Mullum Primary School - School Council,RINGWOOD,PANFIELD AVE ,4165
3075.0,Vasey Park Preschool Inc,LALOR,15 VASEY AVE ,4168
3121.0,Dame Nellie Melba Kindergarten Inc,RICHMOND,18 GOODWOOD STREET ,4171
3019.0,Fesseha Tesfamichael Gezehagn,BRAYBROOK,67 ASHLEY ST ,4172
3019.0,Shifa Family Day Care Pty Ltd,BRAYBROOK,OFFICE D4 67 ASHLEY STREET ,4173
3141.0,Melbourne Girls Grammar - an Anglican School,SOUTH YARRA,86 ANDERSON STREET ,4183
3105.0,Yarraleen Preschool Inc,BULLEEN,92 ROCKLEA ROAD ,4187
3088.0,Apollo Parkways P.S,GREENSBOROUGH,CIVIC DRIVE ,4205
3175.0,St Gerard's Parish,DANDENONG,St Gerard's Parish,4206
3023.0,FUN START PTY. LTD.,BURNSIDE,11 CARINYA BVD ,4210
3125.0,Presbyterian Ladies College,BURWOOD,141 BURWOOD HIGHWAY ,4212
3171.0,Minaret College Inc,SPRINGVALE,36-38 LEWIS STREET ,4214
3192.0,N and MJ Chamberlain Pty Ltd,CHELTENHAM,99A TULIP STREET ,4216
3192.0,Nimjem Pty Ltd as Trustee for The Chamberlain Family Trust,CHELTENHAM,99A TULIP STREET ,4217
3122.0,West Hawthorn Preschool Inc,HAWTHORN,39 BROOK STREET ,4227
3207.0,TLC (Vic) Pty Ltd,PORT MELBOURNE,U 29  3 SEISMAN PL ,4239
3930.0,Walkers Road Preschool Inc,MOUNT ELIZA,Walkers Road Preschool ,4241
3028.0,Cooraminta Children's Centre Inc,ALTONA MEADOWS,2 SKEHAN BOULEVARD ,4248
3046.0,Belle Vue Park Kindergarten Inc,GLENROY,MORELL STREET C/- BELLE VUE PARK PRIMARY SCHOOL ,4250
3011.0,HOODO & NASRO FAMILY DAY CARE PTY LTD,FOOTSCRAY,1/15 MOORE STREETT ,4253
3174.0,Harrisfield Kindergarten Inc,NOBLE PARK,62 BOWMORE ROAD ,4258
3139.0,Wandin Pre School Inc.,WANDIN NORTH,Wandin Pre School .,4259
3128.0,St Peter's Anglican Kindergarten Box Hill Inc,BOX HILL,33 BANK STREET ,4270
3129.0,Box Hill North Primary School Council,BOX HILL NORTH,ELIZABETH STREET ,4274
3161.0,St Aloysius After School Care Program,CAULFIELD NORTH,CROMWELL STREET ,4282
3177.0,Doveton College,DOVETON,62 TRISTANIA ST ,4285
3072.0,Simgar Pty Ltd ATF the Evans Family Trust,PRESTON,24 SHEILA ST ,4287
3088.0,Greenhills Preschool Inc,GREENSBOROUGH,YANDELL RESERVE COMMUNITY DRIVE ,4288
3088.0,Diamond Hills Preschool Inc,GREENSBOROUGH,Diamond Hills Preschool ,4291
3153.0,BELGRAVIA HEALTH & LEISURE GROUP PTY LTD ATF BELGRAVIA LEISURE UNIT TRUST,BAYSWATER,20 LONGSTAFF RD ,4298
3941.0,Rye Preschool Inc,RYE,25 NELSON STREET ,4310
3802.0,St Paul Apostle South School,ENDEAVOUR HILLS,9 WILLIAM HOVELL DVE ,4311
3089.0,Diamond Creek East Pre-school Association Inc,DIAMOND CREEK,CONISTON STREET ,4312
3178.0,Park Ridge Primary School Council,ROWVILLE,WENTWORTH AVENUE ,4318
3793.0,St Paul's Catholic Primary School,MONBULK,59 MOORES RD ,4319
3168.0,Monash Children's Centre (Clayton) Co-op Ltd,CLAYTON,62-64 BEDDOE AVENUE ,4323
3931.0,South Mornington Preschool Association Inc,MORNINGTON,1 DOWNWARD STREET ,4327
3791.0,Kallista Primary School,KALLISTA,72 MONBULK RD ,4332
3101.0,Methodist Ladies College,KEW,207 BARKERS ROAD ,4336
3146.0,Korowa Anglican Girls School Ltd,GLEN IRIS,RANFURLIE CRESCENT ,4345
3021.0,Rumia Ramadan Abbas,ST ALBANS,6/11 EAST ESPLANADE STREET ,4349
3178.0,Heany Park Primary School School Council,ROWVILLE,BUCKINGHAM DRIVE ,4355
3057.0,Brunswick East Primary School Council,BRUNSWICK EAST,195A STEWART STREET ,4362
3180.0,Carrington Primary School Council,KNOXFIELD,LAURA ROAD ,4373
3192.0,Evesham Road Preschool Association Inc,CHELTENHAM,75 EVESHAM ROAD ,4382
3021.0,Sacred Heart School OSHC,ST ALBANS,WINIFRED STREET ,4383
3048.0,Sunshine Family Day Care Pty Ltd,COOLAROO,2/22-36 RESERVOIR DRIVE ,4385
3149.0,Mount Waverley North Primary School,MOUNT WAVERLEY,MARCUS AVENUE ,4387
3113.0,Warrandyte Primary School,WARRANDYTE,FORBES STREET ,4393
3113.0,Warrandyte Primary School Council,WARRANDYTE,FORBES STREET ,4394
3754.0,Laurimar Primary School,DOREEN,ARMIDALE ROAD ,4395
3977.0,Cranbourne-Carlisle Primary School,CRANBOURNE,CRANBOURNE CARLISLE PRIMARY SC 15 SILKY OAK DR,4399
3187.0,St Leonard's College,BRIGHTON EAST,163 SOUTH ROAD ,4408
3087.0,Delta Road Preschool Association Inc,WATSONIA,15 DELTA ROAD ,4419
3124.0,GEMELA PTY. LTD.,CAMBERWELL,U 616  793 BURKE ROAD ,4425
3186.0,Brighton Grammar School,BRIGHTON,90 OUTER CRESCENT ,4429
3037.0,Mulberry Early Learning Centre Australia Pty Ltd,SYDENHAM,17A OVERTON LEA BVD ,4435
3037.0,Little Skool-House International (Australia) Pty Ltd,SYDENHAM,17A OVERTON LEA BLVD ,4436
3073.0,Reservoir West Primary School Council,RESERVOIR,5A CARRINGTON ROAD ,4439
3023.0,Deer Park West Kindergarten Inc,DEER PARK,1 ADELINE CT ,4441
3166.0,Hughesdale Kindergarten Inc,HUGHESDALE,FREDA STREET ,4448
3109.0,Ola Ouda,DONCASTER EAST,1/1 NARTANDA COURT ,4450
3175.0,KIWI FAMILY DAY CARE PTY LTD,DANDENONG,81C FOSTER STREET ,4457
3060.0,Moomba Park Kindergarten Inc,FAWKNER,65 ALEC CRESCENT ,4470
3788.0,OLINDA PRIMARY SCHOOL COUNCIL,OLINDA,OLINDA PRIMARY SCHOOL 45 CHARLEMONT LANE,4472
3167.0,Germain Street Kindergarten Inc,OAKLEIGH SOUTH,GERMAIN STREET ,4474
3055.0,Brunswick North West Primary School Council,BRUNSWICK WEST,CULLODEN STREET ,4479
3078.0,Alphington Grammar School,ALPHINGTON,OLD HEIDELBERG ROAD ,4480
3029.0,Happily Children Environmental FDC Pty Ltd,HOPPERS CROSSING,OFFICE 3 283-293 OLD GEELONG ROAD ,4481
3101.0,Studley Park Kindergarten Parents Association Inc,KEW,31 STAWELL STREET ,4491
3977.0,Cranbourne Day Care and Kindergarten Centre Pty Ltd,CRANBOURNE,30 CRANBOURNE DVE ,4528
3162.0,Caulfield Primary School,CAULFIELD SOUTH,724 GLENHUNTLY ROAD ,4494
3147.0,Ashwood Preschool Association Inc,ASHWOOD,17A ARTHUR STREET ,4497
3147.0,Highgate Early Learning Centre Inc,ASHBURTON,3 HIGHGATE GROVE ,4498
3048.0,DUSK 2 DAWN FAMILY DAY CARE SERVICES PTY LTD,COOLAROO,12-20 RESERVOIR DRIVE ,4502
3153.0,Bayswater South Primary School School Council,BAYSWATER,ENFIELD DRIVE ,4503
3029.0,Fridah Muchiri,HOPPERS CROSSING,UNIT 23 13B ELM PARK DRIVE,4504
3052.0,Royal Womens Hospital,PARKVILLE,300 CORNER GRATTAN ST & FLEMINGTON ROAD ,4506
3095.0,Eltham Primary School Council,ELTHAM,ELTHAM PRIMARY SCHOOL 70 DALTON ST,4517
3046.0,Glenroy Memorial Preschool Inc,GLENROY,10 MURRELL STREET ,4522
3125.0,St Scholastica's Primary School,BENNETTSWOOD,4-8 STARLING STREET ,4525
3115.0,Burch Memorial Preschool Inc,WONGA PARK,OLD YARRA ROAD ,4534
3754.0,GURUKRUPA PTY LIMITED,MERNDA,15 GEORGIA DR ,4536
3020.0,Mutombo Muderwa,SUNSHINE WEST,136 THE AVENUE ,4541
3000.0,Henry Education Pty. Ltd.,MELBOURNE,1929 L19 180 LONSDALE STREET ,4548
3072.0,Preston Primary School,PRESTON,240 TYLER ST ,4554
3095.0,Eltham Child Care Co-op Ltd,ELTHAM,1 PANTHER PLACE ,4558
3130.0,Laburnum Primary School Council,BLACKBURN,JANET STREET ,4563
3041.0,St Aidan's Preschool Centre Inc,STRATHMORE,5 JAMES ST ,4570
3765.0,Sarah Court Preschool Inc,MONTROSE,Sarah Court Preschool ,4585
3145.0,Ewing Kindergarten Inc,MALVERN EAST,32A MANNING ROAD ROAD ,4588
3149.0,Syndal Out of School Hours Care Program Inc.,SYNDAL,5 DOON AVENUE ,4590
3151.0,Bambini Child Care Services Pty Ltd,BURWOOD EAST,24 LAKESIDE DR ,4593
3068.0,North Fitzroy Primary School Council,FITZROY NORTH,FERGIE STREET ,4595
3083.0,Kingsbury Primary School,KINGSBURY,MARYBOROUGH AVE ,4596
3977.0,Woodbine Road Preschool Committee Inc.,CRANBOURNE,Woodbine Road Preschool Committee .,4612
3085.0,Macleod College OSHC,MACLEOD,MAY STREET ,4613
3175.0,Dandenong North Preschool Inc,DANDENONG NORTH,70A MCFEES RD ,4633
3205.0,Lilian Cannam Kindergarten Inc,SOUTH MELBOURNE,97 EASTERN ROAD ,4635
3186.0,Brighton Baptist Kindergarten Inc,BRIGHTON,40 OUTER CRESCENT ,4647
3029.0,Mossfiel Primary School,HOPPERS CROSSING,LANGRIDGE STREET ,4651
3156.0,UPPER FERNTREE GULLY PRIMARY SCHOOL COUNCIL,UPPER FERNTREE GULLY,TALASKIA ROAD ,4652
3150.0,LEARN SMART EARLY LEARNING CENTRES PTY LTD,GLEN WAVERLEY,U 3  83-85 ORCHARD ST ,4655
3139.0,Wandin North Primary School,WANDIN NORTH,220 WARBURTON HWY ,4657
3185.0,Orrong Road Preschool Inc,ELSTERNWICK,Orrong Road Preschool ,4668
3184.0,St Columba's School,ELWOOD,24 GLEN HUNTLY RD ,4671
3155.0,Little Alberts Childcare PTY LTD as Trustee for The Little Alberts Childcare Unit Trust,BORONIA,166 ALBERT AVENUE ,4684
3021.0,PINK LOTUS FAMILY DAY CARE PTY LTD,ST ALBANS,U 1  1 LISTER ST ,4694
3152.0,BILINGUAL MONTESSORI PTY LTD,WANTIRNA SOUTH,2B GROVE WAY ,4699
3205.0,EG12 Operations PTY LTD ATF EG12 Operations Unit Trust,SOUTH MELBOURNE,LEVEL 1 92 THISTLETHWAITE STREET ,4705
3021.0,Paola Ha Ngoc Ly,KINGS PARK,U 8  30 NARIEL RD ,4721
3030.0,SMART KIDS FDC PTY. LTD.,DERRIMUT,UNIT 5 82 MAKLAND DRIVE ,4722
3171.0,Olinda Ave Kindergarten Inc,SPRINGVALE,2A OLINDA AVENUE ,4729
3169.0,Clarinda Primary School Council,CLARINDA,1166 CENTRE ROAD ,4735
3043.0,Ms Aziza Omar Ali,TULLAMARINE,2 / 41 EUMARELLA ST ,4750
3082.0,LLEWIE PTY. LTD.,MILL PARK,49 OLEANDER DR ,4751
3083.0,Bundoora Preschool Assoc Inc,BUNDOORA,BUNDOORA PRE SCHOOL 20 NOORONG AVE,4771
3056.0,Divine Angel Pty Ltd ATF The Trustee for the Mansour Family Trust,BRUNSWICK,U 2B  10 BREESE ST ,4783
3153.0,Bayswater West Primary School Combined OSHC,BAYSWATER,PHYLLIS STREET ,4787
3041.0,Gumboots Early Learning Centre Pty Ltd ATF S & S Early Learning Group Unit Trust,STRATHMORE,U 1  68 KERNAN ST ,4790
3193.0,St Joseph's Primary School,BLACK ROCK,544 BALCOMBE ROAD ,4801
3149.0,TRY AUSTRALIA CHILDREN'S SERVICES,MT WAVERLEY,REAR 1ST FLOOR 88 RICKETTS ROAD,4802
3011.0,Angliss Childrens Centre Inc,FOOTSCRAY,CNR VIPONT ST & SEELAF SQ ,4808
3201.0,Waterlily Early Learning Centre Pty Ltd,CARRUM DOWNS,191 LYREBIRD DRIVE ,4819
3076.0,St Peter's Catholic Church,EPPING,13 DAVISSON STREET ,4823
3029.0,Training and Gaining Pty Ltd,HOPPERS CROSSING,7/6-7 MOTTO COURT ,4832
3038.0,Remus Way Children's Centre Inc,TAYLORS LAKES,CNR REMUS WAY & FASTNET DR ,4834
3082.0,Centenary Drive Kindergarten Inc,MILL PARK,68 CENTENARY DRIVE ,4837
3135.0,Tintern Grammar,RINGWOOD EAST,90 ALEXANDRA ROAD ,4842
3174.0,Deika Youssouf,NOBLE PARK,16 MARNA CRT ,4848
3029.0,ZAMZAM FAMILY DAY CARE PTY LTD,HOPPERS CROSSING,2 108 OLD GEELONG ROAD ,4853
3028.0,Russell Court Kindergarten and Childrens' Centre Inc,ALTONA MEADOWS,10 RUSSELL COURT ,4861
3019.0,Cherry Crescent Preschool Inc,BRAYBROOK,CHERRY CRESCENT ,4870
3186.0,The Learning Sanctuary Park Orchards Pty Ltd,BRIGHTON,2/75 BAY STREET ,4872
3186.0,The Learning Sanctuary Wantirna South Pty Ltd,BRIGHTON,2/75 BAY STREET ,4873
3085.0,Margaret Ballinger,MACLEOD,51-55 GREENSBOROUGH ROAD ,4886
3104.0,The Merrell Kindergarten Inc,BALWYN NORTH,92 MAUD STREET ,4892
3910.0,Association for Christian Education of Frankston INC,LANGWARRIN,120 ROBINSONS ROAD ,4893
3152.0,St Luke's Parish,WANTIRNA,1 IPSWICH COURT ,4894
3125.0,Wattle Hill Kindergarten Inc,BURWOOD,19 LIVINGSTONE CLOSE ,4899
3049.0,Westmeadows Primary School,WESTMEADOWS,RIDDELL STREET ,4905
3064.0,Matrix Early Learning Pty Ltd ATF the Matrix Early Learning Unit Trust,CRAIGIEBURN,360 HUME HWY ,4907
3031.0,Best Family Day Care Pty Ltd,KENSINGTON,13  STUBBS STREET ,4912
3031.0,South Eastern Best Family Day Care Pty Ltd,KENSINGTON,13 STUBBS STREET ,4917
3083.0,Edward Street Preschool Inc,BUNDOORA,1A EDWARD STREET ,4921
3195.0,Elonera Preschool Assoc Inc,PARKDALE,85 DAVEY STREET ,4929
3088.0,Greenhills Primary School Council,GREENSBOROUGH,MINE STREET ,4933
3004.0,Woodland Education Pty Ltd,MELBOURNE,580 ST KILDA RD ,4934
3019.0,Bright Start Family Day Care and Educational Service Pty. Ltd.,BRAYBROOK,3/75 ASHLEY STREET ,4935
3047.0,Derek Robson Children's Services Centre Inc,BROADMEADOWS,CHILTERN STREET ,4936
3139.0,Seville Preschool Inc,SEVILLE,LINK ROAD ,4938
3021.0,Malek Madol,ST ALBANS,U 1  114 BIGGS ST ,4941
3004.0,WESLEY COLLEGE MELBOURNE,MELBOURNE,577 ST KILDA RD ,4945
3181.0,Wesley College Melbourne,PRAHRAN,577 ST KILDA ROAD ,4962
3106.0,Karingal Ventures Pty Ltd,TEMPLESTOWE,14 ALOHA GARDENS ,4965
3198.0,Seaford Kindergarten Assoc Inc,SEAFORD,MCRAE STREET ,4967
3023.0,Jump Start Family Day Care Pty. Ltd.,CAROLINE SPRINGS,U 4  30 THE PARKWAY ,4970
3162.0,Melbourne Montessori School Limited,CAULFIELD SOUTH,3-6 ROSELEA STREET ,4974
3978.0,Cardinia Primary School - School Council,CARDINIA,2405 BALLARTO ROAD ,4988
3770.0,Coldstream Primary School,COLDSTREAM,KELSO STREET ,4994
3201.0,Bowerbird Preschool Inc,CARRUM DOWNS,136-138 LYREBIRD DRIVE ,4997
3076.0,EPPING KIDS EARLY LEARNING CENTRE PTY LTD,EPPING,30 WOODCUTTERS GR ,5009
3044.0,Brentwood Kindergarten Inc,PASCOE VALE SOUTH,36 BRENTWOOD AVENUE ,5014
3189.0,Southmoor Primary School Council,MOORABBIN,RICA STREET ,5020
3078.0,YMCA Aquatic Education Limited,FAIRFIELD,582 HEIDELBERG ROAD ,5036
3078.0,YMCA Victoria,FAIRFIELD,582 HEIDELBERG ROAD ,5037
3054.0,Lady Gowrie Child Centre (Melb) Inc,CARLTON NORTH,36 NEWRY STREET ,5038
3193.0,Gordon Street Preschool Inc,BEAUMARIS,17-19 GORDON STREET ,5044
3051.0,PRECIOUS FAMILY DAY CARE PTY LTD,NORTH MELBOURNE,U 89  33 ALFRED ST ,5049
3051.0,Friendly Family Day Care Pty Ltd,NORTH MELBOURNE,13/33 ALFRED STREET ,5050
3051.0,Rukia Muse,NORTH MELBOURNE,U 18  33 ALFRED ST ,5051
3166.0,LilyKids Pty Ltd ATF LilyKids Unit Trust,HUGHESDALE,UNIT 1 1113 NORTH RD ,5053
3170.0,Martha Gatdet,MULGRAVE,91 TIVERTON DR ,5060
3122.0,West Hawthorn Early Childhood Centre Inc,HAWTHORN,63 CHURCH STREET ,5064
3051.0,Safari Family Day Care Pty Ltd,NORTH MELBOURNE,U 10  185 HOWARD ST ,5071
3048.0,HAWWI FAMILY DAY CARE SERVICES PTY. LTD.,COOLAROO,6 2 MOTTO DR,5079
3804.0,Sangeeta Pty Ltd,NARRE WARREN NORTH,54 MALANIE CRESCENT ,5082
3072.0,Preston South Primary School Council,PRESTON,56B HOTHAM ST ,5087
3206.0,Preschool Association Middle Park Inc,MIDDLE PARK,CIVIC KINDERGARTEN 256 RICHARDSON ST,5090
3076.0,Nagam Abas,EPPING,494 HIGH ST ,5104
3046.0,Oak Park Primary School,OAK PARK,WILLETT AVENUE ,5105
3030.0,Kids on the Rise Pty Ltd ATF D & P Filippin No 2 Trust & Kids on the Rise Pty Ltd ATF L & R Filippin No 2 Trust,POINT COOK,11-17 FRANKIE WAY ,5116
3143.0,Malvern Memorial Kindergarten Inc,ARMADALE,15 ORCHARD STREET ,5117
3065.0,Zebra Generation Family Day Care Scheme Pty Ltd,FITZROY,153/95 NAPIER STREET ,5122
3032.0,A HASSAN & S HASSAN & U.A HASSAN,ASCOT VALE,U 10  32 FISHER PDE ,5123
3073.0,JUST TRAINING SOLUTIONS PTY LTD,RESERVOIR,2/73 DAREBIN BVD ,5125
3016.0,Kids by the Bay Children's Centre Pty Ltd,WILLIAMSTOWN,70 HANMER ST ,5130
3016.0,The Range Children's Centre Inc,WILLIAMSTOWN,87 KOROROIT CREEK ROAD ,5135
3058.0,St Bernard's Out of School Hours Care,COBURG EAST,36 PATTERSON STREET ,5137
3193.0,Jack & Jill Beaumaris Kindergarten Inc,BEAUMARIS,26 GRANDVIEW AVENUE ,5138
3135.0,Heathmont Child Care Pty Ltd,HEATHMONT EAST,40 MARLBOROUGH ROAD ,5140
3116.0,Chirnside Park Primary School - OSHC,CHIRNSIDE PARK,66 KIMBERLEY DRIVE ,5147
3136.0,Ainslie Parklands Primary School Council,CROYDON,HINKLEY AVENUE ,5150
3053.0,Central Family Day Care Pty Ltd,CARLTON,SUITE 10 233 CARDIGAN STREET ,5152
3191.0,Grange Road Kindergarten Association Inc,SANDRINGHAM,GRANGE ROAD KINDERGARTEN 66 GRANGE RD,5153
3175.0,AL NUR FAMILY DAY CARE PTY LTD,DANDENONG EAST,14 SUNNYSIDE AVE DANDENONG EAST VIC 3175. ,5154
3029.0,KIDS PLAYHOUSE FDC PTY. LTD.,TRUGANINA,14 MENDOZA ST ,5156
3167.0,Huntingdale Primary School,OAKLEIGH SOUTH,GRANGE STREET ,5157
3021.0,Resurrection Catholic Parish,KINGS PARK,51 GUM ROAD ,5165
3182.0,St Michael's Grammar School,ST KILDA,25 CHAPEL STREET ,5170
3160.0,Tecoma Primary School,TECOMA,1536 BURWOOD HIGHWAY ,5172
3124.0,St Dunstan's Anglican Kindergarten Inc,CAMBERWELL,163B WATTLE VALLEY ROAD ,5173
3163.0,St Anthony's School,GLEN HUNTLY,172 NEERIM ROAD ,5174
3192.0,Olympic Avenue Kindergarten Inc,CHELTENHAM,OLYMPIC AVENUE KINDERGARTEN 28 OLYMPIC AVE,5181
3126.0,Camberwell Anglican Girls' Grammar School,CANTERBURY,2 TORRINGTON STREET ,5192
3071.0,Pender's Grove Primary School Council,THORNBURY,370 VICTORIA ROAD ,5195
3150.0,Syndal Preschool Association Inc,GLEN WAVERLEY,2 MATTHEW STREET ,5196
3195.0,Nicvic Pty Ltd,MORDIALLOC,62-64 WARREN ROAD ,5199
3094.0,Panorama Heights Preschool Inc,MONTMORENCY,3 MITCHELL AVENUE ,5200
3204.0,Russan PTY LTD,BENTLEIGH,20-24 BREWER ROAD ,5201
3188.0,Holy Trinity Anglican Kindergarten Hampton Inc,HAMPTON,8 THOMAS STREET ,5203
3012.0,Joumana Mechhawi,MAIDSTONE,36 STUDLEY ST ,5205
3193.0,Black Rock Pre School Centre Inc.,BLACK ROCK,55 BLUFF RD ,5208
3136.0,Quadunite P/L ATF The Russell Property Unit Trust,CROYDON,C/O POOH BEAR'S HOUSE 323 MAROONDAH HIGHWAY,5213
3160.0,Belgrave Heights Christian School of the Presbyterian Church of Victoria Inc,BELGRAVE HEIGHTS,WATTLE VALLEY ROAD ,5216
3805.0,Windermere Child & Family Services Inc,NARRE WARREN,48 WEBB STREET ,5217
3198.0,Kananook Primary Combined OSHC,SEAFORD,22 WELLS ROAD ,5218
3095.0,Woodridge Preschool Inc,ELTHAM,3 NOVELLO COURT ,5221
3143.0,Chabad House of Malvern/Toorak Inc,ARMADALE,353 GLENFERRIE ROAD ,5223
3145.0,N MALHOTRA & Y.A SALVARIS,MALVERN EAST,U 4  9 HEDGELEY AVE ,5229
3020.0,Habib Family Day Care Services Pty Ltd,SUNSHINE,469B BALLARAT RD ,5230
3085.0,Skye Children's Co-op Ltd,MACLEOD,9-11 SKYE STREET ,5234
3101.0,J J Mcmahon Memorial Kindergarten Inc,KEW,16A ARGYLE RD ,5240
3173.0,Lighthouse Christian College Inc,KEYSBOROUGH,927-936 SPRINGVALE ROAD ,5241
3020.0,Piccolo CC Pty Ltd ATF Piccolo CC Trust and Grande Lyon Pty Ltd ATF KL Unit Trust,SUNSHINE WEST,2 DAVID DRIVE ,5245
3071.0,Anodin Group Child Care Centres Pty Ltd,THORNBURY,52 SPEIGHT STREET ,5249
3087.0,Watsonia Preschool Assoc Inc,WATSONIA,19 CRELLIN CRESCENT ,5254
3109.0,Catjump Preschool Inc,DONCASTER EAST,88 POLARIS DRIVE ,5256
3011.0,Abdimalik Haji,FOOTSCRAY,U 1  30 TRUGO LANE ,5259
3193.0,Beaumaris North Primary School Council,BEAUMARIS,WOOD STREET ,5260
3084.0,Rosanna Golf Links Primary School Council,ROSANNA,INTERLAKEN PDE ,5261
3029.0,J.LII EARLY LEARNING FAMILY DAY CARE PTY. LTD.,HOPPERS CROSSING,1-3 ALEXANDRA AVE ,5264
3171.0,Springvale Rise Primary School Council OSHC,SPRINGVALE,20 CLIVE STREET ,5271
3144.0,Wattletree Pty Ltd,MALVERN,81 WATTLETREE ROAD ,5272
3075.0,Victorian Multiethnic Slavic Welfare Association Inc,LALOR,415 HIGH STREET ,5273
3057.0,Brunswick South Primary School Council,BRUNSWICK EAST,56 BRUNSWICK ROAD ,5274
3058.0,Coburg Primary School Council,COBURG,98 BELL STREET ,5276
3199.0,Jubilee Children's Park Inc,FRANKSTON,20 RESERVOIR ROAD ,5277
3181.0,Our Lady Of Lourdes,PRAHRAN EAST,7 WYNNSTAY ROAD ,5278
3931.0,Elimatte Pty Ltd,MORNINGTON,15 PARWAN CRESCENT ,5284
3132.0,Rangeview Primary School School Council,MITCHAM,27 CHURINGA AVENUE ,5285
3199.0,Kenji Pty Ltd,FRANKSTON,36-38 GRIMWADE CRESCENT ,5286
