 postcode, legal_name, suburb, address, ogc_fid
3058.0,Northwest Family Daycare Pty Ltd,MORELAND,Northwest Family Daycare  ,2037
3754.0,Butterflies Child Care Centre Pty Ltd,DOREEN,2-4 ORCHARD ROAD ,2039
3037.0,Mackellar Primary School,DELAHEY,29 - 35 GOLDSMITH AVENUE ,2077
3181.0,Stonnington City Council,PRAHRAN,Stonnington City Council,2049
3976.0,Hampton Park Care Group Inc,HAMPTON PARK,Hampton Park Care Group ,2052
3053.0,NEXTGEN FAMILY DAYCARE PTY LTD,CARLTON,NEXTGEN FAMILY DAYCARE  ,2056
3976.0,Hampton Park East Preschool Inc,HAMPTON PARK,2 STUART AVENUE ,2074
3029.0,BABY LOVE FAMILY DAY EDUCATORS PTY. LTD.,TARNEIT,33 BRENTWOOD DR ,2078
8001.0,Simpson Networks PTY LTD,MELBOURNE,Simpson Networks  ,2081
3006.0,Puopolo Nominees Pty Ltd ATF Puopolo Unit Trust,SOUTHBANK,222 NORMANBY ROAD ,2092
3095.0,Eltham North Preschool Assoc Inc,ELTHAM,30 GLEN PARK ROAD ,2099
3109.0,Doncaster East Preschool Centre Inc,DONCASTER EAST,4 MONTGOMERY ST ,2100
3186.0,Bambini Operations Pty Ltd,BRIGHTON,13 - 15 ASLING STREET ,2102
3123.0,WELS School - Wellbeing. Entrepreneurship. Leadership. Sustainability. Pty. Ltd,HAWTHORN EAST,U 5  2 FREEMAN ST ,2110
3057.0,East Brunswick Kindergarten Inc,BRUNSWICK EAST,2 NOEL STREET ,2125
3084.0,Celem Investments Pty Ltd,EAGLEMONT,Time-Out Child Care - Hughesdale,2126
3001.0,SURREY HILLS DAY CARE CENTRE PTY LTD,MELBOURNE,SURREY HILLS DAY CARE CENTRE  ,2127
3023.0,Shine Family Day Care Pty Ltd,CAIRNLEA,Shine Family Day Care  ,2135
3121.0,CHILDBIZ OPERATIONS PTY LTD,BURNLEY,Nino Early Learning Adventures,2141
3140.0,Yarra Ranges Shire Council,LILYDALE,Yarra Ranges Shire Council,2143
8001.0,Victoria University,MELBOURNE,Victoria University,2150
3072.0,Darebin City Council,PRESTON,Darebin City Council,2153
3155.0,OverAll Childrens Services Pty Ltd,BORONIA,Children's House of Early Learning,2158
3072.0,Happy Hubbub Pty Ltd,PRESTON,Happy Hubbub,2168
3145.0,Little Patch ELC St Kilda East Pty Ltd ATF Little Patch ELC St Kilda East Trust,WATTLETREE ROAD PO,Little Patch ELC,2177
3185.0,Elles Belles 84 Pty Ltd ATF The Trustee for The Elena Biantes Family Trust,ELSTERNWICK,Kool Kidz @ Goods Shed Docklands,2181
3018.0,Hobsons Bay City Council,ALTONA,Hobsons Bay City Council,2188
3933.0,Penbank Inc,MOOROODUC,TYABB ROAD ,2189
3926.0,Balnarring Preschool & Infant Welfare Assoc Inc,BALNARRING,Balnarring Preschool & Infant Welfare Assoc ,2192
3804.0,Oldson Pty Ltd,NARRE WARREN NORTH,Oldson  ,2194
3915.0,BALNARRING EARLY LEARNING CENTRE PTY LTD,HASTINGS,Balnarring Early Learning Centre,2202
3030.0,Rainbow Family Day Care Scheme Pty Ltd,WERRIBEE,Rainbow Family Day Care Scheme  ,2229
3020.0,Brimbank City Council,SUNSHINE,Brimbank City Council,2233
3088.0,Nillumbik Shire Council,GREENSBOROUGH,Nillumbik Shire Council,2245
3127.0,Yooralla,SURREY HILLS,Yooralla,2264
3752.0,Echelon Early Learning and Education Centres Pty Ltd,SOUTH MORANG,Echelon Early Learning and Education Centres  ,2287
3199.0,Frankston Preschool Inc,FRANKSTON EAST,Frankston Preschool ,2291
3042.0,Coonans Hill Childcare PTY LTD ATF Coonans Childcare Investments Unit Trust,NIDDRIE,Coonans Hill Early Learning Centre,2295
3140.0,Life Ministry Centre Ltd,LILYDALE,Life Ministry Centre ,2298
3109.0,Mykidz Early Learning Centre Pty Ltd,DONCASTER EAST,81 GEORGE STREET 10 ARNOLD DRIVE DONVALE  VIC 3111,2306
3185.0,Sholem Aleichem College and Preschool,ELSTERNWICK,11 SLAIR STREET ,2310
3089.0,Wattle Glen Primary School Council,DIAMOND CREEK,Wattle Glen Primary School Council,2327
3172.0,Starfish ChildCare Pty Ltd T/as Starfish Early Learning Centre,DINGLEY VILLAGE,Starfish ChildCare   T/as Starfish Early Learning Centre,2328
3001.0,Aero Kids Early Learning Centre Pty. Ltd.,MELBOURNE,Aero Kids Early Learning Centre . .,2333
3806.0,Our Happy Haven Ltd,BERWICK,Our Happy Haven ,2340
3025.0,Westgate Childcare & Children's Early Learning Centre Pty Ltd,ALTONA NORTH,CNR GRIEVE PDE & DOHERTY'S RD ,2354
3199.0,Frankston City Council,FRANKSTON,Frankston City Council,2355
3752.0,South Morang Preschool Association Inc,SOUTH MORANG,South Morang Preschool  ,2368
3028.0,LAVERTON PARISH CATHOLIC CHURCH,ALTONA MEADOWS,St Martin de Porres Outside School Hours Care,2371
3125.0,Mount Scopus Memorial College Early Learning Limited,BURWOOD,245 BURWOOD HIGHWAY ,2378
3125.0,Mount Scopus Memorial College Ltd,BURWOOD,245 BURWOOD HIGHWAY ,2379
3030.0,WYNDHAM EARLY LEARNING FAMILY DAY CARE PTY. LTD.,WERRIBEE,WYNDHAM EARLY LEARNING FAMILY DAY CARE,2380
3012.0,FOOTSCRAY NORTH PRIMARY SCHOOL,WEST FOOTSCRAY,Footscray North Primary School,2381
3977.0,Cranbourne Christian Fellowship Centre Inc T/A TurningPoint Family Church,CRANBOURNE,TurningPoint Child Care Centre,2391
3122.0,Bialik College (Nominees) Pty Ltd,HAWTHORN,Bialik College (Nominees)  ,2395
3172.0,STARFISH CHILDCARE SPRINGVALE PTY LTD,DINGLEY VILLAGE,Starfish Early Learning Centre (Springvale),2396
3030.0,ACP (Vic) Australia Pty Ltd,WERRIBEE,287 PRES HWY ,2401
3806.0,Tumblin Pty Ltd,BERWICK,Tumblin  ,2403
3427.0,DIGGERS REST PRIMARY SCHOOL COUNCIL,DIGGERS REST,PLUMPTON ROAD ,2404
3030.0,Heathdale Christian College Ltd,WERRIBEE,Heathdale Christian College ,2410
3029.0,Aussom Family Day Care Nsw Pty Ltd,TARNEIT,Aussom Family Day Care Nsw  ,2438
3018.0,Altona P-9 College,ALTONA,Altona P-9 College,2446
3138.0,Mooroolbark Early Childhood Education Centre Inc,MOOROOLBARK,Mooroolbark Early Childhood Education Centre ,2477
3429.0,Sunbury Community Health Centre Limited,SUNBURY,Sunbury Community Health Centre ,2487
3809.0,Jomar Officer Pty Ltd as trustee for the Jomar Verschaeren Family Trust,OFFICER,Jomar Officer   as trustee for the Jomar Verschaeren Family Trust,2491
3138.0,St Peter Julian Catholic Church Mooroolbark,MOOROOLBARK,St Peter Julian Catholic Church Mooroolbark,2503
3913.0,Tyabb Child Care Centre Pty Ltd,TYABB,Tyabb Child Care Centre  ,2506
3201.0,Rowellyn Preschool Committee Inc,CARRUM DOWNS,Rowellyn Preschool Committee ,2516
3023.0,The Partnership of Mr Abraham James and Mrs Racheal Achiek,CAROLINE SPRINGS,26 ST VENT WAY ,2520
3160.0,Belgrave South Primary School,BELGRAVE,Belgrave South Primary School,2545
3930.0,Toorak College Ltd,MOUNT ELIZA,Toorak College ,2557
3913.0,Tyabb Preschool Inc,TYABB,Tyabb Preschool ,2561
3150.0,Brentwood Preschool Association Inc,GLEN WAVERLEY,60 VIEWMOUNT ROAD ,2562
3927.0,WS Haynes Pty Ltd ATF Haynes Family Trust,SOMERS,WS Haynes  ,2566
3072.0,Ivanhoe Primary School Council,PRESTON,UNIT 98 93-103 HIGH STREET,2572
3133.0,Jackson Learning Centre Pty Ltd,VERMONT SOUTH,Jackson Learning Centre  ,2574
3023.0,SPRINGSIDE P-9 COLLEGE SCHOOL COUNCIL,CAROLINE SPRINGS,Springside P-9 College,2581
3931.0,Bentons Square Community Centre Inc,MORNINGTON,Bentons Square Community Centre ,2589
3150.0,Brandon Park Preschool Association Inc,WHEELERS HILL,Brandon Park Preschool  ,2593
3134.0,Ringwood North Primary School,RINGWOOD NORTH,Ringwood North Primary School,2595
3106.0,Yarra Valley Preschool Inc,TEMPLESTOWE,Yarra Valley Preschool ,2603
3152.0,Tatoah Pty Ltd ATF Tatoah Property Trust,KNOX CITY CENTRE,Tatoah   ATF Tatoah Property Trust,2615
3012.0,Footscray Primary School,WEST FOOTSCRAY,Footscray Primary School,2617
3097.0,Kangaroo Ground Pre-school Inc,KANGAROO GROUND,Kangaroo Ground Pre-school ,2619
3174.0,LA TISA PTY LTD ATF LA TISA TRUST,NOBLE PARK,LA TISA  ,2622
3034.0,Kids in Paradise PTY LTD,AVONDALE HEIGHTS,Kids in Paradise  ,2628
3134.0,North Ringwood Preschool Inc,RINGWOOD NORTH,North Ringwood Preschool ,2636
3134.0,Ringwood Heights Primary School Council,RINGWOOD,Ringwood Heights Primary School Council,2647
3131.0,Seventh Day Adventist Schools (Victoria) Limited,NUNAWADING,Seventh Day Adventist Schools (Victoria) ,2652
3020.0,Little Champions Family Day Care Pty Ltd,SUNSHINE,Little Champions Family Day Care  ,2653
3168.0,Australian Wuol mission association Inc,CLAYTON,Happy Family Day Care,2655
3042.0,World 4 Kids Pty Ltd ATF World 4 Kids Trust,NIDDRIE,World 4 Kids   ATF World 4 Kids Trust,2661
3429.0,Mr Faleseu Ieremia,SUNBURY,4 HEREFORD STREET ,2668
3058.0,Moreland City Council,MORELAND,Moreland City Council,2690
3132.0,Heatherdale Preschool Inc,RANGEVIEW,Heatherdale Preschool ,2697
3089.0,Occasional Child Care Centre Diamond Creek Inc,DIAMOND CREEK,1 RESERVE CCT ,2698
3058.0,Moreland Kindergarten Inc,MORELAND,CNR MORELAND RD & DE CARLE STREET ,2704
3089.0,Diamond Creek East Primary School,DIAMOND CREEK,Diamond Creek East Primary School,2713
3976.0,Matthew Hine,HAMPTON PARK,Matthew Hine,2719
3913.0,Tyabb Primary School,TYABB,MORNINGTON - TYABB ROAD ,2738
3140.0,St Patrick's Primary School,LILYDALE,St Patrick's Primary School,2777
3108.0,Manningham City Council,DONCASTER,Manningham City Council,2781
3770.0,Coldstream Preschool Inc,COLDSTREAM,Coldstream Preschool ,2783
3910.0,Langwarrin Park Preschool Committee Inc,LANGWARRIN,Langwarrin Park Preschool Committee ,2788
3101.0,Preshil - The Margaret Lyttle Memorial School,KEW,395 BARKERS ROAD ,2811
3136.0,Pinjarra Kindergarten Assoc Inc,CROYDON SOUTH,83 EASTFIELD ROAD ,2814
3183.0,Gan Libby Pty Ltd ATF The Gan Libby Trust,ST KILDA EAST,U 2  185 ORRONG RD ,2832
3047.0,Khaled Helal,BROADMEADOWS,Khaled Helal,2840
3033.0,Essendon Keilor Gymnastics Academy Pty Ltd,KEILOR EAST,Essendon Keilor Gymnastics Academy  ,2843
3927.0,Somers Preschool Assoc Inc,SOMERS,Somers Preschool Assoc ,2844
3058.0,Little Bee Enterprises Pty Ltd ATF The Alexander Moses Family Trust,COBURG,Little Bee Enterprises   ATF The Alexander Moses Family Trust,2851
3060.0,BRIGHT PATH FAMILY DAY CARE PTY LTD,FAWKNER,BRIGHT PATH FAMILY DAY CARE,2869
3750.0,Greensborough Early Learning Centre and Kindergarten Pty Ltd ATF GAUR FAMILY TRUST,WOLLERT,246 HARVEST HOME ROAD WOLLERT VIC 3750. ,2890
3225.0,Lonsdale House Childcare Pty Ltd as Trustee of the Lonsdale House Childcare Trust,POINT LONSDALE,Lonsdale House Childcare   as Trustee of the Lonsdale House Childcare Trust,2896
3036.0,Kiddy Kingdom Child Care Pty Ltd ATF The Trustee for Kiddy Kingdom Trust,KEILOR,Tarneit Early Learning Centre,2906
3042.0,The Grove Childrens Centre Pty Ltd ATF The Grove Childrens Centre Unit Trust,NIDDRIE,The Grove Childrens Centre   ATF The Grove Childrens Centre Unit Trust,2932
3809.0,M SCOTT & S.M SCOTT,OFFICER,33 LOLN AVENUE ,2937
3034.0,UNITED CHILDREN BENDIGO PTY LTD,AVONDALE HEIGHTS,United Children P/L.,2938
3034.0,UNITED CHILDREN PTY LTD,AVONDALE HEIGHTS,United Children P/L.,2939
3188.0,St Mary's Preschool Centre Inc,HAMPTON,St Mary's Preschool Centre,2945
3113.0,Yarra Warra Preschool Inc,WARRANDYTE,Yarra Warra Preschool ,2946
3150.0,Wheeler's Hill Primary School Council,GLEN WAVERLEY,134 - 148 WHITES LANE ,2947
3175.0,Greater Dandenong City Council,DANDENONG,Greater Dandenong City Council,2953
3093.0,Lower Plenty Primary School,LOWER PLENTY,Lower Plenty Primary School,2954
3011.0,DAY AND NIGHT FAMILY DAY CARE PTY. LTD.,FOOTSCRAY,DAY AND NIGHT FAMILY DAY CARE,2968
3011.0,Safeway Family Day Care Pty Ltd,FOOTSCRAY,Safeway Family Day Care  ,2969
3178.0,Karoo Primary School,ROWVILLE,KAROO ROAD ,2977
3121.0,Yarra City Council,RICHMOND,Yarra City Council,2986
3058.0,Antonine Sisters Victoria Property Association Inc,COBURG,11-13 BARROW STREET ,2988
3029.0,TARNEIT P-9 COLLEGE SCHOOL COUNCIL,TARNEIT,Tarneit P-9 College,3014
3134.0,North Ringwood Community Children's Centre Inc,RINGWOOD NORTH,North Ringwood Community Children's Centre ,3015
3134.0,Holy Spirit Community School,RINGWOOD NORTH,ATTENTION SUE JOHNSTON HOLY SPIRIT PRIMARY SCHOOL 120 OBAN RD,3016
3029.0,Children Heaven Pty Ltd,TARNEIT,Children Heaven Family Day Care,3021
3030.0,Darl Enterprises Pty Ltd,WERRIBEE,85 PRES HIGHWAY ,3033
3011.0,Kids Vision Family Day Care Pty Ltd,FOOTSCRAY,Kids Vision Family Day Care,3035
3190.0,Highett Preschool Inc,HIGHETT,Highett Preschool ,3048
3191.0,Wallaby Childcare Blackrock Pty Ltd ATF Wallaby Childcare Blackrock Trust,SANDRINGHAM,Wallaby Childcare Blackrock   ATF Wallaby Childcare Blackrock Trust,3054
3191.0,Wallaby Childcare Greensborough PTY LTD ATF Wallaby Childcare Greensborough Trust,SANDRINGHAM,Wallaby Childcare Greensborough   ATF Wallaby Childcare Greensborough Trust,3055
3939.0,Waterfall Gully Preschool Inc,ROSEBUD,Waterfall Gully Preschool ,3057
3191.0,Concern Pty Ltd,SANDRINGHAM,111 TULIP STREET ,3059
3191.0,Kids on Tulip Pty Ltd ATF Ferguson Family Trust 2,SANDRINGHAM,111 TULIP STREET ,3060
3151.0,All Children's Care Early Learning Centre PL Atf the V Lombardi Trading Trust,BURWOOD EAST,All Children's Care Early Learning Centre PL Atf the V Lombardi Trading Trust,3061
3179.0,TKNA PTY LTD,SCORESBY,Scoresby Village Childcare,3077
3029.0,St James The Apostle Primary School,HOPPERS CROSSING,DERRIMUT ROAD ,3104
3175.0,Dandenong Day Nursery Inc- Dandenong Family Day Care,DANDENONG NORTH,Dandenong Day Nursery - Dandenong Family Day Care,3106
3020.0,Mrs Neima Omer,SUNSHINE NORTH,20 LOLN ST ,3114
3131.0,Whitehorse City Council,NUNAWADING,2 NUNAWADING DELIVERY CENTRE ,3119
3207.0,Port Phillip Specialist School Council,PORT MELBOURNE,CNR NOTT AND POOL STREET ,3130
3151.0,Malaambe Pty Ltd,BURWOOD EAST,Malaambe  ,3144
3023.0,Kororoit Creek Primary School,CAROLINE SPRINGS,Kororoit Creek Primary School,3155
3912.0,Somerville Preschool Inc,SOMERVILLE,Somerville Preschool ,3170
3134.0,Yarra Valley Grammar School,RINGWOOD,KALINDA ROAD ,3198
3805.0,Casey City Council,NARRE WARREN,Casey City Council,3201
3141.0,Fawkner Park Children's Centre Co-op Ltd,SOUTH YARRA,65 TOORAK ROAD (WEST) ,3238
3074.0,Bubup Wilam for Early Learning Incorporated,THOMASTOWN,Bubup Wilam for Early Learning ,3239
3146.0,Gardiner Preschool Inc,GLEN IRIS,Gardiner Preschool ,3240
3068.0,MUDANE FAMILY DAY CARE PTY LTD,FITZROY NORTH,7 HOLDEN CT ,3244
3934.0,Balcombe Preschool Association Inc,MOUNT MARTHA,Balcombe Preschool  ,3246
3911.0,Little People (Vic) Pty Ltd T/AS Long Island Early Learning Centre,BAXTER,Little People (Vic)   T/AS Long Island Early Learning Centre,3248
3163.0,Glen Huntly Primary School Council,GLEN HUNTLY,Glen Huntly Primary School Council,3249
3074.0,Barry Road Preschool Inc,THOMASTOWN,Barry Road Preschool ,3289
3125.0,Deakin & Community Childcare Co-operative Ltd,BURWOOD,DEAKIN UNIVERSITY BURWOOD 221 BURWOOD HWY,3294
3151.0,Benwerrin Preschool Association Inc,BURWOOD EAST,CNR BURWOOD HWY & BENWERRIN DRIVE ,3307
3943.0,Sorrento Community Centre Inc,SORRENTO,Sorrento Community Centre ,3321
3131.0,Mount Pleasant Road Nunawading Primary School Council,FOREST HILL,Mount Pleasant Road Nunawading Primary School Council,3373
3805.0,Prasadi Vithanage,NARRE WARREN,503 PRES HWY ,3382
3180.0,Knox Park Primary School,KNOXFIELD,KATHRYN ROAD ,3384
3151.0,Burwood Heights Primary School Council,BURWOOD EAST,CNR HAWTHORN AND MAHONEYS ROADS ,3390
3775.0,Yarra Glen Preschool Assoc Inc,YARRA GLEN,Yarra Glen Preschool Assoc ,3392
3806.0,St Margaret's School,BERWICK,St Margaret's School,3400
3805.0,Hillsmeade Primary School Council,NARRE WARREN SOUTH,Hillsmeade Primary School Council,3403
3134.0,Maroondah City Council,RINGWOOD,Maroondah City Council,3404
3169.0,Kingston City Church Inc,CLARINDA,312-322 KINGSTON ROAD ,3408
3067.0,Sophia Mundi Ltd,ABBOTSFORD,Sophia Mundi ,3419
3001.0,Defence and ABC Child Care Association Inc,MELBOURNE,Defence and ABC Child Care  ,3420
3019.0,A 2 Z Childcare Pty Ltd,BRAYBROOK,97A - 101 HARGREAVES CRESCENT ,3425
3127.0,Our Holy Redeemer School,SURREY HILLS,311 MONT ALBERT RD ,3430
3020.0,Brimbank Preschool Association Inc,SUNSHINE,BPA Children's Services,3440
3058.0,Coburg West Primary School,COBURG,REYNARD STREET ,3445
3072.0,PLAY HOUSE FAMILY DAY CARE PTY LTD,PRESTON,PLAY HOUSE FAMILY DAY CARE  ,3449
3934.0,Mt Martha Primary School Council,MOUNT MARTHA,GLENISLA DRIVE ,3453
3930.0,The Peninsula School,MOUNT ELIZA,The Peninsula School,3458
3101.0,Kew Primary School,KEW,PEEL STREET ,3470
3429.0,FUTURE KIDS (AUST) PTY LTD,SUNBURY,FUTURE KIDS (AUST)  ,3485
3429.0,Just Kids (Aust) Pty Ltd,SUNBURY,Just Kids (Aust)  ,3486
3028.0,Tiann Pty Ltd. ATF Bircher Family Trust,ALTONA MEADOWS,Tiann  . ATF Bircher Family Trust,3493
3095.0,Wattletree Preschool Inc,ELTHAM,Wattletree Preschool ,3499
3150.0,Columbia Park Pre-school Assocation Inc,WHEELERS HILL,Columbia Park Pre-school Assocation ,3509
3054.0,Princes Hill Primary School,CARLTON NORTH,PIGDON STREET ,3510
3084.0,Heidelberg Primary School,HEIDELBERG,Heidelberg Primary School,3517
3138.0,Billanook College,MOOROOLBARK,197-199 CARDIGAN ROAD ,3519
3056.0,MORELAND COMMUNITY CHILD CARE CENTRES INC.,BRUNSWICK,Moreland Community Child Care Centres ,3520
3115.0,Wonga Park Primary School,WONGA PARK,DUDLEY ROAD ,3529
3174.0,Heritage Preschool Association Inc,NOBLE PARK NORTH,2 BAKERS RD ,3532
3047.0,KIDS EARLY EDUCATION NETWORK PTY LTD,BROADMEADOWS,LPO BOX 3239 ,3540
3142.0,St Johns Anglican Kindergarten Inc,TOORAK,86 CLENDON ROAD ,3541
3079.0,Fairy Hills Kindergarten Association Inc,IVANHOE,356 UPPER HEIDELBERG RD ,3552
3083.0,City of Whittlesea,BUNDOORA,CHILDREN'S SERVICES LOCKED BAG 1 ,3554
3073.0,RESERVOIR EAST PRIMARY SCHOOL COUNCIL,RESERVOIR,BOLDREWOOD PARADE ,3562
3930.0,Kunyung Preschool Association Inc,MOUNT ELIZA,Kunyung Preschool  ,3577
3169.0,DISCOVERY TREE EARLY LEARNING CENTRE PTY. LTD. ATF DISCOVERY TREE EARLY LEARNING CENTRE UNIT TRUST,CLARINDA,DISCOVERY TREE EARLY LEARNING CENTRE,3579
3039.0,Moonee Valley City Council,MOONEE PONDS,Moonee Valley City Council,3581
3121.0,Richmond Primary School,RICHMOND,BRIGHTON STREET ,3585
3152.0,Wantirna South Primary School,WANTIRNA SOUTH,TYNER ROAD ,3597
3175.0,Cornish College,BANGHOLME,65 RIVEREND ROAD ,3603
3131.0,Parkmore Primary School,FOREST HILL,JOLIMONT ROAD ,3607
3146.0,Summerhill Park Kindergarten Inc,GLEN IRIS,46 AUDREY CRESCENT ,3609
3171.0,Springvale Service For Children Inc,SPRINGVALE,Springvale Service For Children ,3621
3084.0,Brept p/l  ATF The Bemco Trust,ROSANNA,Brept p/l  ATF The Bemco Trust,3625
3182.0,City of Port Phillip,ST KILDA,City of Port Phillip,3629
3150.0,Glen Waverley South Primary School Council,GLEN WAVERLEY,WHITES LANE ,3632
3204.0,Kids Plus Ormond Pty Ltd,ORMOND,Kids Plus Ormond  ,3639
3187.0,Hurlingham Preschool Association Inc,BRIGHTON EAST,1 PALMER AVENUE ,3644
3128.0,Roberts McCubbin Primary School,BOX HILL SOUTH,BIRDWOOD ST ,3648
3149.0,Pinewood Primary School Council,MOUNT WAVERLEY,PINEWOOD DRIVE ,3651
3138.0,Manchester Preschool Inc.,MOOROOLBARK,132 MANCHESTER ROAD ,3657
3101.0,The Society of Jesus in Victoria,KEW,XAVIER COLLEGE 135 BARKERS RD,3661
3199.0,Erinwood Preschool Inc,FRANKSTON,111-113 RAPHAEL CRESCENT ,3666
3198.0,Belvedere Park Preschool Association Inc,SEAFORD,Belvedere Park Preschool  ,3674
3156.0,OSHCare 4 KIDS Pty Ltd The Trustee for OSHCare 4 KIDS Unit Trust,UPPER FERNTREE GULLY,OSHCare 4 KIDS   The Trustee for OSHCare 4 KIDS Unit Trust,3684
3060.0,DARUL ULUM COLLEGE OF VICTORIA,FAWKNER,DARUL ULUM COLLEGE OF VICTORIA,3686
3198.0,Seaford North Primary School,SEAFORD,HALLIFAX STREET ,3690
3206.0,Middle Park Primary School Council,MIDDLE PARK,RICHARDSON STREET ,3691
3083.0,MCLEANS ROAD KINDERGARTEN INC,BUNDOORA,151 MCLEANS RD ,3693
3761.0,St Andrews Primary School Council,ST ANDREWS,CALEDONIA STREET ,3696
3121.0,Yarra Primary School,RICHMOND,DAVISON STREET ,3732
3912.0,Blacks Camp Preschool Centre Inc,SOMERVILLE,Blacks Camp Preschool Centre ,3702
3225.0,Queenscliff Kindergarten Inc,QUEENSCLIFF,STEVENS STREET ,3704
3058.0,Miss Deeqo Sallad,COBURG,3 14 GAFFNEY STREET,3713
3940.0,Eastbourne Primary School,ROSEBUD WEST,ALLAMBI AVE ,3735
3083.0,Numdaji Kwei Children's Centre Co-op Ltd,BUNDOORA,MCKIMMIES ROAD ,3738
3754.0,HAZEL GLEN COLLEGE,DOREEN,HAZEL GLEN COLLEGE 175 COOKES RD,3741
3136.0,Croydon Hills Primary School,CROYDON HILLS,CAMPASPE DRIVE ,3745
3910.0,Kids Paradise Long Street Pty Ltd,LANGWARRIN,Kids Paradise Long Street  ,3746
3135.0,Knaith Road Child Care Centre Inc,RINGWOOD EAST,KNAITH ROAD ,3748
3030.0,Sanctuary Lakes Resort Child Care Centre Pty Ltd ATF Sanctuary Lakes Resort Child Care Centre Unit Trust,SANCTUARY LAKES,88 GREG NORMAN DRIVE ,3757
3149.0,Huntingtower School Association,MOUNT WAVERLEY,Huntingtower School ,3758
3051.0,CRESCENT FAMILY DAY CARE PTY. LTD.,NORTH MELBOURNE,U 64  12 SUTTON ST ,3759
3786.0,Ferny Creek Primary School,FERNY CREEK,SCHOOL ROAD ,3763
3162.0,KOOL KIDZ ELC PTY LTD ATF KOOL KIDZ ELC UNIT TRUST,CAULFIELD,U 1  875 GLEN HUNTLY RD ,3771
3911.0,Baxter Preschool Inc,BAXTER,Baxter Preschool ,3773
3223.0,Portarlington Primary School,PORTARLINGTON,NEWCOMBE ST ,3789
3172.0,STARFISH CHILDCARE NUNAWADING PTY LTD ATF STARFISH NUNAWADING TRUST,DINGLEY VILLAGE,STARFISH CHILDCARE NUNAWADING   ATF STARFISH NUNAWADING TRUST,3798
3030.0,BARAKA FIRST FAMILY DAY CARE PTY LTD,WERRIBEE,U 4  3 SYNNOT ST ,3799
3127.0,Belotte Pty Ltd ATF Williams Family Trust,SURREY HILLS,Belotte   ATF Williams Family Trust,3803
3057.0,Mnasa Pty Ltd,BRUNSWICK EAST,83 HOLMES STREET ,3804
3083.0,Wallaby Childcare Bundoora Pty Ltd,BUNDOORA,14 SCHOLAR DRIVE UNIVERSITY HILL ,3807
3137.0,Palm Grove Preschool Centre Inc,KILSYTH,Palm Grove Preschool Centre ,3810
3168.0,CARECHOICE(AUST) Pty Ltd ATF CareChoice Business Trust,CLAYTON,2A WESTALL ROAD ,3811
3070.0,Westgarth Kindergarten Inc,NORTHCOTE,CLARKE STREET ,3813
3155.0,Knox Central Primary School Council,BORONIA,DARWIN ROAD ,3818
3165.0,Valkstone Primary School Council,BENTLEIGH EAST,Valkstone Primary School Council,3820
3109.0,Tunstall Square Kindergarten Inc,DONCASTER EAST,MAGGS STREET ,3823
3043.0,Tullamarine Primary School,TULLAMARINE,BROADMEADOWS ROAD ,3831
3137.0,Kilsyth Primary School Council,KILSYTH,DURHAM ROAD ,3836
3915.0,St Mary's Catholic Church,HASTINGS,St Mary's Catholic Church,3840
3980.0,Tooradin Primary School Council,TOORADIN,Tooradin Primary School,3848
3095.0,Meruka Child Care Co-op,ELTHAM,Meruka Child Care Co-op,3854
3910.0,Bayport Drive Preschool Committee Inc,LANGWARRIN,Bayport Drive Preschool Committee ,3865
3931.0,Mornington Primary School,MORNINGTON,VALE STREET ,3867
3019.0,Hannah Ali,BRAYBROOK,32 DANTUM GR ,3886
3127.0,Surrey Hills Preschool Centre Inc,SURREY HILLS,18 VERDUN STREET ,3891
3071.0,Thornbury Primary School Council,THORNBURY,HUTTON ST ,3898
3043.0,Gladstone Views Primary School Council,GLADSTONE PARK,CARRICK DRIVE ,3902
3088.0,Greensborough Campus Child Care Inc,GREENSBOROUGH,C/-  NMIT CIVIC DRIVE ,3903
3095.0,Eltham North Primary School,ELTHAM NORTH,WATTLETREE ROAD ,3944
3065.0,GOLD STAR FAMILY DAY CARE PTY LTD,FITZROY,U 159  90 BRUNSWICK ST ,3907
3918.0,Bittern Preschool Association Inc,BITTERN,Bittern Preschool  ,3913
3199.0,Delacombe Park Preschool Inc,FRANKSTON,29 OVERPORT ROAD ,3919
3058.0,Newlands Primary School,COBURG,ELIZABETH STREET ,3920
3055.0,Brunswick Montessori Children's House Inc,BRUNSWICK WEST,18A WALES STREET ,3933
3154.0,The Basin Community House Inc,THE BASIN,The Basin Community House ,3937
3135.0,Marlborough Primary School School Council,HEATHMONT EAST,HARDY CRESCENT ,3940
3175.0,EXCEL FAMILY DAY CARE PTY LTD,DANDENONG,UNIT 1A 1-11 BRYANTS ROAD,3943
3127.0,Mont Albert Primary School,MONT ALBERT,BARLOA ROAD ,3955
3199.0,Woodleigh School,FRANKSTON,3 MINIMBAH COURT ,3959
3095.0,Glen Katherine Primary School Council,ELTHAM NORTH,CALENDONIA DRIVE ,3960
3067.0,Abbotsford Primary School Council,ABBOTSFORD,LITHGOW STREET ,3961
3199.0,Paratea Preschool Inc,FRANKSTON,PARATEA AVENUE ,3969
3089.0,Sutherland Homes Pty Ltd,DIAMOND CREEK,SUITE 2A 14 YAN YEAN ROAD ,3974
3023.0,Caroline Springs College,CAROLINE SPRINGS,Caroline Springs College,3977
