geography_name, rai_national_total_2014_q2, rai_national_total_2014_q3, rai_national_total_2014_q4, rai_national_total_2021_q1, rai_national_total_2014_q1, state, rai_national_total_2020_q1, rai_national_total_2020_q2, rai_national_total_2020_q3, rai_national_total_2011_q2, rai_national_total_2020_q4, rai_national_total_2011_q1, city, unique_id, rai_national_total_2013_q3, rai_national_total_2013_q4, rai_national_total_2013_q1, rai_national_total_2012_q4, rai_national_total_2013_q2, rai_national_total_2015_q3, rai_national_total_2015_q4, rai_national_total_2015_q1, rai_national_total_2015_q2, rai_national_total_2016_q1, rai_national_total_2016_q2, rai_national_total_2016_q3, rai_national_total_2016_q4, rai_national_total_2012_q1, rai_national_total_2012_q3, rai_national_total_2012_q2, rai_national_total_2017_q3, rai_national_total_2017_q4, rai_national_total_2019_q1, rai_national_total_2017_q1, rai_national_total_2019_q2, rai_national_total_2017_q2, rai_national_total_2011_q4, rai_national_total_2018_q4, rai_national_total_2018_q3, rai_national_total_2018_q2, rai_national_total_2018_q1, rai_national_total_2021_q2, rai_national_total_2019_q3, rai_national_total_2019_q4
"3186",75.25084,72.7214,74.44169,74.70946,72.11538,"VIC",69.23077,79.88166,71.1275,67.47638,82.41758,68.4485,"Greater Melbourne",1474,70.35647,66.56805,63.63122,72.11538,72.7214,76.92308,73.26007,69.93007,73.84615,80.97166,71.55635,83.91608,79.5756,67.8733,62.61181,72.11538,71.00592,75.44379,73.19173,71.00592,74.58321,74.44169,73.42657,81.73077,72.38149,79.73734,74.3007,79.88166,70.55894,78.46154
"3191",87.41259,72.7214,105.4945,103.8462,82.41758,"VIC",88.7574,103.8462,99.37431,90.75194,103.8462,89.74359,"Greater Melbourne",1479,89.21491,94.57755,87.41259,95.09721,101.81,101.437,96.15385,115.3846,108.5973,93.24009,100.3344,106.7141,100.3344,84.13462,87.31809,85.92471,94.67456,99.57048,94.30473,95.16257,100.0785,102.5641,89.74359,100.0785,99.57048,101.6341,102.1635,105.9655,104.3372,98.07692
"3192",109.5424,110.9467,119.8801,115.3846,109.5424,"VIC",105.9655,112.8763,109.8901,112.9008,118.007,106.9791,"Greater Melbourne",1480,116.9439,109.5424,123.6264,120.1923,123.6264,115.3846,109.8901,115.3846,121.4575,118.3432,115.9644,107.3345,104.8951,110.6428,113.7595,106.2753,102.5641,114.0429,105.4591,102.5641,106.6054,107.3345,104.8951,108.9744,108.9744,106.6054,111.451,117.3403,106.6054,106.6054
"3194",120.1923,116.9439,119.8801,126.6417,121.8852,"VIC",123.6264,129.8077,129.8077,118.7783,129.8077,126.2019,"Greater Melbourne",1482,129.1619,115.3846,131.1189,120.1923,120.1923,128.2051,118.3432,126.4489,124.7401,119.1067,118.3432,119.1067,118.3432,126.2019,118.7783,112.1795,116.8452,122.9034,122.5962,118.3432,122.5962,118.3432,122.3776,122.5962,121.0826,115.3846,114.0429,133.1361,115.3846,118.165
"3195",108.1731,115.3846,115.3846,108.1731,113.8664,"VIC",108.1731,110.4746,110.4746,110.6428,112.8763,115.3846,"Greater Melbourne",1483,113.8664,113.8664,120.1923,113.8664,116.9439,115.3846,112.5704,116.2565,120.6637,114.6679,123.0769,109.2399,103.7165,109.1476,111.4058,112.1795,102.5641,121.8347,108.9744,103.7165,108.9744,109.8901,104.8951,103.2389,108.9744,108.9744,111.451,108.7394,106.6054,104.3372
"3200",163.2801,160.2564,170.9402,148.3516,163.2801,"VIC",157.3427,159.7633,157.3427,153.8462,152.7149,155.3254,"Greater Melbourne",1488,166.4201,166.4201,166.4201,173.0769,166.4201,163.3764,164.8352,167.8322,164.8352,153.8462,159.1512,159.1512,153.8462,155.3254,155.3254,155.3254,144.2308,148.6014,148.6014,148.8834,148.6014,146.5201,155.3254,150.8876,152.0572,148.6014,148.6014,152.7149,148.6014,146.3835
"3196",123.6264,121.0328,128.2051,120.7513,120.1923,"VIC",118.007,122.1719,120.7513,124.2604,120.7513,118.7783,"Greater Melbourne",1484,123.6264,122.7496,123.6264,123.6264,123.6264,127.321,121.4575,123.0769,126.4489,116.8452,123.0769,121.4575,121.4575,115.3846,118.7783,122.3776,115.3846,122.5962,116.7582,115.3846,116.7582,115.3846,115.3846,116.7582,116.7582,116.7582,116.7582,122.1719,119.606,121.0826
"3197",113.8664,110.9467,116.8452,110.4746,118.5458,"VIC",118.007,118.007,109.3117,115.3846,118.007,115.3846,"Greater Melbourne",1485,114.6205,118.5458,122.7496,113.8664,123.6264,116.8452,118.3432,119.8801,118.3432,115.3846,109.8901,109.2399,115.3846,112.1795,112.1795,109.8901,107.3345,119.606,104.3372,109.8901,108.9744,106.7141,112.1795,108.9744,108.9744,108.9744,114.0429,110.4746,108.9744,111.451
"3201",131.1189,131.1189,139.8601,133.1361,135.2163,"VIC",136.6397,139.3908,140.3326,126.2019,136.6397,126.2019,"Greater Melbourne",1489,131.1189,133.1361,135.2163,135.2163,133.1361,135.7466,133.7793,139.8601,139.8601,131.8681,131.8681,130.0108,128.2051,129.2308,122.3776,126.2019,124.7401,134.3519,132.5364,131.8681,130.7692,131.8681,126.2019,132.5364,132.5364,132.5364,130.7692,131.4508,132.5364,132.5364
"3198",139.5782,135.2163,144.2308,131.4508,135.2163,"VIC",133.1361,134.8651,128.2051,134.6154,129.8077,134.6154,"Greater Melbourne",1486,139.5782,138.4615,139.5782,144.2308,139.5782,143.1127,135.7466,139.8601,139.8601,139.8601,135.7466,135.7466,131.8681,134.6154,136.897,134.6154,131.8681,132.5364,129.0486,128.2051,132.5364,126.4489,134.6154,129.0486,129.9032,129.0486,132.5364,123.6264,130.7692,125.7396
"3202",108.1731,112.3876,103.7165,97.96807,109.5424,"VIC",85.1198,99.37431,93.55509,77.29113,88.00522,null,"Greater Melbourne",1490,137.3626,108.1731,null,92.5545,null,124.7401,92.30769,118.4951,102.5641,115.3846,101.437,108.5973,108.5973,75.83965,76.19739,null,92.30769,98.07692,106.6054,115.529,107.7768,102.5641,79.96954,83.11604,128.2051,95.22031,118.165,123.6264,89.16084,87.56868
"3199",144.2308,144.2308,148.8834,144.2308,144.2308,"VIC",146.2622,144.2308,144.2308,139.2573,140.3326,146.8531,"Greater Melbourne",1487,146.6754,146.6754,149.2042,146.6754,146.6754,144.2308,139.8601,148.8834,148.8834,139.8601,142.0118,139.8601,139.8601,139.2573,139.2573,139.2573,131.8681,138.1365,140.3103,135.7466,140.1099,135.7466,141.7004,138.1365,140.1099,136.2179,140.1099,136.6397,136.2179,136.2179
"3204",108.1731,104.8951,109.8901,108.1731,103.022,"VIC",108.1731,112.8763,109.3117,102.2395,108.1731,104.8951,"Greater Melbourne",1491,109.5424,109.5424,105.5347,113.8664,110.2401,109.8901,107.3345,109.8901,112.5704,108.5973,108.5973,102.5641,102.5641,101.2146,115.3846,103.5503,102.5641,104.3372,99.0676,100.3344,98.07692,96.55616,102.2395,101.1102,102.1635,100.0785,104.3372,115.3846,98.07692,99.57048
"3205",86.53846,88.30455,92.30769,123.6264,86.53846,"VIC",96.15385,103.8462,115.3846,82.41758,119.3634,82.41758,"Greater Melbourne",1492,86.53846,84.84163,94.06355,86.53846,86.53846,92.30769,90.49774,94.19152,95.16257,92.30769,92.30769,92.30769,92.30769,79.18552,80.76923,80.76923,92.30769,92.5254,89.16084,90.49774,90.39348,86.26887,80.76923,93.40659,94.30473,92.5254,93.85351,123.6264,92.09101,90.39348
"3206",78.67133,74.60212,83.61204,79.88166,73.33768,"VIC",72.11538,79.88166,83.41057,76.92308,79.88166,70.8502,"Greater Melbourne",1493,78.67133,68.68132,77.26648,83.21006,80.87707,77.56949,73.26007,79.92008,72.39819,65.93407,71.00592,67.62468,70.19596,73.42657,73.42657,74.10021,71.00592,74.3007,74.02032,67.8733,67.17597,65.93407,72.11538,75.44379,71.07023,70.05495,67.17597,78.67133,71.58899,70.05495
"3207",83.21006,80.12821,84.68596,88.00522,78.67133,"VIC",81.12981,94.40559,91.09312,77.66272,87.26568,76.92308,"Greater Melbourne",1494,84.84163,78.67133,86.53846,81.64006,78.67133,83.91608,84.68596,87.08273,83.91608,79.5756,83.91608,81.68822,83.91608,73.42657,73.42657,75.83965,83.91608,79.09429,81.73077,79.5756,78.77665,79.5756,70.8502,80.39092,81.73077,77.22592,79.09429,86.53846,76.6226,77.83883
"3211",null,null,null,null,null,"VIC",null,null,null,null,null,null,"Greater Melbourne",1495,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3222",139.5782,145.4428,145.3664,129.8077,149.2042,"VIC",134.8651,136.6397,134.8651,141.7004,129.8077,140.4682,"Rest of Vic.",1505,144.2308,144.2308,135.2163,144.2308,149.2042,138.8086,139.8601,148.8834,135.7466,139.8601,135.7466,135.7466,131.8681,134.6154,134.6154,136.897,130.0108,130.7692,125.7396,130.9329,125.7396,131.8681,134.6154,127.3726,130.7692,130.7692,130.7692,123.6264,125.7396,125.7396
"3223",163.2801,160.2564,161.9433,138.4615,154.533,"VIC",144.2308,144.2308,140.3326,149.5726,136.6397,158.371,"Rest of Vic.",1506,160.2564,154.533,160.2564,169.6833,154.533,159.1512,156.4537,164.8352,164.8352,164.8352,160.5351,159.1512,159.1512,149.5726,149.5726,144.2308,153.8462,153.2452,148.6014,153.8462,144.2308,148.8834,155.3254,148.6014,144.2308,155.6777,150.8876,134.8651,142.1405,132.5364
"3225",125.4181,132.1198,151.3241,103.8462,114.6205,"VIC",129.8077,115.3846,119.3634,120.5511,115.3846,126.2019,"Rest of Vic.",1508,123.6264,131.1189,127.2624,127.2624,120.1923,128.2051,126.4489,142.0118,137.7727,131.8681,130.0108,128.2051,121.4575,106.2753,126.2019,126.2019,130.0108,129.0486,119.606,121.4575,111.451,128.2051,115.3846,124.148,119.606,140.1099,124.148,103.8462,116.7582,118.165
"3335",113.8664,113.8664,121.4575,138.4615,null,"VIC",136.6397,136.6397,136.6397,null,134.8651,null,"Greater Melbourne",1581,null,123.6264,null,null,null,124.7401,118.3432,121.4575,117.5894,115.3846,111.2141,115.3846,113.9601,null,null,null,108.5973,112.7321,125.7396,107.3345,129.0486,112.5704,null,122.5962,122.5962,134.3519,122.5962,140.3326,129.0486,129.0486
"3337",157.3427,160.2564,164.8352,157.3427,157.3427,"VIC",157.3427,157.3427,157.3427,152.3948,157.3427,149.5726,"Greater Melbourne",1582,160.2564,160.2564,163.2801,160.2564,163.2801,161.9433,159.1512,167.8322,167.8322,159.1512,161.9433,159.1512,153.8462,149.5726,152.3948,152.3948,144.2308,153.2452,144.2308,148.8834,148.6014,148.8834,149.5726,148.6014,148.6014,148.6014,148.6014,153.8462,144.2308,146.3835
"3338",151.8219,149.2042,153.8462,148.3516,154.533,"VIC",148.3516,148.3516,146.2622,144.2308,148.3516,149.5726,"Greater Melbourne",1583,157.3427,154.533,160.2564,160.2564,154.533,153.8462,148.8834,159.1512,153.8462,151.3241,148.8834,144.2308,146.8698,149.5726,146.8531,146.8531,144.2308,148.6014,144.2308,144.2308,144.2308,144.2308,146.8531,144.2308,144.2308,148.6014,149.0531,147.929,144.2308,140.1099
"3427",null,149.2042,144.2308,126.6417,null,"VIC",126.6417,133.1361,129.8077,null,120.7513,null,"Greater Melbourne",1630,153.1654,149.2042,null,null,null,148.8834,156.4537,153.8462,null,144.2308,137.7727,131.8681,131.8681,null,null,null,132.8168,140.1099,125.7396,139.8601,127.3726,131.8681,null,122.5962,122.5962,129.0486,130.7692,126.6417,129.0486,118.165
"3428",null,null,null,null,null,"VIC",null,null,null,null,null,null,"Greater Melbourne",1631,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3429",135.2163,135.2163,144.2308,136.6397,135.2163,"VIC",140.3326,140.3326,140.3326,130.273,136.6397,133.5029,"Greater Melbourne",1632,135.2163,135.2163,137.3626,137.3626,137.3626,139.8601,139.8601,139.8601,139.8601,139.8601,135.7466,135.7466,135.7466,126.2019,130.273,126.2019,130.9329,134.3519,129.0486,132.8168,129.0486,131.8681,129.2308,129.0486,132.5364,132.5364,136.2179,133.1361,132.5364,129.0486
"3437",123.6264,123.6264,121.4703,94.40559,118.5458,"VIC",109.3117,115.3846,122.1719,112.1795,110.4746,113.7595,"Greater Melbourne",1638,123.6264,119.3634,120.1923,123.6264,123.6264,121.4575,126.4489,124.7401,121.4575,124.7401,114.6679,112.5704,118.3432,109.1476,109.1476,122.3776,109.8901,118.165,108.9744,118.3432,108.9744,118.3432,107.6923,114.0429,110.1988,108.9744,114.0429,107.0579,108.9744,107.7768
"3752",123.6264,127.2624,131.8681,129.8077,123.6264,"VIC",129.8077,129.8077,129.8077,115.3846,129.8077,112.1795,"Greater Melbourne",1817,123.6264,123.6264,123.6264,127.2624,123.6264,131.8681,128.2051,131.8681,128.2051,128.2051,129.1017,128.2051,124.7401,115.3846,115.3846,116.8875,121.4575,129.0486,125.7396,124.7401,126.5509,124.7401,115.3846,122.5962,129.0486,124.148,129.0486,129.8077,125.7396,125.7396
"3766",null,null,null,null,null,"VIC",null,null,null,null,null,null,"Greater Melbourne",1830,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3750",129.1619,123.6264,135.7466,129.8077,129.1619,"VIC",129.8077,129.8077,129.8077,null,129.8077,null,"Greater Melbourne",1815,128.2051,127.2624,128.2051,125.4181,127.2624,136.7521,144.2308,131.8681,131.8681,140.9278,133.7793,131.8681,131.8681,null,122.3776,113.7595,122.2618,134.3519,122.5962,131.8681,122.5962,135.7466,null,129.0486,125.7396,122.5962,129.0486,133.1361,125.7396,125.7396
"3751",null,null,null,null,null,"VIC",null,null,null,null,null,null,"Greater Melbourne",1816,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3754",127.2624,127.2624,135.7466,129.9702,127.2624,"VIC",131.4508,134.8651,133.1361,109.1476,133.1361,112.1795,"Greater Melbourne",1819,129.1619,131.1189,127.2624,127.2624,131.1189,131.8681,131.8681,131.8681,135.7466,131.8681,131.8681,131.8681,128.2051,115.3846,118.7783,118.7783,124.7401,132.5364,129.0486,130.0108,126.5509,128.2051,115.3846,129.0486,125.7396,129.0486,129.0486,129.8077,122.5962,125.7396
"3755",null,null,null,null,null,"VIC",null,null,null,null,null,null,"Greater Melbourne",1820,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3765",116.9439,null,115.3846,null,135.2163,"VIC",120.7513,129.8077,125.1158,null,null,null,"Greater Melbourne",1829,null,null,null,null,123.6264,115.3846,null,null,137.7727,116.8452,119.8801,130.0108,124.7401,107.6923,126.2019,null,null,129.0486,null,112.5704,null,null,120.5511,114.0429,132.5364,null,null,null,119.606,null
"3767",null,null,null,null,null,"VIC",null,null,null,null,null,null,"Greater Melbourne",1831,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3770",null,null,null,null,null,"VIC",null,null,null,null,null,null,"Greater Melbourne",1832,null,null,135.2163,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3759",null,null,null,null,null,"VIC",null,null,null,null,null,null,"Greater Melbourne",1824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3760",null,null,null,null,null,"VIC",null,null,null,null,null,null,"Greater Melbourne",1825,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3775",131.1189,121.8852,null,122.1719,null,"VIC",null,null,null,118.7783,null,115.3846,"Greater Melbourne",1833,131.1189,123.6264,123.6264,127.2624,115.3846,null,null,null,137.7727,null,142.0118,118.3432,123.0769,124.2604,119.6581,115.3846,115.3846,127.3726,130.7692,112.5704,134.3519,121.4575,125.2236,null,126.5509,null,130.7692,null,null,121.0826
"3777",139.5782,133.1361,131.8681,136.6397,135.2163,"VIC",138.4615,129.8077,140.3326,134.6154,125.1158,134.6154,"Greater Melbourne",1834,135.2163,127.2624,127.2624,135.2163,138.4615,135.7466,131.8681,135.7466,134.7558,131.8681,131.8681,129.1017,130.0108,134.6154,122.3776,134.6154,133.7793,129.0486,129.0486,133.7793,129.0486,128.2051,126.2019,129.0486,129.0486,132.5364,134.3519,123.6264,132.5364,126.5509
"3761",null,null,null,null,null,"VIC",null,null,null,null,null,null,"Greater Melbourne",1826,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3763",null,null,null,null,null,"VIC",null,null,null,null,null,null,"Greater Melbourne",1827,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3782",123.6264,110.2401,115.3846,null,120.1923,"VIC",111.0654,123.6264,null,136.897,null,118.7783,"Greater Melbourne",1838,116.9439,123.6264,128.2051,135.2163,118.5458,126.4489,114.6679,126.4489,124.7401,135.7466,115.3846,124.7401,121.4575,100.9615,125.2236,106.2753,119.8801,121.0826,116.7582,123.0769,115.3846,121.4575,109.1476,126.5509,114.0429,116.7582,114.0429,108.1731,114.0429,108.9744
"3785",null,null,null,null,null,"VIC",null,null,null,null,null,null,"Greater Melbourne",1840,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3786",null,null,null,null,null,"VIC",null,null,null,null,null,null,"Greater Melbourne",1841,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3787",null,null,null,null,null,"VIC",null,null,null,null,null,null,"Greater Melbourne",1842,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3788",120.1923,null,109.8901,null,null,"VIC",null,null,null,null,null,null,"Greater Melbourne",1843,null,null,null,null,null,null,null,118.3432,null,124.7401,null,null,null,122.3776,null,null,null,null,121.0826,null,null,null,null,null,null,null,null,null,null,null
"3789",null,null,null,null,null,"VIC",null,null,null,null,null,null,"Greater Melbourne",1844,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3792",null,null,null,null,null,"VIC",null,null,null,null,null,null,"Greater Melbourne",1846,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3791",null,null,null,null,null,"VIC",null,null,null,null,null,null,"Greater Melbourne",1845,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3793",125.4181,117.7394,131.8681,null,139.5782,"VIC",133.1361,null,null,126.2019,null,null,"Greater Melbourne",1847,131.1189,null,135.2163,126.3335,124.5158,null,135.7466,null,131.8681,null,110.5481,null,117.5894,109.1476,124.2604,118.7783,115.3846,114.0429,118.8811,109.8901,129.0486,116.8452,111.4058,116.7582,null,null,null,null,null,116.7582
"3795",null,null,null,null,null,"VIC",null,null,null,null,null,null,"Greater Melbourne",1848,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3796",125.4181,135.2163,139.8601,179.0451,121.8852,"VIC",130.6241,129.0014,129.8077,124.2604,123.6264,113.7595,"Greater Melbourne",1849,124.5158,127.2624,125.4181,125.4181,115.3846,209.7902,134.7558,125.5887,159.1512,135.7466,137.7727,137.7727,123.0769,109.1476,126.2019,124.2604,119.8801,148.6014,122.5962,130.0108,122.5962,119.8801,126.2019,144.2308,134.3519,129.0486,136.2179,142.255,127.3726,134.3519
"3800",null,null,null,null,null,"VIC",null,null,null,null,null,null,"Greater Melbourne",1852,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3809",122.7496,120.1923,128.2051,131.4508,120.1923,"VIC",133.1361,129.8077,132.2881,null,133.1361,118.7783,"Greater Melbourne",1860,123.6264,120.1923,123.6264,127.2624,127.2624,131.8681,123.0769,128.2051,128.2051,121.4575,121.4575,121.4575,118.3432,112.1795,115.3846,112.1795,124.7401,125.7396,127.3726,119.1067,129.0486,123.0769,115.3846,129.0486,127.3726,125.7396,125.7396,126.6417,129.0486,129.0486
"3802",127.2624,123.6264,135.7466,133.1361,127.2624,"VIC",129.8077,126.6417,132.2881,126.2019,133.1361,126.2019,"Greater Melbourne",1853,130.133,126.3335,131.1189,135.2163,131.1189,131.8681,124.7401,131.8681,131.8681,128.2051,128.2051,123.0769,124.7401,121.4575,122.3776,120.5511,119.1067,125.7396,122.5962,123.0769,125.7396,124.7401,118.7783,125.7396,129.0486,125.7396,131.4704,129.8077,125.7396,129.0486
"3803",127.2624,127.2624,135.7466,129.8077,127.2624,"VIC",138.4615,134.8651,140.3326,122.3776,136.6397,130.273,"Greater Melbourne",1854,135.2163,135.2163,133.1361,135.2163,131.1189,135.7466,135.7466,135.7466,136.7521,135.7466,131.8681,133.7793,135.7466,126.2019,126.2019,128.2051,128.2051,140.1099,130.7692,131.8681,132.5364,128.2051,122.3776,133.438,129.0486,131.6469,129.0486,133.1361,132.5364,136.2179
"3804",null,null,null,null,null,"VIC",107.0579,null,null,null,null,null,"Greater Melbourne",1855,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,86.03239,null,null,null,null,null,null,null,null,null,null,null
"3805",123.6264,127.2624,131.8681,131.4508,131.1189,"VIC",136.6397,136.6397,136.6397,126.2019,134.6902,122.3776,"Greater Melbourne",1856,127.2624,127.2624,131.1189,131.1189,131.1189,128.2051,128.2051,135.7466,131.8681,128.2051,128.2051,128.2051,124.7401,122.3776,122.3776,122.3776,121.4575,130.7692,129.0486,128.2051,128.2051,124.7401,122.3776,132.5364,129.0486,131.6469,130.7692,129.8077,129.0486,125.7396
"3806",120.1923,120.1923,124.7401,123.6264,123.6264,"VIC",126.6417,129.8077,126.6417,115.3846,129.8077,113.7595,"Greater Melbourne",1857,120.1923,120.1923,127.2624,125.4181,123.6264,121.4575,118.3432,122.2618,121.4575,121.4575,118.3432,118.3432,118.3432,115.3846,115.3846,112.1795,115.3846,122.5962,122.5962,115.3846,122.5962,115.3846,115.3846,119.606,122.5962,119.606,122.5962,120.0534,122.5962,119.606
"3807",130.133,113.8664,133.7793,126.6417,113.8664,"VIC",129.8077,131.4508,150.5017,117.9113,138.4615,126.2019,"Greater Melbourne",1858,130.133,137.3626,125.4181,137.3626,118.5458,122.2618,126.4489,108.5973,122.2618,118.3432,118.3432,126.4489,116.1103,117.0569,115.3846,115.3846,109.8901,128.2051,127.3726,109.8901,122.5962,109.8901,116.2147,125.7396,119.606,123.3672,129.0486,129.0014,124.148,124.148
"3808",null,null,null,null,null,"VIC",null,null,null,null,null,null,"Greater Melbourne",1859,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3810",139.5782,135.2163,144.2308,144.2308,139.5782,"VIC",148.3516,148.3516,148.3516,130.273,144.2308,134.6154,"Greater Melbourne",1861,139.5782,136.281,144.2308,141.8663,144.2308,139.8601,137.7727,144.2308,144.2308,139.8601,139.8601,135.7466,135.7466,130.273,134.6154,134.6154,131.8681,140.1099,140.1099,135.7466,140.1099,131.8681,130.273,140.1099,140.1099,140.1099,140.1099,140.3326,140.1099,140.1099
"3913",null,null,142.0118,null,146.6754,"VIC",131.4508,null,null,126.2019,null,null,"Greater Melbourne",1922,157.3427,127.2624,140.7129,139.5782,null,null,null,null,131.8681,null,135.7466,null,139.8601,126.2019,141.7004,124.2604,118.3432,null,null,null,108.9744,null,null,null,129.0486,122.5962,null,null,null,null
"3910",135.2163,139.5782,144.2308,144.2308,138.4615,"VIC",134.8651,144.2308,134.8651,126.2019,137.5446,130.273,"Greater Melbourne",1919,135.2163,139.5782,139.5782,135.2163,139.5782,142.0118,144.2308,140.9278,144.2308,143.1127,144.2308,142.0118,139.8601,132.4086,130.273,130.273,135.7466,140.1099,136.2179,133.7793,136.2179,139.8601,130.273,136.2179,136.2179,140.1099,140.1099,137.5446,136.2179,136.2179
"3915",151.8219,139.5782,159.1512,136.6397,149.2042,"VIC",133.1361,148.3516,148.3516,135.7466,140.3326,139.2573,"Greater Melbourne",1923,151.8219,149.2042,147.929,151.8219,155.9252,159.1512,153.8462,151.3241,153.8462,153.8462,144.2308,148.8834,144.2308,139.2573,139.2573,139.2573,133.7793,144.2308,140.1099,143.1127,138.1365,144.2308,144.2308,138.1365,138.1365,140.1099,144.2308,136.6397,140.1099,136.2179
"3921",null,null,null,null,null,"VIC",null,null,null,null,null,null,"Rest of Vic.",1928,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3911",null,null,151.3241,null,139.5782,"VIC",null,125.1158,null,null,118.007,null,"Greater Melbourne",1920,132.1198,null,137.3626,null,null,null,null,null,null,null,138.8086,null,123.0769,141.7004,null,118.7783,124.7401,null,null,null,121.0826,null,null,126.5509,122.5962,125.7396,null,null,119.606,null
"3926",null,null,null,null,null,"VIC",105.9655,null,null,115.3846,null,null,"Greater Melbourne",1932,125.4181,null,null,125.4181,115.3846,113.9601,null,null,null,100.3344,null,112.5704,null,114.5663,null,null,100.3344,null,null,null,93.40659,null,118.7783,107.7768,null,null,null,99.85207,115.3846,98.07692
"3912",122.7496,128.2051,131.8681,123.6264,121.8852,"VIC",123.6264,132.2881,123.6264,130.273,121.4575,122.3776,"Greater Melbourne",1921,125.4181,127.2624,127.2624,135.2163,125.4181,127.321,124.7401,130.0108,135.7466,124.7401,126.4489,125.5887,128.2051,125.2236,118.7783,123.3118,123.0769,132.5364,122.5962,121.4575,118.165,123.0769,130.273,128.2051,129.0486,128.2051,125.7396,115.3846,119.606,124.148
"3916",null,null,null,null,null,"VIC",null,null,null,null,null,null,"Greater Melbourne",1924,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3918",123.6264,null,137.7727,null,133.1361,"VIC",125.8741,110.4746,null,null,116.6811,null,"Greater Melbourne",1925,null,137.3626,130.133,null,135.2163,153.8462,142.0118,null,null,null,null,null,133.7793,141.7004,124.2604,115.3846,null,129.0486,119.606,133.7793,114.0429,124.7401,null,129.0486,null,114.0429,null,111.6625,116.7582,116.7582
"3919",149.2042,145.4428,153.8462,136.6397,149.2042,"VIC",140.3326,null,142.255,144.2308,138.4615,134.6154,"Greater Melbourne",1926,157.3427,149.2042,153.1654,160.2564,154.533,157.7909,159.1512,156.4537,159.1512,139.8601,144.2308,148.8834,148.8834,136.897,139.2573,136.897,135.7466,146.3835,136.2179,128.2051,136.2179,128.2051,144.2308,144.2308,138.1365,144.2308,135.2785,null,132.5364,125.7396
"3920",null,null,null,null,null,"VIC",null,null,null,null,null,null,"Greater Melbourne",1927,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3927",null,null,null,null,null,"VIC",null,99.85207,null,null,null,null,"Greater Melbourne",1933,null,null,null,null,null,null,null,121.4575,121.4575,108.5973,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3928",null,null,null,null,null,"VIC",null,null,null,null,null,null,"Greater Melbourne",1934,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
