geography_name, rai_national_total_2014_q2, rai_national_total_2014_q3, rai_national_total_2014_q4, rai_national_total_2021_q1, rai_national_total_2014_q1, state, rai_national_total_2020_q1, rai_national_total_2020_q2, rai_national_total_2020_q3, rai_national_total_2011_q2, rai_national_total_2020_q4, rai_national_total_2011_q1, city, unique_id, rai_national_total_2013_q3, rai_national_total_2013_q4, rai_national_total_2013_q1, rai_national_total_2012_q4, rai_national_total_2013_q2, rai_national_total_2015_q3, rai_national_total_2015_q4, rai_national_total_2015_q1, rai_national_total_2015_q2, rai_national_total_2016_q1, rai_national_total_2016_q2, rai_national_total_2016_q3, rai_national_total_2016_q4, rai_national_total_2012_q1, rai_national_total_2012_q3, rai_national_total_2012_q2, rai_national_total_2017_q3, rai_national_total_2017_q4, rai_national_total_2019_q1, rai_national_total_2017_q1, rai_national_total_2019_q2, rai_national_total_2017_q2, rai_national_total_2011_q4, rai_national_total_2018_q4, rai_national_total_2018_q3, rai_national_total_2018_q2, rai_national_total_2018_q1, rai_national_total_2021_q2, rai_national_total_2019_q3, rai_national_total_2019_q4
"3124",96.15385,92.5545,102.5641,108.1731,94.06355,"VIC",98.9011,96.15385,108.1731,95.02262,100.3344,89.74359,"Greater Melbourne",1415,96.69102,86.53846,94.06355,90.14423,96.15385,100.3344,109.2399,100.3344,102.5641,98.19967,94.67456,94.19152,94.19152,96.15385,91.78322,89.74359,88.7574,94.30473,98.07692,97.16599,89.16084,97.16599,90.75194,89.16084,93.40659,90.81197,99.0676,111.0654,92.5254,94.30473
"3126",90.12076,83.21006,94.67456,74.17582,74.60212,"VIC",79.88166,92.71978,86.17938,76.19739,69.23077,74.78632,"Greater Melbourne",1417,86.53846,72.11538,80.87707,76.58271,62.70903,77.24493,83.91608,83.91608,79.23407,98.7248,83.91608,85.47009,87.08273,77.66272,80.76923,80.76923,76.92308,81.73077,72.91965,69.66618,62.86982,79.5756,67.8733,70.05495,82.41758,79.09429,81.73077,100.8215,83.11604,75.44379
"3125",143.0388,180.2885,125.5887,129.8077,184.1244,"VIC",179.0451,129.8077,131.4508,134.6154,126.6417,183.5664,"Greater Melbourne",1416,127.2624,123.6264,176.6091,116.159,116.9439,131.8681,121.4575,192.3077,121.4575,200.6689,109.8901,115.3846,135.7466,156.6661,136.897,112.1795,116.8452,128.2051,170.237,184.6154,112.0879,110.5481,115.3846,122.5962,129.0486,104.3372,188.6095,120.7513,122.5962,116.7582
"3131",116.9439,116.9439,121.4575,123.6264,113.8664,"VIC",121.4575,123.6264,126.6417,112.1795,123.6264,109.1476,"Greater Melbourne",1422,116.9439,112.3876,113.8664,123.6264,113.8664,117.9938,119.8801,121.4575,118.3432,118.3432,118.3432,116.8452,118.3432,112.1795,112.1795,115.3846,115.3846,119.606,116.7582,115.3846,114.0429,115.3846,112.1795,116.7582,118.165,118.165,117.4574,118.6813,116.7582,116.7582
"3132",120.1923,118.5458,119.1067,127.4186,116.9439,"VIC",120.7513,122.8949,116.6811,118.7783,122.1719,115.3846,"Greater Melbourne",1423,120.1923,118.5458,125.4181,120.1923,118.5458,123.0769,121.4575,121.4575,128.2051,118.3432,118.3432,119.1067,115.3846,112.1795,112.1795,115.3846,109.2399,118.165,114.0429,118.3432,116.7582,115.3846,117.0569,116.7582,112.7321,114.0429,118.165,115.3846,119.606,116.7582
"3133",105.5347,103.022,102.5641,108.1731,103.022,"VIC",103.8462,108.1731,104.8951,103.5503,101.81,110.6428,"Greater Melbourne",1424,105.5347,109.5424,108.8534,108.1731,108.1731,107.3345,103.7165,104.8951,109.8901,98.19967,104.3025,109.8901,107.3345,104.2184,106.2753,106.2753,93.24009,108.9744,102.6983,100.3344,104.3372,102.5641,100.9615,102.6983,106.6054,101.1102,104.3372,108.1731,106.6054,102.1635
"3134",123.6264,125.4181,131.8681,129.8077,122.7496,"VIC",129.8077,126.6417,125.8741,118.7783,129.8077,130.273,"Greater Melbourne",1425,127.2624,123.6264,127.2624,133.1361,127.2624,128.2051,124.7401,128.2051,128.2051,126.4489,128.2051,121.4575,124.7401,122.3776,123.3118,122.3776,122.2618,124.148,122.5962,119.8801,119.606,119.8801,120.5511,122.5992,122.5962,122.5962,127.3726,129.8077,119.606,116.7582
"3135",123.6264,120.1923,130.0108,123.6264,123.6264,"VIC",123.6264,126.6417,123.6264,126.2019,118.007,122.3776,"Greater Melbourne",1426,131.1189,127.2624,131.1189,127.2624,135.2163,131.8681,124.7401,131.8681,127.321,121.4575,121.4575,121.4575,121.4575,122.3776,120.5511,122.3776,118.3432,125.7396,124.9388,121.4575,127.3726,121.4575,122.3776,122.5962,122.5962,122.5962,124.148,125.1158,122.5962,118.8811
"3136",123.6264,123.6264,131.1189,120.7513,123.6264,"VIC",120.7513,127.4186,122.1719,122.3776,122.1719,122.3776,"Greater Melbourne",1427,127.2624,125.4181,129.1619,127.2624,127.2624,121.4575,127.4968,128.2051,131.8681,121.4575,124.7401,123.0769,121.4575,122.3776,122.3776,122.3776,116.8452,122.5962,122.5962,121.4575,119.606,120.6637,118.7783,119.5768,119.606,122.5962,122.5962,115.3846,119.606,116.7582
"3127",96.15385,101.81,107.9622,114.7471,103.022,"VIC",103.8462,110.4746,108.1731,100.9615,109.3117,98.49906,"Greater Melbourne",1418,104.2632,103.022,103.022,108.1731,108.1731,104.3025,106.7141,107.3345,107.3345,107.3345,102.5641,103.7165,102.5641,96.15385,100.9615,97.9021,102.5641,106.6054,101.1102,102.5641,102.1635,99.7921,102.2395,101.6341,99.0676,102.1635,98.07692,109.3117,102.1635,94.30473
"3140",121.2312,123.6264,128.2051,133.1361,127.2624,"VIC",129.8077,139.3908,133.1361,126.2019,133.1361,122.3776,"Greater Melbourne",1431,127.2624,125.4181,134.7951,130.133,124.5158,131.8681,131.8681,126.4489,128.2051,130.9329,131.8681,130.0108,128.2051,119.6581,118.7783,127.0116,124.7401,137.1705,127.3726,128.2051,129.0486,123.0769,122.3776,125.7396,129.0486,127.3726,136.2179,126.6417,125.7396,129.0486
"3128",123.6264,119.3634,121.4575,132.7956,123.6264,"VIC",119.3634,126.6417,129.8077,134.6154,131.4508,128.2051,"Greater Melbourne",1419,129.1619,118.5458,133.1361,127.2624,123.6264,124.7401,121.4575,144.2308,123.0769,130.9329,121.4575,116.1103,118.3432,115.3846,122.3776,115.3846,115.3846,116.7582,116.7582,128.2051,108.9744,118.3432,115.3846,111.451,114.0429,118.8811,114.0429,136.6397,108.9744,108.9744
"3143",108.1731,116.9439,112.5704,123.6264,109.5424,"VIC",103.3295,105.4276,110.4746,106.2753,114.1167,100.9615,"Greater Melbourne",1434,111.6625,110.2401,109.5424,103.022,110.2401,116.8452,115.3846,119.8801,115.3846,115.3846,112.5704,106.1008,115.3846,106.2753,106.2753,102.2395,101.437,93.40659,102.1635,109.8901,104.8951,102.5641,96.15385,102.1635,104.3372,101.6341,106.6054,122.8949,102.1635,92.09101
"3129",106.8376,108.1731,118.3432,109.3117,110.9467,"VIC",105.9655,112.8763,114.1167,102.8907,110.4746,106.2753,"Greater Melbourne",1420,110.9467,109.5424,108.1731,112.3876,113.8664,107.9622,112.5704,112.5704,115.3846,107.3345,107.3345,107.3345,108.3017,109.1476,104.8951,103.5503,101.437,108.9744,105.4591,102.5641,100.0785,106.7141,106.2753,106.6054,107.7768,104.3372,108.7327,115.3846,102.1635,106.6054
"3130",112.3876,109.5424,118.3432,126.6417,110.9467,"VIC",120.7513,120.7513,123.6264,104.8951,120.7513,106.2753,"Greater Melbourne",1421,115.3846,113.8664,116.9439,113.8664,116.9439,116.8452,115.3846,118.3432,117.5894,112.5704,109.8901,115.3846,115.3846,109.1476,106.2753,103.5503,106.7141,116.7582,108.9744,114.6679,108.9937,111.2141,109.1476,108.9744,114.0429,116.7582,111.451,122.1719,111.451,108.9744
"3137",123.6264,123.6264,131.8681,117.3403,126.3335,"VIC",118.007,123.6264,123.6264,122.3776,126.6417,122.3776,"Greater Melbourne",1428,124.5158,123.6264,127.2624,125.4181,126.3335,125.5887,124.7401,128.2051,128.2051,127.321,124.7401,118.3432,123.0769,112.1795,118.7783,122.3776,118.3432,125.7396,125.7396,119.8801,116.7582,121.4575,117.0569,121.0826,125.7396,120.3398,122.5962,123.6264,122.5962,118.165
"3138",126.3335,120.1923,126.4489,123.6264,126.3335,"VIC",128.2051,126.6417,126.6417,122.3776,123.6264,122.3776,"Greater Melbourne",1429,123.6264,123.6264,123.6264,135.2163,123.6264,123.0769,124.7401,127.321,124.7401,120.6637,124.7401,119.1067,121.4575,115.3846,118.7783,118.7783,116.8452,122.5962,122.5962,116.8452,119.606,116.8452,118.7783,122.5962,119.606,125.7396,122.5962,119.3634,121.8347,122.5962
"3139",139.5782,123.6264,137.7727,129.8077,129.1619,"VIC",126.6417,129.8077,138.4615,124.2604,129.8077,128.2051,"Greater Melbourne",1430,135.2163,137.3626,135.2163,144.2308,133.1361,139.8601,130.0108,131.8681,128.2051,137.7727,135.7466,135.7466,126.4489,130.273,134.6154,122.3776,135.7466,129.0486,130.7692,130.0108,129.0486,133.7793,136.897,125.7396,132.5364,130.7692,136.2179,null,129.0486,127.3726
"3148",108.1731,99.4695,115.3846,115.3846,103.022,"VIC",107.0579,119.3634,115.3846,110.6428,115.4051,102.2395,"Greater Melbourne",1439,110.663,111.6625,108.1731,112.3876,111.6625,107.3345,105.6152,102.5641,109.8901,105.4945,108.5973,109.8901,102.5641,103.5503,106.2753,104.8951,102.5641,108.9744,102.1635,95.16257,106.6054,109.8901,100.9615,99.0676,104.8951,115.3846,100.5917,115.3846,108.9744,98.07692
"3141",105.5347,105.5347,112.5704,129.8077,106.8376,"VIC",114.1167,115.3846,118.007,100.9615,123.6264,106.2753,"Greater Melbourne",1432,106.8376,108.1731,103.022,105.5347,103.022,103.7165,108.5973,109.8901,107.3345,102.5641,102.5641,104.8951,102.5641,98.49906,93.37483,96.15385,99.25558,108.9744,102.1635,102.5641,98.07692,99.25558,100.9615,103.2389,104.3372,104.3372,103.2389,131.4508,98.07692,98.07692
"3142",110.9467,96.15385,106.1008,103.8462,92.06219,"VIC",96.15385,99.85207,99.85207,93.91771,103.8462,101.5965,"Greater Melbourne",1433,96.15385,96.15385,98.33916,100.3926,98.33916,104.3025,94.67456,103.7165,97.16599,102.5641,101.437,102.5641,97.6801,89.74359,89.74359,89.74359,92.30769,98.07692,95.22031,93.24009,98.07692,92.86488,91.78322,93.40659,98.07692,99.0676,99.0676,112.8763,98.07692,87.17949
"3144",108.1731,108.1731,103.7165,118.007,98.33916,"VIC",105.4276,115.3846,104.8951,100.9615,114.1167,109.1476,"Greater Melbourne",1435,96.15385,104.2632,110.9467,108.1731,105.5347,107.3345,106.1008,102.5641,104.8951,92.30769,107.3345,102.5641,92.30769,103.5503,109.1476,98.49906,99.25558,108.9744,92.96391,100.3344,98.07692,107.3345,92.8382,106.6054,99.0676,104.3372,98.07692,126.6417,108.9744,100.5917
"3149",103.022,105.5347,102.5641,101.81,100.6261,"VIC",97.96807,109.3117,105.9655,99.10335,108.1731,103.5503,"Greater Melbourne",1440,103.022,103.6389,104.2632,108.1731,104.2632,102.5641,100.3344,107.9622,102.5641,96.15385,100.3344,104.8951,102.5641,100.9615,96.15385,103.5503,100.3344,104.3372,96.15385,94.19152,98.07692,96.15385,102.2395,95.22031,102.1635,102.1635,98.07692,103.8462,98.07692,94.30473
"3150",100.6261,98.33916,104.8951,105.9655,100.6261,"VIC",101.3133,103.8462,105.9655,98.49906,104.8951,100.9615,"Greater Melbourne",1441,103.022,100.6261,100.6261,103.022,103.022,102.5641,102.5641,102.5641,104.8951,98.19967,102.5641,96.15385,96.15385,95.02262,98.49906,96.15385,95.16257,102.1635,95.22031,96.15385,98.07692,96.15385,96.15385,98.07692,98.07692,101.1102,98.07692,108.1731,98.07692,95.22031
"3145",115.3846,123.6264,116.8452,134.8651,139.5782,"VIC",144.2308,123.6264,136.6397,118.7783,129.0014,130.273,"Greater Melbourne",1436,127.2624,110.9467,149.2042,116.9439,113.8664,131.8681,115.3846,147.6923,115.3846,148.8834,112.5704,121.4575,116.8452,146.8531,115.3846,112.1795,129.1017,115.3846,122.3606,134.7558,104.3372,111.2141,107.6923,105.0074,124.148,108.9744,153.2452,136.6397,122.5962,114.0429
"3146",108.1731,103.022,112.5704,115.3846,112.3876,"VIC",111.6625,115.3846,114.1167,100.9615,115.3846,102.2395,"Greater Melbourne",1437,110.9467,108.1731,108.1731,108.1731,108.1731,115.3846,107.3345,109.8901,112.5704,104.8951,115.3846,109.8901,104.8951,103.5503,102.8907,100.9615,100.3344,104.3372,105.8003,102.5641,102.1635,106.1008,103.5503,100.0785,105.4591,101.1102,106.6054,129.8077,100.0785,99.0676
"3151",108.1731,105.5347,118.3432,118.007,109.5424,"VIC",112.8763,129.8077,120.0534,107.6923,118.007,106.2753,"Greater Melbourne",1442,113.1222,110.9467,113.1222,113.8664,108.1731,104.8951,104.8951,116.1103,113.9601,115.3846,102.5641,107.3345,109.8901,101.5965,107.6923,102.2395,102.4503,108.9744,108.9744,109.8901,104.3372,102.5641,109.1476,106.6054,112.7321,103.7851,111.451,126.6417,102.1635,110.1988
"3147",103.022,97.23423,102.5641,99.85207,97.23423,"VIC",94.40559,103.8462,99.85207,96.15385,95.74427,102.8907,"Greater Melbourne",1438,103.022,98.9011,106.8376,103.022,100.6261,96.15385,96.15385,100.3344,101.437,96.15385,100.3344,96.65727,92.30769,100.9615,102.8907,99.7151,88.33272,96.15385,89.97883,92.77155,90.39348,92.30769,95.02262,87.56868,104.3372,98.07692,95.22031,107.0579,92.96391,96.15385
"3152",109.5424,108.1731,115.3846,115.3846,113.8664,"VIC",115.3846,116.6811,115.3846,109.1476,115.3846,109.1476,"Greater Melbourne",1443,113.8664,108.1731,113.8664,112.3876,113.8664,115.3846,112.5704,115.3846,115.3846,112.5704,115.3846,114.6679,104.8951,106.2753,109.1476,109.1476,102.5641,111.451,111.451,109.8901,109.5832,104.8951,109.8901,106.6054,108.9744,108.9744,111.451,115.3846,110.1988,106.6054
"3153",127.2624,127.2624,133.7793,126.6417,131.1189,"VIC",133.1361,136.6397,133.1361,126.2019,129.8077,127.7388,"Greater Melbourne",1444,131.1189,125.4181,131.1189,135.2163,131.1189,131.8681,131.8681,135.7466,131.8681,131.8681,131.8681,131.3446,131.8681,126.2019,130.273,126.2019,121.4575,129.0486,127.3726,124.7401,126.0629,124.7401,132.4086,125.7396,124.9388,129.0486,129.0486,128.2051,125.7396,124.148
"3154",127.2624,null,null,null,null,"VIC",null,null,null,126.2019,null,122.3776,"Greater Melbourne",1445,null,120.1923,123.6264,135.2163,131.1189,null,null,null,null,null,null,132.8168,null,112.1795,null,126.2019,null,null,null,null,125.7396,null,122.3776,null,140.1099,124.148,null,null,null,null
"3161",113.1222,108.1731,115.3846,133.1361,109.5424,"VIC",103.8462,112.8763,115.3846,104.8951,129.8077,104.8951,"Greater Melbourne",1451,113.8664,108.1731,113.8664,103.022,108.1731,124.7401,111.8881,118.3432,116.8452,115.3846,109.8901,109.8901,102.5641,101.2146,100.9615,100.3344,106.7141,108.9744,100.0785,102.6782,99.0676,104.8951,96.15385,101.6341,106.6054,100.5917,106.6054,133.1361,102.6983,102.1635
"3155",123.6264,129.1619,135.7466,129.8077,131.1189,"VIC",129.8077,133.1361,131.4508,122.3776,133.1361,122.3776,"Greater Melbourne",1446,131.1189,127.2624,131.1189,135.2163,127.2624,128.2051,131.8681,131.8681,131.8681,131.8681,128.2051,129.1017,128.2051,122.3776,128.2051,122.3776,121.4575,129.0486,125.7396,128.2051,128.2051,128.2051,126.2019,129.0486,125.7396,129.0486,125.7396,129.8077,125.7396,123.5226
"3156",123.6264,123.6264,131.8681,125.8741,127.2624,"VIC",123.6264,124.3667,123.6264,124.2604,122.8949,122.3776,"Greater Melbourne",1447,125.4181,128.2051,131.1189,127.2624,123.6264,124.7401,123.0769,131.8681,128.2051,123.9029,124.7401,123.9029,121.4575,123.3118,118.7783,130.273,115.3846,124.148,122.7496,116.1103,122.5962,118.3432,126.2019,119.606,118.165,121.0826,122.5962,120.7513,116.7582,116.7582
"3158",null,120.1923,120.6637,107.0579,118.5458,"VIC",118.007,121.4575,97.96807,115.3846,null,120.5511,"Greater Melbourne",1448,113.8664,120.1923,123.6264,123.6264,129.1619,115.3846,116.8452,102.5641,116.8452,126.4489,116.1103,118.3432,109.8901,126.2019,115.3846,109.1476,109.8901,111.451,123.3672,116.1103,117.4574,113.9601,116.2147,114.0429,116.7582,111.451,119.606,123.6264,120.3398,108.9744
"3159",null,127.2624,null,null,135.2163,"VIC",null,null,null,null,null,null,"Greater Melbourne",1449,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,129.0486,null,null,null,null,null
"3162",94.06355,100.6261,99.25558,106.5089,98.33916,"VIC",101.81,104.0543,105.4276,101.2146,108.1731,99.7151,"Greater Melbourne",1452,90.14423,96.15385,100.6261,104.8951,109.5424,98.19967,104.8951,102.5641,102.5641,98.83051,102.5641,100.3344,102.5641,100.9615,93.91771,87.79264,94.19152,99.0676,98.07692,96.15385,103.2389,99.7921,100.9615,94.30473,104.3372,97.10586,96.15385,109.3117,89.16084,96.15385
"3160",127.2624,121.0328,131.774,96.15385,121.8852,"VIC",120.7513,109.3129,null,122.3776,115.3846,122.3776,"Greater Melbourne",1450,118.5458,121.0328,120.1923,123.6264,137.3626,124.7401,115.3846,125.5887,124.7401,108.5973,121.4575,121.4575,107.3345,127.1956,128.2051,109.1476,119.8801,108.9744,119.606,116.8452,122.5962,115.3846,115.3846,108.3723,104.3372,115.3846,120.3398,110.4746,111.451,110.1988
"3163",121.8852,120.1923,131.8681,129.8077,123.6264,"VIC",118.007,123.6264,129.8077,124.2604,129.8077,118.7783,"Greater Melbourne",1453,123.6264,123.6264,123.6264,125.4181,123.6264,128.2051,128.2051,130.0108,128.2051,123.0769,121.4575,123.0769,118.3432,118.7783,118.7783,115.3846,115.3846,122.5962,114.0429,112.5704,119.606,118.3432,122.3776,114.0429,116.7582,118.165,116.7582,133.1361,116.7582,115.3846
"3165",94.06355,94.06355,102.5641,100.3344,99.4695,"VIC",97.96807,94.40559,101.81,96.15385,101.81,93.37483,"Greater Melbourne",1454,100.6261,91.57509,96.15385,99.4695,99.4695,102.5641,102.5641,102.5641,100.3344,102.5641,102.5641,100.3344,93.24009,91.78322,99.10335,89.74359,94.19152,92.96391,94.30473,96.15385,90.81197,92.30769,93.91771,87.56868,89.16084,91.66068,99.0676,99.85207,89.97883,89.16084
"3166",108.1731,108.9905,116.2565,122.1719,113.8664,"VIC",112.8763,115.3846,118.007,112.1795,120.7513,104.2184,"Greater Melbourne",1455,113.8664,114.6205,110.9467,116.9439,114.6205,116.8452,113.9601,118.3432,112.5704,109.8901,112.5704,116.8452,115.3846,109.1476,107.6923,109.1476,107.3345,114.0429,106.6054,107.3345,108.9744,109.8901,106.2753,114.0429,116.7582,113.3837,108.9744,129.8077,111.451,106.6054
"3167",113.8664,103.022,121.4575,115.3846,109.5424,"VIC",108.1731,120.7513,116.6811,115.3846,123.6264,106.2753,"Greater Melbourne",1456,123.6264,115.3846,116.9439,116.9439,113.8664,110.5481,115.3846,107.9622,111.2141,104.8951,106.1008,113.9601,107.3345,108.4151,112.1795,100.9615,101.437,111.451,114.0429,111.2141,108.9744,107.3345,106.2753,102.1635,112.7321,108.9744,105.4591,109.3117,116.7582,104.3372
"3168",120.1923,123.6264,128.2051,136.6397,127.2624,"VIC",129.8077,131.4508,129.8077,122.3776,133.1361,118.7783,"Greater Melbourne",1457,127.2624,123.6264,133.1361,131.1189,123.6264,131.8681,124.7401,131.8681,131.8681,131.8681,124.7401,128.2051,124.7401,122.3776,122.3776,122.3776,121.4575,129.0486,125.7396,126.4489,120.1923,118.3432,122.3776,125.7396,125.7396,129.0486,129.0486,138.4615,122.5962,122.5962
"3169",120.1923,120.1923,131.8681,129.8077,120.1923,"VIC",122.1719,125.1158,129.8077,118.7783,129.8077,122.3776,"Greater Melbourne",1458,127.2624,123.6264,125.4181,135.2163,131.1189,126.4489,128.2051,128.2051,124.7401,124.7401,128.2051,124.7401,121.4575,122.3776,118.7783,122.3776,118.3432,125.7396,108.9744,121.4575,116.7582,121.4575,118.7783,122.5962,122.5962,125.7396,122.5962,130.6241,116.7582,111.451
"3170",110.2401,100.6261,115.3846,112.8763,112.3876,"VIC",115.3846,112.8763,120.7513,113.7595,120.7513,112.1795,"Greater Melbourne",1459,115.3846,113.8664,118.5458,116.9439,108.1731,112.5704,112.5704,115.0969,109.8901,111.2141,109.8901,107.3345,109.2399,106.2753,92.8382,110.6428,104.8951,110.8214,106.0291,107.3345,104.3372,108.5973,103.5503,104.3372,108.9744,107.1879,108.9744,112.8763,106.6054,104.3372
"3171",136.281,135.2163,139.8601,136.6397,139.5782,"VIC",133.1361,132.4568,136.6397,134.6154,140.3326,134.6154,"Greater Melbourne",1460,135.2163,140.7129,139.5782,140.7129,144.2308,134.7558,136.7521,142.8912,135.7466,133.7793,131.8681,128.2051,130.0108,134.6154,132.1919,134.6154,123.0769,136.2179,129.0486,124.7401,132.5364,131.8681,130.273,129.0486,125.7396,129.0486,132.5364,133.995,128.2051,130.7692
"3173",113.8664,116.9439,115.3846,115.3846,116.9439,"VIC",108.1731,112.8763,110.4746,115.3846,115.3846,115.3846,"Greater Melbourne",1462,123.2742,116.9439,121.8852,123.6264,123.6264,115.3846,112.5704,121.4575,109.8901,115.3846,112.5704,107.3345,104.8951,115.3846,115.3846,118.7783,102.5641,108.9744,102.1635,104.8951,104.3372,107.3345,115.3846,105.4591,104.3372,107.1879,108.9744,115.3846,102.1635,106.6054
"3172",120.1923,119.3634,131.8681,129.1619,124.3101,"VIC",129.8077,133.1361,126.6417,120.5511,133.1361,126.2019,"Greater Melbourne",1461,123.6264,120.1923,135.2163,127.2624,131.1189,125.0003,123.0769,133.5857,124.7401,122.2618,130.0108,124.7401,121.4575,118.7783,122.3776,116.2147,109.8901,129.0486,121.0826,118.3432,129.0486,121.4575,116.2147,122.5962,130.7692,119.606,122.5962,124.3667,119.606,122.5962
"3187",76.58271,73.02824,71.00592,69.23077,77.96258,"VIC",64.90385,75.25084,76.35747,67.58931,78.37446,68.4485,"Greater Melbourne",1475,74.60212,70.35647,72.7214,77.26648,72.11538,77.56949,69.93007,76.92308,76.28735,71.00592,83.91608,71.00592,66.64815,61.05006,68.4485,61.18881,71.55635,65.42823,70.05495,71.00592,73.19173,65.00542,67.8733,65.38462,72.64957,70.55894,76.02862,70.16632,72.11538,63.89376
"3174",139.5782,139.5782,153.8462,148.3516,144.2308,"VIC",148.3516,146.4664,147.0909,134.6154,144.2308,144.2308,"Greater Melbourne",1463,144.2308,144.2308,144.2308,146.6754,144.2308,144.2308,142.0118,148.8834,148.8834,144.2308,144.2308,139.8601,142.0118,139.2573,139.2573,136.897,133.7793,144.2308,140.1099,139.8601,136.2179,135.7466,139.2573,140.1099,140.1099,140.1099,144.2308,148.3516,136.2179,136.2179
"3175",144.2308,149.2042,153.8462,157.3427,146.6754,"VIC",152.7149,159.7633,157.3427,149.5726,162.2596,153.8462,"Greater Melbourne",1464,151.8219,149.2042,151.8219,154.533,154.533,148.8834,153.8462,156.4537,159.1512,153.8462,153.8462,153.8462,147.929,146.3211,146.8531,141.7004,144.2308,153.2452,153.2452,148.8834,146.3835,148.8834,144.2308,148.6014,148.6014,148.6014,148.6014,157.3427,148.6014,150.8876
"3177",144.2308,146.6754,164.8352,152.7149,145.4428,"VIC",152.7149,152.7149,157.3427,144.2308,159.7633,146.5866,"Greater Melbourne",1465,150.5017,149.2042,154.533,154.533,149.2042,159.1512,153.8462,153.8462,153.8462,153.8462,148.8834,153.8462,148.8834,144.2308,144.2308,144.2308,139.8601,153.2452,148.6014,146.5201,144.2308,139.8601,149.5726,147.4841,146.3835,148.6014,155.6777,150.5017,148.6014,148.6014
"3178",108.1731,105.5347,115.3846,110.4746,105.5347,"VIC",110.4746,115.3846,112.8763,104.8951,110.4746,106.2753,"Greater Melbourne",1466,108.1731,105.5347,105.5347,108.1731,108.8534,107.3345,109.8901,115.3846,110.5481,112.5704,109.8901,104.8951,104.8951,99.7151,106.2753,104.8951,104.8951,108.9744,108.9744,102.5641,111.451,107.3345,102.8907,108.9744,108.9744,108.9744,111.451,110.4746,111.451,108.9744
"3179",114.6205,120.1923,124.7401,118.007,116.9439,"VIC",126.6417,122.1719,116.6811,115.3846,123.6264,115.3846,"Greater Melbourne",1467,120.1923,116.9439,120.1923,127.2624,120.1923,123.0769,116.8452,121.4575,121.4575,128.2051,118.3432,118.3432,116.8452,117.9113,116.2147,115.3846,112.5704,122.5962,116.7582,113.261,122.5962,109.8901,109.1476,123.3672,113.3837,114.0429,122.5962,123.6264,112.7321,119.606
"3180",113.8664,115.3846,117.5894,119.3634,116.9439,"VIC",120.7513,123.6264,115.3846,112.1795,122.1719,122.3776,"Greater Melbourne",1468,123.6264,118.5458,116.9439,123.6264,121.8852,121.4575,109.8901,121.4575,115.3846,118.3432,115.3846,115.3846,114.6679,115.3846,115.3846,115.3846,109.8901,114.0429,108.9744,112.5704,116.7582,111.2141,109.1476,117.4574,111.451,118.8811,116.7582,115.3846,116.7582,114.0429
"3181",110.9467,108.1731,109.8901,129.8077,116.9439,"VIC",120.7513,118.6813,115.3846,102.2395,120.7513,109.1476,"Greater Melbourne",1469,110.9467,108.1731,113.8664,109.5424,108.1731,115.3846,111.2141,118.3432,115.3846,124.7401,109.8901,115.3846,104.8951,112.1795,109.1476,100.9615,104.8951,104.3372,121.0826,119.8801,108.9744,104.8951,102.2395,108.9744,111.451,104.3372,122.5962,131.4508,107.7768,103.2389
"3182",115.3846,113.8664,121.4575,138.4615,113.8664,"VIC",120.7513,129.8077,129.8077,106.2753,131.4508,107.6923,"Greater Melbourne",1470,113.8664,115.3846,112.3876,113.8664,113.8664,121.4575,118.3432,121.4575,119.8801,115.3846,115.3846,115.3846,115.3846,106.2753,106.2753,106.2753,112.5704,116.7582,114.0429,112.5704,114.0429,109.8901,106.2753,116.7582,116.7582,116.7582,119.606,140.3326,114.0429,113.3837
"3183",120.1923,116.9439,131.8681,134.8651,116.9439,"VIC",122.1719,131.4508,131.4508,112.1795,129.8077,115.3846,"Greater Melbourne",1471,116.9439,120.1923,117.7394,120.1923,118.5458,124.7401,119.8801,131.8681,123.0769,118.3432,121.4575,116.8452,115.3846,112.1795,115.3846,112.1795,115.3846,119.606,114.0429,115.3846,116.7582,116.8452,110.6428,114.0429,119.606,122.5962,122.5962,140.3326,119.606,112.7321
"3184",113.8664,109.5424,113.9601,123.1864,110.9467,"VIC",113.4931,122.1719,122.1719,106.2753,122.1719,103.5503,"Greater Melbourne",1472,110.9467,109.5424,109.5424,112.3876,108.1731,115.3846,115.3846,116.8452,115.3846,112.5704,111.2141,109.8901,112.5704,103.5503,104.8951,100.9615,111.2141,111.451,106.6054,109.8901,107.7768,109.8901,103.5503,108.9744,111.451,114.0429,108.9744,122.8949,108.9744,108.9744
"3185",109.5424,115.3846,119.8801,115.3846,108.1731,"VIC",119.3634,111.0654,115.3846,113.7595,120.7513,106.2753,"Greater Melbourne",1473,116.9439,113.8664,109.5424,109.5424,112.3876,116.8452,115.3846,118.3432,109.8901,121.4575,115.3846,119.8801,115.3846,98.49906,109.1476,106.2753,115.3846,117.4574,108.9744,104.8951,111.451,109.8901,106.2753,119.606,114.0429,108.9744,116.7582,126.6417,115.3846,111.451
